,Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
100,T1,23/11/2019,12:00,Denizlispor,Rizespor,2,0,H,0,0,D,12,5,3,0,13,14,7,5,3,2,0,0
101,T1,23/11/2019,14:30,Ankaragucu,Trabzonspor,0,3,A,0,1,A,12,21,1,10,18,12,5,5,5,2,1,0
102,T1,23/11/2019,17:00,Konyaspor,Besiktas,0,1,A,0,0,D,7,9,1,4,12,11,4,3,3,1,0,0
103,T1,24/11/2019,11:00,Kayserispor,Sivasspor,1,4,A,1,1,D,9,19,6,6,14,14,5,10,0,0,0,0
104,T1,24/11/2019,13:30,Alanyaspor,Goztep,0,1,A,0,0,D,14,7,7,2,12,10,6,2,3,1,0,0
105,T1,24/11/2019,13:30,Kasimpasa,Genclerbirligi,1,2,A,0,0,D,10,18,4,3,10,13,6,7,1,1,0,0
106,T1,24/11/2019,16:00,Yeni Malatyaspor,Fenerbahce,0,0,D,0,0,D,13,19,6,5,13,21,4,3,3,4,0,0
107,T1,25/11/2019,17:00,Antalyaspor,Gaziantep,1,1,D,0,1,A,22,7,6,3,19,18,5,3,2,3,0,0
108,T1,29/11/2019,17:30,Genclerbirligi,Yeni Malatyaspor,3,3,D,0,1,A,16,11,8,7,15,12,10,2,2,2,0,0
109,T1,30/11/2019,12:00,Rizespor,Konyaspor,3,1,H,2,1,H,9,13,5,2,16,9,3,2,1,0,0,0
110,T1,30/11/2019,12:00,Sivasspor,Kasimpasa,2,0,H,2,0,H,16,16,9,4,19,10,6,5,1,3,0,0
111,T1,30/11/2019,14:30,Alanyaspor,Ankaragucu,5,0,H,2,0,H,19,7,12,2,14,12,6,9,1,2,0,0
112,T1,30/11/2019,17:00,Goztep,Fenerbahce,2,2,D,1,1,D,11,12,4,3,11,12,2,4,1,8,0,1
113,T1,01/12/2019,11:00,Gaziantep,Denizlispor,1,2,A,0,0,D,18,5,3,2,10,18,5,2,3,5,0,0
114,T1,01/12/2019,13:30,Buyuksehyr,Antalyaspor,2,0,H,0,0,D,12,14,4,5,16,18,7,2,1,3,0,0
115,T1,01/12/2019,16:00,Trabzonspor,Galatasaray,1,1,D,0,0,D,10,9,5,3,11,7,5,9,4,3,0,0
116,T1,02/12/2019,17:00,Besiktas,Kayserispor,4,1,H,3,0,H,24,7,13,3,12,10,9,5,2,1,0,0
117,T1,06/12/2019,17:30,Fenerbahce,Genclerbirligi,5,2,H,3,1,H,24,14,13,6,14,12,4,4,3,4,0,0
118,T1,07/12/2019,12:00,Yeni Malatyaspor,Sivasspor,1,3,A,1,2,A,14,13,2,7,14,16,3,4,2,4,0,0
119,T1,07/12/2019,14:30,Ankaragucu,Goztep,1,3,A,1,1,D,11,15,4,6,13,9,2,3,2,3,0,0
120,T1,07/12/2019,17:00,Galatasaray,Alanyaspor,1,0,H,1,0,H,7,21,4,5,15,13,6,13,2,4,0,0
