,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
0,T1,10/08/2018,Ankaragucu,Galatasaray,1,3,A,1,2,A,3,12,1,4,15,9,2,4,2,2,0,0.0
1,T1,11/08/2018,Fenerbahce,Bursaspor,2,1,H,2,1,H,7,6,2,3,12,15,4,4,3,3,0,0.0
2,T1,11/08/2018,Rizespor,Kasimpasa,2,3,A,1,0,H,8,14,5,6,13,14,3,6,2,1,0,0.0
3,T1,11/08/2018,Sivasspor,Alanyaspor,1,0,H,0,0,D,12,9,5,3,13,16,4,7,1,3,0,0.0
4,T1,12/08/2018,Besiktas,Akhisar Belediyespor,2,1,H,2,0,H,13,8,4,4,17,16,12,3,3,6,0,0.0
5,T1,12/08/2018,Buyuksehyr,Trabzonspor,2,0,H,1,0,H,15,8,5,0,16,15,9,2,2,2,0,0.0
6,T1,12/08/2018,Goztep,Yeni Malatyaspor,1,3,A,0,1,A,10,6,4,3,11,11,4,0,4,5,2,1.0
7,T1,12/08/2018,Konyaspor,Erzurum BB,3,2,H,2,1,H,16,6,9,4,11,14,4,7,1,2,0,0.0
8,T1,13/08/2018,Kayserispor,Antalyaspor,2,0,H,1,0,H,8,4,5,1,16,8,6,2,0,2,0,1.0
9,T1,17/08/2018,Trabzonspor,Sivasspor,3,1,H,3,1,H,10,12,8,3,12,19,8,5,1,4,0,0.0
10,T1,18/08/2018,Antalyaspor,Konyaspor,3,3,D,1,2,A,12,10,9,4,17,19,7,3,1,5,0,1.0
11,T1,18/08/2018,Bursaspor,Kayserispor,0,0,D,0,0,D,9,4,2,0,11,12,6,4,2,2,0,0.0
12,T1,18/08/2018,Yeni Malatyaspor,Fenerbahce,1,0,H,0,0,D,14,13,2,4,14,9,2,3,2,0,0,0.0
13,T1,19/08/2018,Akhisar Belediyespor,Rizespor,1,1,D,0,1,A,8,24,3,10,18,14,4,3,0,1,1,0.0
14,T1,19/08/2018,Alanyaspor,Ankaragucu,0,2,A,0,0,D,19,5,5,4,19,15,6,2,3,6,1,1.0
15,T1,19/08/2018,Erzurum BB,Besiktas,1,3,A,1,0,H,10,10,3,6,11,7,9,9,0,3,0,0.0
16,T1,19/08/2018,Galatasaray,Goztep,1,0,H,1,0,H,11,9,5,2,13,14,6,6,4,2,0,0.0
17,T1,20/08/2018,Kasimpasa,Buyuksehyr,2,1,H,0,0,D,13,15,3,5,18,16,5,2,0,3,0,0.0
18,T1,24/08/2018,Rizespor,Erzurum BB,0,0,D,0,0,D,9,11,2,3,9,20,4,7,1,1,0,0.0
19,T1,25/08/2018,Ankaragucu,Trabzonspor,2,2,D,1,1,D,15,9,6,7,11,12,5,9,2,2,0,0.0
20,T1,25/08/2018,Goztep,Fenerbahce,1,0,H,0,0,D,5,9,1,1,16,16,4,5,2,1,0,0.0
21,T1,25/08/2018,Kayserispor,Yeni Malatyaspor,0,0,D,0,0,D,13,6,5,2,15,13,4,6,2,1,0,0.0
22,T1,26/08/2018,Besiktas,Antalyaspor,2,3,A,1,3,A,28,7,10,5,15,19,12,1,2,7,0,0.0
23,T1,26/08/2018,Konyaspor,Bursaspor,1,1,D,1,1,D,16,12,6,4,18,14,11,6,2,3,0,0.0
24,T1,26/08/2018,Sivasspor,Kasimpasa,0,3,A,0,1,A,31,9,3,6,8,9,7,2,0,3,0,0.0
