,Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
0,T1,11/09/2020,18:00,Rizespor,Fenerbahce,1,2,A,0,0,D,9,17,3,8,11,12,3,11,1,2,0,0
1,T1,12/09/2020,15:00,Karagumruk,Yeni Malatyaspor,3,0,H,1,0,H,7,20,6,7,19,10,8,6,4,3,0,0
2,T1,12/09/2020,15:00,Sivasspor,Alanyaspor,0,2,A,0,1,A,10,12,4,6,14,11,7,6,4,2,0,0
3,T1,12/09/2020,18:00,Galatasaray,Gaziantep,3,1,H,3,0,H,23,9,12,2,13,12,8,6,2,3,0,0
4,T1,12/09/2020,18:00,Goztep,Denizlispor,5,1,H,3,0,H,10,8,6,1,15,13,4,6,0,3,0,0
5,T1,13/09/2020,15:00,Ankaragucu,Erzurum BB,1,2,A,0,0,D,8,12,5,4,16,12,6,3,3,0,0,0
6,T1,13/09/2020,15:00,Kayserispor,Kasimpasa,1,0,H,1,0,H,6,12,2,3,12,16,1,6,3,2,0,0
7,T1,13/09/2020,18:00,Antalyaspor,Genclerbirligi,2,0,H,1,0,H,9,6,5,1,12,18,2,3,1,1,0,0
8,T1,13/09/2020,18:00,Trabzonspor,Besiktas,1,3,A,0,1,A,8,12,4,5,7,17,4,3,3,2,1,0
9,T1,14/09/2020,18:00,Hatayspor,Buyuksehyr,2,0,H,1,0,H,12,15,6,2,13,14,1,6,1,2,0,0
10,T1,18/09/2020,18:00,Yeni Malatyaspor,Goztep,1,1,D,1,1,D,14,3,1,1,13,19,5,6,0,0,0,0
11,T1,19/09/2020,11:30,Genclerbirligi,Konyaspor,0,0,D,0,0,D,12,10,1,1,10,13,6,1,0,3,0,0
12,T1,19/09/2020,14:00,Denizlispor,Trabzonspor,0,0,D,0,0,D,9,13,2,4,17,13,7,7,3,0,1,0
13,T1,19/09/2020,17:00,Alanyaspor,Kayserispor,2,0,H,1,0,H,18,10,8,1,10,12,5,1,1,3,0,0
14,T1,19/09/2020,17:00,Besiktas,Antalyaspor,1,1,D,1,0,H,12,8,3,4,18,26,5,3,5,4,0,0
15,T1,20/09/2020,11:30,Erzurum BB,Sivasspor,1,2,A,0,0,D,7,9,3,3,14,9,2,7,0,0,0,0
16,T1,20/09/2020,14:00,Kasimpasa,Rizespor,2,0,H,1,0,H,16,11,7,6,14,9,5,8,3,1,1,0
17,T1,20/09/2020,17:00,Buyuksehyr,Galatasaray,0,2,A,0,1,A,12,12,5,6,16,15,5,2,3,1,0,0
18,T1,20/09/2020,17:00,Gaziantep,Karagumruk,2,2,D,0,1,A,14,11,9,4,15,14,7,7,2,2,0,0
19,T1,21/09/2020,18:00,Fenerbahce,Hatayspor,0,0,D,0,0,D,12,0,4,0,15,14,3,1,1,6,0,2
20,T1,25/09/2020,18:00,Karagumruk,Buyuksehyr,2,0,H,0,0,D,5,13,3,4,8,11,2,2,2,3,0,1
21,T1,26/09/2020,11:30,Kayserispor,Erzurum BB,1,3,A,0,2,A,12,13,2,8,15,21,5,5,1,3,0,0
