,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
0,SC0,06/08/16,Kilmarnock,Motherwell,1,2,A,0,1,A,C Thomson,9,7,8,7,7,8,5,3,1,3,0,0
1,SC0,06/08/16,Partick,Inverness C,2,0,H,1,0,H,N Walsh,6,8,3,2,20,10,2,5,2,1,0,0
2,SC0,06/08/16,Rangers,Hamilton,1,1,D,0,1,A,D Robertson,20,9,4,2,7,19,10,4,0,5,0,0
3,SC0,06/08/16,Ross County,Dundee,1,3,A,0,2,A,B Madden,16,7,6,4,18,12,7,2,3,2,0,0
4,SC0,07/08/16,Hearts,Celtic,1,2,A,1,1,D,J Beaton,13,11,6,5,15,13,5,6,7,4,0,0
5,SC0,07/08/16,St Johnstone,Aberdeen,0,0,D,0,0,D,W Collum,7,10,5,7,17,11,2,7,2,0,0,0
6,SC0,13/08/16,Aberdeen,Hearts,0,0,D,0,0,D,K Clancy,12,11,1,1,12,16,3,1,2,5,0,0
7,SC0,13/08/16,Dundee,Rangers,1,2,A,1,2,A,C Thomson,7,9,3,6,10,10,5,5,2,2,0,0
8,SC0,13/08/16,Hamilton,Kilmarnock,1,2,A,1,0,H,S McLean,7,5,4,2,12,7,3,3,1,3,0,0
9,SC0,13/08/16,Inverness C,Ross County,2,3,A,1,2,A,A Dallas,12,12,8,5,12,14,6,4,4,5,0,0
10,SC0,13/08/16,Motherwell,St Johnstone,1,2,A,0,0,D,E Anderson,13,15,4,5,14,8,6,3,3,3,0,0
11,SC0,19/08/16,Dundee,Hamilton,1,1,D,1,1,D,K Clancy,8,8,5,4,8,13,4,6,1,2,0,0
12,SC0,20/08/16,Aberdeen,Partick,2,1,H,1,0,H,J Beaton,10,11,6,2,10,13,3,6,1,2,0,1
13,SC0,20/08/16,Hearts,Inverness C,5,1,H,2,0,H,S McLean,18,13,10,7,14,15,6,8,1,4,0,0
14,SC0,20/08/16,Rangers,Motherwell,2,1,H,0,1,A,B Madden,18,9,3,3,10,7,14,4,0,0,0,0
15,SC0,20/08/16,Ross County,Kilmarnock,2,0,H,1,0,H,N Walsh,11,4,2,0,16,12,6,4,1,1,0,0
16,SC0,20/08/16,St Johnstone,Celtic,2,4,A,0,3,A,C Thomson,7,19,5,5,12,10,1,6,3,4,0,0
17,SC0,26/08/16,Kilmarnock,Rangers,1,1,D,1,0,H,K Clancy,8,19,2,7,14,17,2,8,4,2,1,0
18,SC0,27/08/16,Celtic,Aberdeen,4,1,H,2,1,H,B Madden,10,5,5,1,11,13,4,1,0,1,0,1
19,SC0,27/08/16,Hamilton,Ross County,1,0,H,0,0,D,G Aitken,15,4,9,1,15,15,6,5,3,2,0,0
20,SC0,27/08/16,Inverness C,St Johnstone,2,1,H,0,0,D,S Finnie,15,7,8,3,13,12,6,1,1,1,0,0
21,SC0,27/08/16,Motherwell,Dundee,0,0,D,0,0,D,A Dallas,17,11,5,3,5,11,8,5,1,2,0,0
22,SC0,27/08/16,Partick,Hearts,1,2,A,0,1,A,W Collum,9,17,4,8,8,9,8,5,2,0,0,0
23,SC0,10/09/16,Aberdeen,Inverness C,1,1,D,0,0,D,C Allan,3,1,2,1,10,12,5,2,0,3,0,0
24,SC0,10/09/16,Celtic,Rangers,5,1,H,2,1,H,W Collum,20,6,9,2,12,13,3,1,4,2,0,1
25,SC0,10/09/16,Dundee,Kilmarnock,1,1,D,1,1,D,D Robertson,17,7,3,1,17,13,3,5,3,2,1,0
26,SC0,10/09/16,Hearts,Hamilton,3,1,H,0,0,D,C Thomson,22,6,10,1,10,9,8,3,3,3,0,0
27,SC0,10/09/16,Partick,St Johnstone,0,2,A,0,1,A,N Walsh,9,9,4,5,9,13,2,3,0,1,0,0
28,SC0,10/09/16,Ross County,Motherwell,1,1,D,0,0,D,A Muir,11,6,3,4,10,17,3,3,1,2,1,0
29,SC0,17/09/16,Kilmarnock,Partick,2,2,D,1,1,D,A Dallas,8,11,6,7,12,12,9,7,2,1,0,1
30,SC0,17/09/16,Motherwell,Hamilton,4,2,H,3,1,H,W Collum,13,21,4,5,13,15,5,4,3,4,0,0
31,SC0,17/09/16,Rangers,Ross County,0,0,D,0,0,D,G Aitken,16,4,5,2,9,16,14,1,1,1,0,0
32,SC0,17/09/16,St Johnstone,Hearts,1,0,H,0,0,D,J Beaton,11,16,7,7,16,15,6,11,6,1,0,0
33,SC0,18/09/16,Dundee,Aberdeen,1,3,A,1,1,D,S McLean,7,7,2,3,18,13,1,5,3,4,1,0
34,SC0,18/09/16,Inverness C,Celtic,2,2,D,1,2,A,D Robertson,10,23,5,9,11,12,4,11,2,2,0,0
35,SC0,24/09/16,Celtic,Kilmarnock,6,1,H,2,1,H,N Walsh,23,4,9,2,8,8,4,1,0,2,0,0
36,SC0,24/09/16,Hearts,Ross County,0,0,D,0,0,D,A Muir,16,1,6,0,14,18,9,4,2,3,0,1
37,SC0,24/09/16,Inverness C,Dundee,3,1,H,2,0,H,K Clancy,12,11,7,6,15,14,4,9,2,3,0,0
38,SC0,24/09/16,Partick,Motherwell,1,1,D,1,0,H,C Thomson,15,10,6,4,12,12,4,5,1,1,0,0
39,SC0,25/09/16,Aberdeen,Rangers,2,1,H,0,0,D,J Beaton,10,11,4,3,19,13,4,8,5,4,0,0
40,SC0,25/09/16,Hamilton,St Johnstone,1,1,D,1,0,H,E Anderson,13,20,8,7,15,12,6,10,5,1,0,0
41,SC0,30/09/16,Motherwell,Hearts,1,3,A,0,1,A,S McLean,15,17,5,6,14,10,4,5,0,1,0,0
42,SC0,01/10/16,Dundee,Celtic,0,1,A,0,0,D,A Dallas,2,16,1,7,7,12,5,4,2,1,0,0
43,SC0,01/10/16,Hamilton,Inverness C,1,1,D,1,0,H,B Cook,13,13,5,7,16,15,8,5,2,1,0,0
44,SC0,01/10/16,Kilmarnock,Aberdeen,0,4,A,0,1,A,W Collum,3,13,0,8,11,11,2,6,2,0,0,0
45,SC0,01/10/16,Rangers,Partick,2,0,H,2,0,H,S Finnie,12,7,5,2,9,10,8,6,1,2,0,0
46,SC0,01/10/16,Ross County,St Johnstone,0,2,A,0,1,A,C Allan,6,9,4,5,12,8,5,5,0,0,0,0
47,SC0,14/10/16,Inverness C,Rangers,0,1,A,0,1,A,W Collum,13,15,6,5,23,13,1,6,3,1,0,0
48,SC0,15/10/16,Aberdeen,Ross County,4,0,H,2,0,H,C Thomson,24,9,14,3,12,12,6,2,1,2,0,1
49,SC0,15/10/16,Celtic,Motherwell,2,0,H,1,0,H,J Beaton,24,9,9,4,7,7,9,1,2,2,0,0
50,SC0,15/10/16,Hearts,Dundee,2,0,H,0,0,D,K Clancy,17,12,7,2,8,12,10,10,1,1,0,0
51,SC0,15/10/16,Partick,Hamilton,2,2,D,2,1,H,G Aitken,12,22,7,10,12,9,5,8,1,2,0,0
52,SC0,15/10/16,St Johnstone,Kilmarnock,0,1,A,0,0,D,S McLean,12,4,3,1,17,11,9,1,3,1,0,0
53,SC0,22/10/16,Inverness C,Kilmarnock,1,1,D,0,1,A,A Dallas,11,9,5,4,13,14,0,5,3,2,0,0
54,SC0,22/10/16,Partick,Ross County,1,1,D,1,0,H,D Robertson,14,11,3,3,16,12,11,3,1,3,0,0
55,SC0,23/10/16,St Johnstone,Dundee,2,1,H,0,0,D,N Walsh,15,9,8,4,12,13,1,3,1,2,0,0
56,SC0,25/10/16,Hamilton,Aberdeen,1,0,H,1,0,H,W Collum,9,10,4,4,15,8,1,6,0,0,0,0
57,SC0,26/10/16,Dundee,Partick,0,2,A,0,1,A,S McLean,5,11,1,4,7,11,2,4,1,3,0,0
58,SC0,26/10/16,Kilmarnock,Hearts,2,0,H,1,0,H,A Dallas,15,9,6,5,14,13,1,2,1,3,0,0
59,SC0,26/10/16,Motherwell,Inverness C,0,3,A,0,0,D,D Robertson,7,13,0,6,14,15,4,4,0,1,0,0
60,SC0,26/10/16,Rangers,St Johnstone,1,1,D,1,1,D,K Clancy,18,12,8,4,15,13,15,5,3,3,0,0
61,SC0,26/10/16,Ross County,Celtic,0,4,A,0,1,A,A Muir,10,19,5,12,6,12,7,7,1,1,0,0
62,SC0,29/10/16,Aberdeen,Celtic,0,1,A,0,1,A,S McLean,7,16,2,6,19,12,3,3,2,3,0,0
63,SC0,29/10/16,Hamilton,Dundee,0,1,A,0,0,D,S Finch,7,7,1,2,13,11,3,6,2,1,0,0
64,SC0,29/10/16,Inverness C,Hearts,3,3,D,2,1,H,C Thomson,9,9,5,5,17,18,3,10,3,2,0,0
65,SC0,29/10/16,Motherwell,Ross County,4,1,H,2,0,H,N Walsh,12,13,5,3,11,10,3,7,1,2,0,0
66,SC0,29/10/16,Rangers,Kilmarnock,3,0,H,2,0,H,J Beaton,24,7,10,1,12,14,10,3,0,2,0,0
67,SC0,29/10/16,St Johnstone,Partick,1,2,A,1,1,D,B Cook,11,12,4,8,13,13,1,5,1,3,0,0
68,SC0,04/11/16,Partick,Aberdeen,1,2,A,0,1,A,B Madden,11,10,6,6,13,7,5,2,2,0,0,0
69,SC0,05/11/16,Celtic,Inverness C,3,0,H,0,0,D,C Allan,26,7,7,4,17,15,6,0,0,0,0,1
70,SC0,05/11/16,Dundee,Motherwell,2,0,H,1,0,H,J Beaton,13,8,5,3,10,9,3,3,1,2,0,0
71,SC0,05/11/16,Hearts,St Johnstone,2,2,D,1,1,D,D Robertson,9,9,5,5,16,13,8,4,3,2,0,0
72,SC0,05/11/16,Kilmarnock,Hamilton,0,0,D,0,0,D,E Anderson,14,15,6,5,12,13,8,5,1,2,0,0
73,SC0,06/11/16,Ross County,Rangers,1,1,D,1,1,D,A Dallas,15,11,3,4,19,11,7,13,6,2,0,0
74,SC0,18/11/16,Kilmarnock,Celtic,0,1,A,0,1,A,D Robertson,9,16,2,6,12,12,3,5,2,3,0,0
75,SC0,19/11/16,Inverness C,Aberdeen,1,3,A,1,2,A,K Clancy,7,13,3,9,11,17,1,6,1,1,0,0
76,SC0,19/11/16,Motherwell,Partick,2,0,H,2,0,H,A Dallas,11,13,4,4,13,18,6,7,1,4,0,0
77,SC0,19/11/16,Rangers,Dundee,1,0,H,0,0,D,W Collum,18,4,7,1,11,10,14,3,1,2,0,0
78,SC0,19/11/16,St Johnstone,Ross County,2,4,A,0,2,A,J Beaton,8,10,3,5,11,12,7,3,3,2,0,0
79,SC0,21/11/16,Hamilton,Hearts,3,3,D,1,1,D,S McLean,9,12,5,7,13,10,4,5,1,2,0,0
80,SC0,26/11/16,Dundee,Inverness C,2,1,H,1,0,H,A Dallas,13,20,4,3,9,10,3,4,3,1,0,1
81,SC0,26/11/16,Hearts,Motherwell,3,0,H,1,0,H,B Madden,21,10,9,0,16,8,6,6,1,1,0,0
82,SC0,26/11/16,Partick,Rangers,1,2,A,0,0,D,N Walsh,6,14,4,6,8,8,7,11,1,4,0,0
83,SC0,26/11/16,Ross County,Hamilton,1,1,D,1,0,H,C Thomson,14,7,6,3,14,13,5,3,3,2,0,0
84,SC0,30/11/16,Hearts,Rangers,2,0,H,1,0,H,C Thomson,12,7,9,1,15,12,5,3,2,1,0,0
85,SC0,03/12/16,Hamilton,Partick,1,1,D,1,0,H,D Robertson,7,15,4,2,12,11,3,3,4,1,0,0
86,SC0,03/12/16,Kilmarnock,Dundee,2,0,H,1,0,H,C Allan,19,9,8,2,9,9,13,1,2,3,0,0
87,SC0,03/12/16,Motherwell,Celtic,3,4,A,2,0,H,K Clancy,6,28,5,11,8,10,3,8,4,3,0,0
88,SC0,03/12/16,Rangers,Aberdeen,2,1,H,0,0,D,S McLean,10,11,4,5,22,16,6,5,5,2,1,1
89,SC0,03/12/16,Ross County,Hearts,2,2,D,1,0,H,W Collum,11,17,7,4,18,12,4,9,3,1,0,0
90,SC0,03/12/16,St Johnstone,Inverness C,3,0,H,1,0,H,E Anderson,14,11,5,3,14,15,0,3,2,2,0,1
91,SC0,06/12/16,Aberdeen,Kilmarnock,5,1,H,3,0,H,S Finnie,12,8,7,1,10,15,7,3,2,1,0,0
92,SC0,09/12/16,Partick,Celtic,1,4,A,0,1,A,C Thomson,4,15,1,6,13,13,1,5,2,0,0,0
93,SC0,10/12/16,Aberdeen,St Johnstone,0,0,D,0,0,D,K Clancy,8,8,2,1,11,14,6,4,1,3,0,0
94,SC0,10/12/16,Dundee,Ross County,0,0,D,0,0,D,E Anderson,6,11,2,5,8,15,8,9,2,3,0,0
95,SC0,10/12/16,Inverness C,Hamilton,1,1,D,0,1,A,G Aitken,12,11,6,3,15,15,1,6,3,3,0,0
96,SC0,10/12/16,Motherwell,Kilmarnock,0,0,D,0,0,D,S McLean,11,12,2,5,8,12,9,5,2,3,0,0
97,SC0,10/12/16,Rangers,Hearts,2,0,H,1,0,H,J Beaton,14,9,5,1,10,12,3,2,1,4,0,0
98,SC0,13/12/16,Celtic,Hamilton,1,0,H,1,0,H,C Allan,15,5,2,2,10,11,12,2,1,2,0,0
99,SC0,16/12/16,Hamilton,Rangers,1,2,A,0,1,A,A Muir,8,19,1,7,13,10,3,6,5,1,0,0
100,SC0,17/12/16,Celtic,Dundee,2,1,H,1,0,H,B Madden,22,6,7,2,17,4,4,3,1,1,0,0
101,SC0,17/12/16,Hearts,Partick,1,1,D,1,0,H,D Robertson,8,12,4,4,13,17,8,6,0,2,0,0
102,SC0,17/12/16,Kilmarnock,Inverness C,1,1,D,0,0,D,N Walsh,9,5,3,2,18,12,7,3,3,2,0,0
103,SC0,17/12/16,Ross County,Aberdeen,2,1,H,1,0,H,C Thomson,13,16,8,5,14,13,2,12,2,2,1,0
104,SC0,17/12/16,St Johnstone,Motherwell,1,1,D,0,1,A,W Collum,8,4,5,1,9,5,11,0,1,1,0,0
105,SC0,20/12/16,Celtic,Partick,1,0,H,1,0,H,E Anderson,19,10,8,4,10,11,9,4,2,2,0,0
106,SC0,23/12/16,Dundee,Hearts,3,2,H,0,1,A,K Clancy,9,18,4,8,9,10,3,9,1,1,0,0
107,SC0,23/12/16,Kilmarnock,St Johnstone,0,1,A,0,1,A,S Finnie,14,13,3,5,12,16,1,9,1,2,1,0
108,SC0,23/12/16,Motherwell,Aberdeen,1,3,A,1,2,A,B Madden,12,24,4,9,11,14,5,5,2,2,0,0
109,SC0,23/12/16,Ross County,Partick,1,3,A,0,0,D,J Beaton,6,9,3,7,5,3,1,6,1,0,0,0
110,SC0,24/12/16,Hamilton,Celtic,0,3,A,0,1,A,W Collum,5,12,3,6,7,8,2,5,3,0,0,1
111,SC0,24/12/16,Rangers,Inverness C,1,0,H,1,0,H,D Robertson,11,11,5,3,16,15,4,4,1,3,0,0
112,SC0,27/12/16,Aberdeen,Hamilton,2,1,H,1,1,D,A Dallas,17,7,7,6,9,19,16,6,2,3,0,1
