,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
15,SC0,12/08/06,Kilmarnock,Dundee United,0,0,D,0,0,D,S Dougal,15,8,8,1,11,10,4,3,1,3,0,1
16,SC0,12/08/06,Motherwell,Aberdeen,0,2,A,0,1,A,S Conroy,11,7,3,4,12,11,6,2,2,1,0,0
17,SC0,13/08/06,Dunfermline,Rangers,1,1,D,0,0,D,C Richmond,6,14,2,7,11,11,2,5,2,0,0,0
18,SC0,19/08/06,Dundee United,Dunfermline,0,0,D,0,0,D,M Tumilty,9,5,3,1,10,11,6,4,0,4,0,0
19,SC0,19/08/06,Falkirk,Kilmarnock,1,2,A,1,1,D,C Murray,17,5,8,4,6,16,11,8,0,1,0,0
20,SC0,19/08/06,Hibernian,Motherwell,3,1,H,1,0,H,D McDonald,13,5,7,2,14,13,8,2,0,1,0,0
21,SC0,19/08/06,Rangers,Hearts,2,0,H,0,0,D,K Clark,17,5,10,2,17,19,7,8,1,4,0,1
22,SC0,19/08/06,St Mirren,Aberdeen,1,1,D,0,1,A,M McCurry,13,6,3,3,6,11,6,3,1,1,0,0
23,SC0,20/08/06,Inverness C,Celtic,1,1,D,0,1,A,C Thomson,9,10,4,5,15,5,5,6,4,0,0,0
24,SC0,26/08/06,Aberdeen,Dunfermline,1,0,H,0,0,D,E Smith,9,3,6,2,10,15,7,3,3,4,0,0
25,SC0,26/08/06,Celtic,Hibernian,2,1,H,0,1,A,C Richmond,12,8,7,3,14,16,5,3,1,2,0,0
26,SC0,26/08/06,Falkirk,Motherwell,0,1,A,0,0,D,C MacKay,4,10,2,2,17,19,9,5,0,2,1,0
27,SC0,26/08/06,Hearts,Inverness C,4,1,H,2,1,H,S Conroy,14,15,9,7,12,17,3,11,0,0,0,0
28,SC0,26/08/06,St Mirren,Dundee United,1,3,A,0,2,A,I Brines,14,13,3,6,9,13,8,3,1,3,0,1
29,SC0,27/08/06,Kilmarnock,Rangers,2,2,D,0,1,A,A Freeland,6,19,4,11,14,15,5,8,1,0,0,0
30,SC0,09/09/06,Aberdeen,Celtic,0,1,A,0,0,D,M McCurry,2,8,2,5,10,12,4,4,2,3,0,0
31,SC0,09/09/06,Dunfermline,Kilmarnock,3,2,H,1,1,D,K Clark,8,6,5,3,18,14,5,5,3,0,0,0
32,SC0,09/09/06,Hearts,St Mirren,0,1,A,0,0,D,D McDonald,14,9,5,3,11,23,11,2,1,4,0,0
33,SC0,09/09/06,Motherwell,Inverness C,1,4,A,0,1,A,W Collum,9,7,5,5,15,20,4,6,2,2,0,0
34,SC0,09/09/06,Rangers,Falkirk,4,0,H,2,0,H,S Dougal,16,9,7,1,9,14,5,3,1,3,0,0
35,SC0,10/09/06,Dundee United,Hibernian,0,3,A,0,0,D,C Thomson,11,19,3,13,13,14,3,11,2,2,0,0
36,SC0,16/09/06,Celtic,Dunfermline,1,0,H,1,0,H,E Smith,21,6,11,2,3,14,9,2,0,0,0,0
37,SC0,16/09/06,Falkirk,Aberdeen,0,2,A,0,0,D,B Winter,10,10,2,3,12,9,6,3,2,0,0,0
38,SC0,16/09/06,Inverness C,Dundee United,0,0,D,0,0,D,K Clark,14,6,7,3,15,15,4,4,1,1,0,0
39,SC0,16/09/06,St Mirren,Kilmarnock,0,1,A,0,0,D,C Murray,6,9,3,3,15,15,5,6,2,3,0,0
40,SC0,17/09/06,Hibernian,Rangers,2,1,H,1,0,H,J Underhill,11,7,7,2,13,21,5,2,3,4,1,1
41,SC0,17/09/06,Motherwell,Hearts,0,1,A,0,0,D,I Brines,8,8,4,2,13,15,5,2,2,1,0,0
42,SC0,23/09/06,Celtic,Rangers,2,0,H,1,0,H,D McDonald,10,7,7,2,17,11,8,3,1,2,0,0
43,SC0,23/09/06,Dundee United,Motherwell,1,1,D,0,0,D,S Conroy,13,6,6,1,7,8,9,2,1,1,0,0
44,SC0,23/09/06,Dunfermline,St Mirren,2,1,H,0,1,A,C MacKay,11,8,6,3,14,14,2,4,2,1,0,0
45,SC0,23/09/06,Hibernian,Falkirk,0,1,A,0,1,A,A Freeland,9,10,4,6,21,17,11,3,3,3,1,1
46,SC0,23/09/06,Kilmarnock,Inverness C,1,1,D,1,1,D,M McCurry,9,10,5,5,8,14,8,11,0,3,0,0
47,SC0,24/09/06,Aberdeen,Hearts,1,3,A,0,0,D,S Dougal,12,11,5,7,15,16,5,2,2,4,0,1
48,SC0,30/09/06,Inverness C,Dunfermline,1,0,H,0,0,D,C Murray,13,5,8,3,6,12,4,6,1,2,0,0
49,SC0,30/09/06,Motherwell,Kilmarnock,5,0,H,3,0,H,C Thomson,14,7,9,1,15,14,10,6,1,3,0,0
50,SC0,30/09/06,St Mirren,Hibernian,1,0,H,1,0,H,S Dougal,4,10,2,1,17,15,3,6,1,2,0,0
51,SC0,01/10/06,Falkirk,Celtic,0,1,A,0,0,D,I Brines,15,10,6,2,12,12,6,6,2,1,0,0
52,SC0,01/10/06,Hearts,Dundee United,4,0,H,2,0,H,E Smith,12,11,5,3,15,14,4,5,0,1,0,0
53,SC0,01/10/06,Rangers,Aberdeen,1,0,H,0,0,D,C Richmond,18,4,8,2,11,19,4,1,2,2,0,0
54,SC0,14/10/06,Dundee United,Celtic,1,4,A,1,1,D,M McCurry,10,17,3,10,12,5,1,6,1,0,0,0
55,SC0,14/10/06,Falkirk,St Mirren,1,1,D,0,0,D,W Collum,12,9,4,2,13,8,4,5,3,0,0,0
56,SC0,14/10/06,Kilmarnock,Aberdeen,1,0,H,0,0,D,S Conroy,17,8,8,2,8,15,7,7,1,2,0,0
57,SC0,14/10/06,Motherwell,Dunfermline,2,1,H,0,0,D,D McDonald,13,5,6,1,7,18,7,6,1,3,0,0
58,SC0,14/10/06,Rangers,Inverness C,0,1,A,0,0,D,I Brines,18,6,6,5,12,9,8,0,2,2,0,0
59,SC0,15/10/06,Hibernian,Hearts,2,2,D,2,1,H,C Richmond,12,9,5,5,23,24,7,3,5,4,0,1
60,SC0,21/10/06,Aberdeen,Dundee United,3,1,H,1,0,H,C Thomson,13,2,7,1,14,11,10,4,4,1,0,0
61,SC0,21/10/06,Celtic,Motherwell,2,1,H,1,0,H,A Freeland,8,9,4,2,10,14,8,4,0,0,0,0
62,SC0,21/10/06,Hearts,Kilmarnock,0,2,A,0,2,A,K Clark,9,9,5,4,14,15,7,4,4,3,0,0
63,SC0,21/10/06,Inverness C,Falkirk,3,2,H,0,1,A,S Dougal,12,4,6,2,10,7,5,3,2,2,0,0
64,SC0,22/10/06,St Mirren,Rangers,2,3,A,1,2,A,C Murray,3,7,3,5,13,11,2,4,1,1,0,0
65,SC0,23/10/06,Dunfermline,Hibernian,0,4,A,0,1,A,M McCurry,4,16,2,9,10,7,3,6,1,0,0,0
66,SC0,28/10/06,Falkirk,Dundee United,5,1,H,2,0,H,D McDonald,8,10,4,0,11,16,5,3,0,3,0,1
67,SC0,28/10/06,Hearts,Dunfermline,1,1,D,1,0,H,B Winter,13,9,7,4,19,17,15,5,2,2,0,0
68,SC0,28/10/06,Rangers,Motherwell,1,1,D,1,0,H,C Richmond,17,5,13,1,14,16,13,0,0,3,0,0
69,SC0,28/10/06,St Mirren,Inverness C,1,1,D,0,1,A,M Tumilty,10,8,5,2,12,19,9,2,1,5,0,0
70,SC0,29/10/06,Kilmarnock,Celtic,1,2,A,0,0,D,J Underhill,6,11,3,5,14,11,2,5,1,2,0,0
71,SC0,30/10/06,Aberdeen,Hibernian,2,1,H,0,0,D,K Clark,10,6,4,4,20,19,2,2,3,6,0,1
72,SC0,04/11/06,Celtic,Hearts,2,1,H,0,0,D,C Thomson,12,11,6,3,11,19,3,5,1,2,0,0
73,SC0,04/11/06,Dunfermline,Falkirk,0,3,A,0,1,A,I Brines,7,10,3,5,15,9,5,4,4,2,0,0
74,SC0,04/11/06,Hibernian,Kilmarnock,2,2,D,0,0,D,C Richmond,7,2,5,1,17,18,5,5,1,2,0,0
75,SC0,04/11/06,Motherwell,St Mirren,0,0,D,0,0,D,C McKay,10,12,3,5,13,10,4,7,2,0,0,0
76,SC0,05/11/06,Dundee United,Rangers,2,1,H,0,0,D,K Clarke,14,10,7,3,13,15,8,4,1,1,0,0
77,SC0,06/11/06,Inverness C,Aberdeen,1,1,D,0,0,D,D McDonald,9,12,6,4,16,15,7,6,1,2,0,0
78,SC0,11/11/06,Aberdeen,Motherwell,2,1,H,0,0,D,C Richmond,10,3,3,1,9,8,10,0,0,3,0,0
79,SC0,11/11/06,Dundee United,Kilmarnock,1,0,H,0,0,D,W Collum,11,7,4,1,18,11,5,7,2,1,0,0
80,SC0,11/11/06,Hibernian,Inverness C,2,0,H,0,0,D,J Underhill,12,8,7,6,6,16,7,5,0,1,0,1
81,SC0,11/11/06,Rangers,Dunfermline,2,0,H,0,0,D,S Conroy,16,6,8,2,9,17,13,4,1,2,0,0
82,SC0,12/11/06,St Mirren,Celtic,1,3,A,0,2,A,S Dougal,7,11,3,4,12,13,4,1,2,0,0,0
83,SC0,13/11/06,Falkirk,Hearts,1,1,D,0,0,D,M McCurry,11,11,9,5,10,21,3,4,1,2,0,0
84,SC0,18/11/06,Aberdeen,St Mirren,2,0,H,0,0,D,E Smith,9,3,7,2,9,12,9,4,0,1,0,0
85,SC0,18/11/06,Celtic,Inverness C,3,0,H,1,0,H,K Clarke,16,6,8,3,4,16,12,8,0,1,0,0
86,SC0,18/11/06,Dunfermline,Dundee United,2,1,H,0,0,D,A Freeland,9,9,4,2,12,12,4,6,1,0,0,0
87,SC0,18/11/06,Kilmarnock,Falkirk,2,1,H,0,1,A,C Richmond,3,12,1,5,18,17,6,8,2,5,1,0
88,SC0,18/11/06,Motherwell,Hibernian,1,6,A,0,4,A,I Brines,12,18,4,10,13,16,8,5,2,1,0,0
89,SC0,19/11/06,Hearts,Rangers,0,1,A,0,0,D,D McDonald,9,8,2,3,14,12,7,10,2,5,0,0
90,SC0,25/11/06,Dunfermline,Aberdeen,0,3,A,0,0,D,M Tumilty,12,7,3,6,16,13,3,5,2,0,0,0
91,SC0,25/11/06,Inverness C,Hearts,0,0,D,0,0,D,I Brines,10,8,2,4,14,15,4,4,2,2,0,0
92,SC0,25/11/06,Motherwell,Falkirk,4,2,H,1,1,D,C Thomson,9,6,2,3,18,10,2,5,4,5,0,1
93,SC0,26/11/06,Dundee United,St Mirren,1,0,H,0,0,D,B Winter,8,7,4,4,14,10,6,6,1,1,0,0
94,SC0,26/11/06,Hibernian,Celtic,2,2,D,1,0,H,M McCurry,12,6,6,6,15,15,7,7,4,3,0,0
95,SC0,26/11/06,Rangers,Kilmarnock,3,0,H,2,0,H,K Clarke,20,3,13,0,12,13,6,5,0,0,0,0
96,SC0,02/12/06,Celtic,Aberdeen,1,0,H,0,0,D,D McDonald,14,3,7,3,7,12,7,1,1,1,0,0
97,SC0,02/12/06,Hibernian,Dundee United,2,1,H,1,1,D,S Conroy,12,6,5,3,15,16,4,3,1,3,0,0
98,SC0,02/12/06,Inverness C,Motherwell,0,1,A,0,0,D,E Smith,5,5,5,1,13,14,5,2,3,1,1,0
99,SC0,02/12/06,Kilmarnock,Dunfermline,5,1,H,4,1,H,J Underhill,9,4,4,3,6,17,5,3,0,3,0,1
100,SC0,02/12/06,St Mirren,Hearts,2,2,D,2,1,H,C Richmond,11,12,6,8,16,15,3,5,3,4,0,1
101,SC0,03/12/06,Falkirk,Rangers,1,0,H,1,0,H,S Dougal,10,15,4,7,8,12,3,13,1,3,0,0
102,SC0,09/12/06,Aberdeen,Falkirk,2,1,H,2,0,H,J Underhill,12,13,4,5,11,16,1,5,1,1,0,0
103,SC0,09/12/06,Dundee United,Inverness C,3,1,H,1,1,D,S Dougal,16,6,11,4,18,20,6,1,3,4,0,0
104,SC0,09/12/06,Hearts,Motherwell,4,1,H,1,1,D,C MacKay,20,5,9,1,20,18,5,9,2,2,0,0
105,SC0,09/12/06,Kilmarnock,St Mirren,1,1,D,0,0,D,M McCurry,9,3,5,2,12,11,3,2,0,1,0,0
106,SC0,09/12/06,Rangers,Hibernian,3,0,H,3,0,H,I Brines,15,14,11,8,22,16,12,3,3,3,0,1
107,SC0,10/12/06,Dunfermline,Celtic,1,2,A,0,0,D,C Thomson,3,10,1,4,18,3,3,5,1,0,0,0
108,SC0,16/12/06,Falkirk,Hibernian,2,1,H,2,0,H,C Richmond,13,19,3,9,16,20,1,6,2,4,0,0
109,SC0,16/12/06,Hearts,Aberdeen,0,1,A,0,0,D,S Dougal,9,5,2,2,16,15,2,6,1,2,0,0
110,SC0,16/12/06,Inverness C,Kilmarnock,3,4,A,3,2,H,J Underhill,9,7,5,3,11,7,6,2,2,2,0,0
111,SC0,16/12/06,Motherwell,Dundee United,2,3,A,0,2,A,M McCurry,9,5,5,4,7,16,6,5,1,1,0,1
112,SC0,16/12/06,St Mirren,Dunfermline,0,0,D,0,0,D,S Finnie,9,10,5,5,14,22,7,7,0,3,0,0
113,SC0,17/12/06,Rangers,Celtic,1,1,D,0,1,A,K Clarke,21,9,12,6,15,14,9,1,1,2,0,0
114,SC0,23/12/06,Aberdeen,Rangers,1,2,A,0,2,A,D McDonald,11,12,4,8,15,20,1,5,3,0,0,0
115,SC0,23/12/06,Celtic,Falkirk,1,0,H,1,0,H,I Brines,10,12,6,6,14,9,2,4,3,4,1,0
116,SC0,23/12/06,Dundee United,Hearts,0,1,A,0,0,D,C Richmond,12,9,6,4,20,23,8,1,2,4,0,0
117,SC0,23/12/06,Dunfermline,Inverness C,0,0,D,0,0,D,W Collum,5,3,1,1,13,13,5,7,5,3,1,0
118,SC0,23/12/06,Hibernian,St Mirren,5,1,H,2,1,H,C Thomson,17,4,11,2,16,10,6,1,0,1,0,0
119,SC0,23/12/06,Kilmarnock,Motherwell,1,2,A,1,2,A,B Winter,10,7,2,4,17,13,9,2,1,3,1,2
120,SC0,26/12/06,Aberdeen,Kilmarnock,3,1,H,2,0,H,W Collum,14,2,8,1,9,20,7,3,1,3,0,0
121,SC0,26/12/06,Celtic,Dundee United,2,2,D,0,1,A,B Winter,9,8,4,2,10,16,10,1,0,3,0,0
122,SC0,26/12/06,Dunfermline,Motherwell,0,2,A,0,1,A,B Winter,9,8,4,2,10,16,10,1,0,3,0,0
123,SC0,26/12/06,Hearts,Hibernian,3,2,H,1,0,H,M McCurry,10,10,8,5,18,21,4,4,2,4,0,1
124,SC0,26/12/06,St Mirren,Falkirk,1,0,H,0,0,D,S Conroy,4,12,2,6,15,11,4,9,1,2,0,0
125,SC0,27/12/06,Inverness C,Rangers,2,1,H,1,1,D,C Thomson,15,12,8,4,15,9,6,4,2,2,0,0
126,SC0,30/12/06,Dundee United,Aberdeen,3,1,H,0,0,D,J Underhill,11,6,5,4,14,10,5,4,3,2,0,1
127,SC0,30/12/06,Falkirk,Inverness C,3,1,H,3,0,H,M Tumilty,14,3,6,2,6,16,3,5,1,3,0,1
128,SC0,30/12/06,Hibernian,Dunfermline,2,0,H,0,0,D,I Brines,18,3,3,1,7,26,3,1,0,4,0,0
129,SC0,30/12/06,Kilmarnock,Hearts,0,0,D,0,0,D,D McDonald,12,17,3,6,20,11,4,9,1,1,0,0
130,SC0,30/12/06,Motherwell,Celtic,1,1,D,0,1,A,C Richmond,10,12,7,5,11,9,4,4,0,1,0,0
131,SC0,30/12/06,Rangers,St Mirren,1,1,D,1,1,D,E Smith,12,8,6,4,15,11,10,0,1,1,0,0
132,SC0,01/01/07,Dundee United,Falkirk,1,5,A,1,2,A,D McDonald,12,8,5,8,12,10,6,3,1,1,0,0
133,SC0,01/01/07,Inverness C,St Mirren,2,1,H,2,0,H,A Freeland,8,5,5,4,13,7,5,5,2,0,0,0
134,SC0,02/01/07,Celtic,Kilmarnock,2,0,H,1,0,H,S Conroy,17,7,6,1,8,14,7,7,0,1,0,0
135,SC0,02/01/07,Dunfermline,Hearts,0,1,A,0,1,A,C Thomson,7,12,3,5,11,9,3,13,2,0,0,0
136,SC0,02/01/07,Hibernian,Aberdeen,0,0,D,0,0,D,B Winter,13,5,5,4,19,18,4,3,2,1,0,0
137,SC0,02/01/07,Motherwell,Rangers,0,1,A,0,0,D,M McCurry,11,11,8,6,13,10,5,6,0,0,1,1
138,SC0,13/01/07,Aberdeen,Inverness C,1,1,D,0,0,D,M McCurry,5,10,2,3,14,15,3,5,1,0,0,0
139,SC0,13/01/07,Falkirk,Dunfermline,1,0,H,0,0,D,E Smith,6,4,5,1,13,14,2,6,0,4,0,0
140,SC0,13/01/07,Rangers,Dundee United,5,0,H,2,0,H,C MacKay,12,6,7,3,9,17,6,4,1,1,0,0
141,SC0,14/01/07,Hearts,Celtic,1,2,A,1,0,H,K Clarke,11,11,7,9,10,27,6,3,1,1,0,0
142,SC0,15/01/07,Kilmarnock,Hibernian,0,2,A,0,0,D,C Richmond,9,12,4,6,19,21,4,5,3,5,1,0
143,SC0,20/01/07,Celtic,St Mirren,5,1,H,1,0,H,C Thomson,13,4,6,2,4,9,6,0,0,1,0,0
144,SC0,20/01/07,Hearts,Falkirk,1,0,H,0,0,D,S Conroy,13,10,5,4,10,12,0,5,2,1,0,1
145,SC0,20/01/07,Kilmarnock,Dundee United,1,0,H,0,0,D,M Tumilty,9,6,4,4,18,20,6,3,0,2,0,0
146,SC0,21/01/07,Dunfermline,Rangers,0,1,A,0,1,A,J Underhill,6,14,4,9,9,8,7,6,4,3,0,0
147,SC0,21/01/07,Inverness C,Hibernian,3,0,H,3,0,H,W Collum,12,4,7,1,12,10,3,4,0,3,0,0
148,SC0,27/01/07,Dundee United,Dunfermline,0,0,D,0,0,D,D McDonald,13,4,5,0,17,17,4,3,2,3,0,0
149,SC0,27/01/07,Falkirk,Kilmarnock,0,2,A,0,2,A,C Thomson,5,10,3,4,5,13,5,3,0,3,0,0
150,SC0,27/01/07,Hibernian,Motherwell,2,0,H,0,0,D,M McCurry,10,2,7,1,14,14,4,4,0,0,0,0
151,SC0,27/01/07,Rangers,Hearts,0,0,D,0,0,D,C Richmond,10,9,5,3,15,18,11,3,1,1,0,0
152,SC0,27/01/07,St Mirren,Aberdeen,0,2,A,0,2,A,K Clarke,2,8,0,5,10,12,5,5,0,1,0,0
153,SC0,28/01/07,Inverness C,Celtic,1,2,A,0,1,A,I Brines,11,10,6,4,10,11,5,6,0,2,0,1
154,SC0,10/02/07,Aberdeen,Dunfermline,3,0,H,1,0,H,B Winter,7,5,3,2,10,7,0,3,0,1,0,0
155,SC0,10/02/07,Celtic,Hibernian,1,0,H,0,0,D,S Dougal,8,4,3,2,11,13,7,5,1,1,0,1
156,SC0,10/02/07,Falkirk,Motherwell,1,2,A,0,0,D,C Thomas,12,7,3,3,16,10,5,3,3,2,0,0
157,SC0,10/02/07,Hearts,Inverness C,1,0,H,0,0,D,E Smith,3,6,1,2,12,10,4,7,1,1,0,0
158,SC0,10/02/07,St Mirren,Dundee United,0,1,A,0,0,D,M McCurry,7,13,1,6,10,16,3,2,2,1,0,0
159,SC0,11/02/07,Kilmarnock,Rangers,1,3,A,0,2,A,D McDonald,8,11,4,5,13,16,4,3,3,2,0,0
160,SC0,17/02/07,Aberdeen,Celtic,1,2,A,0,2,A,C Thomson,13,7,8,5,10,14,9,4,3,1,0,0
161,SC0,17/02/07,Dunfermline,Kilmarnock,1,1,D,1,1,D,D Sommers,16,6,5,4,13,21,9,5,1,4,0,1
162,SC0,17/02/07,Hearts,St Mirren,1,1,D,0,1,A,D McDonald,12,3,7,3,24,19,12,3,2,2,0,0
163,SC0,17/02/07,Motherwell,Inverness C,1,0,H,1,0,H,M Tumilty,10,10,5,6,19,16,11,1,2,1,0,0
164,SC0,18/02/07,Dundee United,Hibernian,0,0,D,0,0,D,K Clarke,9,6,2,0,18,18,3,6,1,2,0,0
165,SC0,18/02/07,Rangers,Falkirk,2,1,H,1,0,H,S Dougal,11,8,7,5,11,20,2,2,2,4,0,1
166,SC0,20/02/07,St Mirren,Motherwell,0,0,D,0,0,D,I Brines,11,4,3,2,15,15,5,2,2,1,0,0
167,SC0,03/03/07,Celtic,Dunfermline,2,1,H,1,0,H,S Conroy,12,3,6,2,7,22,7,1,1,2,0,0
168,SC0,03/03/07,Falkirk,Aberdeen,1,2,A,0,1,A,I Brines,17,4,9,2,15,13,6,3,2,3,0,0
169,SC0,03/03/07,Inverness C,Dundee United,1,0,H,0,0,D,S Finnie,8,11,4,3,11,18,2,7,2,1,1,0
170,SC0,03/03/07,St Mirren,Kilmarnock,0,2,A,0,0,D,W Collum,6,8,3,5,10,12,7,6,2,3,0,0
171,SC0,04/03/07,Hibernian,Rangers,0,2,A,0,1,A,C Richmond,10,8,2,5,14,18,6,4,3,3,0,0
172,SC0,05/03/07,Motherwell,Hearts,0,2,A,0,1,A,S Dougal,9,9,7,4,15,23,10,4,4,4,0,0
173,SC0,10/03/07,Aberdeen,Hearts,1,0,H,1,0,H,S Conroy,7,4,4,1,8,23,0,2,0,5,0,1
174,SC0,10/03/07,Dundee United,Motherwell,1,1,D,1,1,D,D McDonald,11,7,7,3,16,15,9,3,3,2,0,1
175,SC0,10/03/07,Dunfermline,St Mirren,0,0,D,0,0,D,C Richmond,11,6,6,1,23,13,8,3,5,4,0,0
176,SC0,10/03/07,Hibernian,Falkirk,2,0,H,0,0,D,C Thomson,14,6,6,1,22,10,7,1,1,2,0,1
177,SC0,10/03/07,Kilmarnock,Inverness C,3,2,H,3,1,H,A Freeland,13,9,6,4,15,16,5,9,2,3,0,0
178,SC0,11/03/07,Celtic,Rangers,0,1,A,0,0,D,S Dougal,15,4,3,3,14,15,4,4,2,3,0,0
179,SC0,13/03/07,Motherwell,Aberdeen,0,2,A,0,1,A,D McDonald,5,5,3,4,10,18,9,5,0,2,0,0
180,SC0,17/03/07,Hearts,Dundee United,0,4,A,0,0,D,C MacKay,12,14,2,9,14,18,9,4,1,1,1,1
181,SC0,17/03/07,Inverness C,Dunfermline,1,3,A,1,0,H,C MacKay,12,14,2,9,14,18,9,4,1,1,1,1
182,SC0,17/03/07,Rangers,Aberdeen,3,0,H,3,0,H,M McCurry,11,8,7,3,15,9,4,2,0,2,0,0
183,SC0,18/03/07,Falkirk,Celtic,1,0,H,1,0,H,J Underhill,10,14,4,5,11,16,1,8,3,4,1,1
184,SC0,31/03/07,Dundee United,Celtic,1,1,D,0,0,D,I Brines,15,8,9,3,11,15,2,5,1,3,1,0
185,SC0,31/03/07,Falkirk,St Mirren,2,0,H,2,0,H,D Somers,7,6,4,3,17,14,2,3,1,2,0,0
186,SC0,31/03/07,Kilmarnock,Aberdeen,1,2,A,0,0,D,B Winter,12,3,7,2,8,13,4,2,2,1,0,0
187,SC0,31/03/07,Motherwell,Dunfermline,2,0,H,0,0,D,S Finnie,9,8,5,3,19,23,7,3,3,4,0,0
188,SC0,31/03/07,Rangers,Inverness C,1,1,D,1,0,H,W Collum,20,7,4,3,14,7,15,3,2,1,0,1
189,SC0,01/04/07,Hibernian,Hearts,0,1,A,0,0,D,K Clarke,15,6,5,3,17,26,4,1,1,5,0,0
190,SC0,03/04/07,Motherwell,Kilmarnock,0,1,A,0,0,D,K Clarke,13,6,5,5,17,20,8,4,1,1,0,0
191,SC0,04/04/07,St Mirren,Hibernian,1,1,D,0,1,A,I Brines,8,9,2,5,15,23,7,2,0,4,0,0
192,SC0,07/04/07,Aberdeen,Dundee United,2,4,A,2,3,A,M Tumilty,8,5,5,4,12,18,5,2,2,3,0,0
193,SC0,07/04/07,Celtic,Motherwell,1,0,H,0,0,D,E Smith,12,13,2,7,12,11,5,9,1,2,0,0
194,SC0,07/04/07,Dunfermline,Hibernian,1,0,H,0,0,D,C MacKay,13,5,5,2,7,16,4,8,1,2,0,0
195,SC0,07/04/07,Hearts,Kilmarnock,1,0,H,0,0,D,M Ritchie,16,9,5,4,15,14,9,6,0,1,1,0
196,SC0,07/04/07,Inverness C,Falkirk,1,1,D,0,0,D,C Allan,9,5,4,1,11,10,6,5,1,1,0,0
197,SC0,08/04/07,St Mirren,Rangers,0,1,A,0,1,A,C Richmond,8,5,2,2,12,20,1,2,1,2,0,0
198,SC0,21/04/07,Aberdeen,Hibernian,2,2,D,1,2,A,S Dougal,12,4,4,3,13,17,7,3,4,4,0,2
199,SC0,21/04/07,Dunfermline,Dundee United,1,0,H,1,0,H,A Freeland,8,8,4,2,14,23,3,3,0,2,0,0
200,SC0,21/04/07,Inverness C,Motherwell,2,0,H,2,0,H,C MacKay,9,4,6,3,14,13,3,4,1,1,0,0
201,SC0,21/04/07,Rangers,Hearts,2,1,H,0,1,A,I Brines,10,9,7,4,10,21,5,2,1,5,0,0
202,SC0,22/04/07,Kilmarnock,Celtic,1,2,A,0,1,A,C Thomson,11,15,6,7,15,14,4,11,2,2,0,0
203,SC0,23/04/07,Falkirk,St Mirren,0,2,A,0,1,A,D McDonald,6,9,1,4,17,15,3,11,3,2,1,0
204,SC0,28/04/07,Aberdeen,Kilmarnock,3,0,H,1,0,H,J Underhill,9,5,6,3,7,8,6,3,0,0,0,0
205,SC0,28/04/07,Dundee United,Inverness C,1,1,D,1,0,H,S Conroy,13,6,6,3,15,5,6,6,2,1,0,0
206,SC0,28/04/07,Hibernian,Rangers,3,3,D,2,1,H,C Richmond,9,8,5,4,20,17,7,3,2,2,1,0
207,SC0,28/04/07,Motherwell,Falkirk,3,3,D,2,0,H,W Collum,9,10,6,4,16,10,4,3,0,0,0,0
208,SC0,29/04/07,Celtic,Hearts,1,3,A,0,0,D,S Dougal,18,6,8,5,11,19,8,1,3,4,0,0
