,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR
137,SC0,30/12/00,St Johnstone,Hearts,2,2,D,2,1,H,5173,John Fleming,11.0,6.0,6.0,3.0,0.0,0.0,6.0,3.0,12.0,17.0,5,2,1,3,0,0
138,SC0,02/01/01,Aberdeen,Hearts,1,0,H,1,0,H,13524,John Rowbotham,25.0,13.0,8.0,2.0,1.0,1.0,11.0,6.0,13.0,15.0,5,0,1,1,0,0
139,SC0,02/01/01,Celtic,Kilmarnock,6,0,H,1,0,H,59380,David Somers,13.0,4.0,11.0,2.0,0.0,0.0,3.0,3.0,10.0,9.0,4,1,2,2,0,0
140,SC0,02/01/01,Dundee United,Motherwell,2,0,H,0,0,D,6311,Eric Martindale,16.0,5.0,4.0,2.0,2.0,0.0,6.0,3.0,13.0,17.0,1,3,2,2,0,0
141,SC0,02/01/01,Dunfermline,St Johnstone,0,0,D,0,0,D,6408,Willie Young,13.0,13.0,5.0,4.0,0.0,2.0,4.0,1.0,9.0,10.0,4,1,2,1,0,0
142,SC0,02/01/01,Hibernian,Dundee,3,0,H,2,0,H,12379,Michael McCurry,9.0,10.0,4.0,4.0,1.0,0.0,3.0,3.0,19.0,11.0,3,1,0,3,0,0
143,SC0,02/01/01,St Mirren,Rangers,1,3,A,1,2,A,8142,Douglas McDonald,5.0,22.0,3.0,12.0,0.0,1.0,4.0,12.0,12.0,13.0,0,1,1,0,0,0
144,SC0,30/01/01,Kilmarnock,Hibernian,1,1,D,0,0,D,6385,Michael McCurry,8.0,7.0,3.0,4.0,1.0,0.0,5.0,6.0,12.0,8.0,3,6,1,1,0,0
145,SC0,31/01/01,Dundee,Dundee United,2,3,A,1,1,D,11724,Willie Young,3.0,13.0,3.0,7.0,0.0,0.0,6.0,4.0,7.0,13.0,4,9,1,1,0,0
146,SC0,31/01/01,Hearts,St Mirren,1,0,H,0,0,D,10164,Stuart Dougal,17.0,9.0,8.0,3.0,1.0,0.0,11.0,2.0,10.0,11.0,4,1,1,1,0,0
147,SC0,31/01/01,Motherwell,Dunfermline,1,1,D,0,0,D,4601,Bobby Orr,12.0,8.0,6.0,3.0,1.0,1.0,9.0,3.0,9.0,17.0,4,0,2,2,0,0
148,SC0,31/01/01,Rangers,Aberdeen,1,0,H,1,0,H,45621,John Rowbotham,10.0,7.0,4.0,1.0,0.0,0.0,4.0,7.0,18.0,21.0,4,1,3,4,1,1
149,SC0,03/02/01,Dundee United,St Johnstone,1,1,D,1,0,H,6482,Douglas McDonald,12.0,10.0,8.0,7.0,0.0,0.0,2.0,7.0,12.0,15.0,3,6,2,3,0,0
150,SC0,03/02/01,Kilmarnock,Motherwell,1,2,A,0,1,A,6018,John Underhill,10.0,5.0,7.0,2.0,0.0,0.0,5.0,1.0,4.0,16.0,3,4,0,2,0,0
151,SC0,03/02/01,Rangers,Dunfermline,2,0,H,1,0,H,46302,Alan Freeland,17.0,3.0,9.0,1.0,2.0,0.0,5.0,4.0,12.0,19.0,2,2,2,2,0,0
152,SC0,03/02/01,St Mirren,Dundee,2,1,H,1,1,D,4197,David Somers,14.0,13.0,5.0,3.0,0.0,0.0,6.0,7.0,16.0,11.0,5,2,1,5,0,1
153,SC0,04/02/01,Hearts,Celtic,0,3,A,0,1,A,13077,Kenny Clark,6.0,12.0,2.0,8.0,0.0,0.0,5.0,5.0,20.0,18.0,2,0,3,2,0,0
154,SC0,10/02/01,Dunfermline,Dundee United,3,1,H,0,0,D,5180,Tom Brown,12.0,10.0,8.0,4.0,0.0,0.0,4.0,4.0,8.0,18.0,2,2,1,4,0,0
155,SC0,10/02/01,Hibernian,St Mirren,4,2,H,1,1,D,8872,Kevin Toner,19.0,6.0,8.0,2.0,0.0,0.0,5.0,2.0,12.0,9.0,5,3,0,1,0,0
156,SC0,10/02/01,Motherwell,Aberdeen,0,1,A,0,0,D,6680,Michael McCurry,16.0,18.0,8.0,12.0,0.0,0.0,9.0,12.0,23.0,17.0,4,0,2,2,0,0
157,SC0,11/02/01,Celtic,Rangers,1,0,H,1,0,H,59486,Hugh Dallas,12.0,7.0,6.0,3.0,0.0,0.0,11.0,5.0,20.0,22.0,0,2,1,2,0,1
158,SC0,11/02/01,St Johnstone,Kilmarnock,1,2,A,0,0,D,6627,John Rowbotham,9.0,9.0,5.0,4.0,1.0,0.0,6.0,3.0,14.0,13.0,2,6,2,3,0,0
159,SC0,21/02/01,Aberdeen,St Mirren,3,0,H,1,0,H,9946,George Clyde,17.0,8.0,9.0,4.0,1.0,0.0,3.0,4.0,14.0,12.0,1,2,0,2,0,0
160,SC0,21/02/01,Celtic,Motherwell,1,0,H,0,0,D,58880,John Rowbotham,13.0,2.0,5.0,2.0,2.0,0.0,7.0,0.0,8.0,22.0,0,4,0,4,0,0
161,SC0,21/02/01,Dundee,Dunfermline,0,1,A,0,1,A,6113,Tom Brown,9.0,5.0,5.0,4.0,0.0,0.0,7.0,5.0,8.0,14.0,4,8,0,1,0,0
162,SC0,24/02/01,Dundee,Rangers,0,1,A,0,0,D,9778,Hugh Dallas,10.0,10.0,4.0,5.0,1.0,0.0,4.0,6.0,16.0,12.0,2,5,1,2,0,0
163,SC0,24/02/01,Hearts,Dunfermline,7,1,H,4,0,H,11251,Alan Freeland,27.0,10.0,16.0,7.0,2.0,0.0,7.0,5.0,14.0,9.0,5,2,0,0,0,0
164,SC0,24/02/01,Kilmarnock,Dundee United,0,0,D,0,0,D,6227,Kenny Clark,3.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,9.0,16.0,6,6,1,2,0,0
165,SC0,24/02/01,St Mirren,Motherwell,0,1,A,0,0,D,4044,Douglas McDonald,16.0,13.0,7.0,6.0,0.0,0.0,5.0,3.0,6.0,16.0,2,4,0,4,0,0
166,SC0,25/02/01,Celtic,Hibernian,1,1,D,1,0,H,60063,Stuart Dougal,14.0,6.0,6.0,3.0,0.0,0.0,11.0,6.0,9.0,18.0,4,1,1,3,0,0
167,SC0,03/03/01,Dundee United,St Mirren,4,0,H,2,0,H,8334,Michael McCurry,15.0,7.0,8.0,4.0,0.0,0.0,2.0,2.0,15.0,14.0,0,5,1,2,0,0
168,SC0,03/03/01,Kilmarnock,Aberdeen,0,0,D,0,0,D,6580,John Underhill,17.0,6.0,13.0,3.0,1.0,0.0,6.0,4.0,6.0,16.0,8,6,0,2,0,0
169,SC0,03/03/01,Rangers,Hearts,2,0,H,1,0,H,49003,Willie Young,12.0,8.0,7.0,4.0,0.0,0.0,5.0,4.0,12.0,18.0,2,1,1,1,0,1
170,SC0,03/03/01,St Johnstone,Dundee,2,3,A,1,0,H,5064,Eric Martindale,10.0,11.0,3.0,4.0,0.0,0.0,3.0,3.0,15.0,11.0,3,8,3,2,1,0
171,SC0,04/03/01,Dunfermline,Celtic,0,3,A,0,2,A,9096,Hugh Dallas,4.0,13.0,2.0,4.0,0.0,0.0,1.0,13.0,18.0,6.0,2,1,2,0,0,0
172,SC0,04/03/01,Hibernian,Motherwell,1,1,D,0,0,D,8252,Kenny Clark,9.0,14.0,4.0,4.0,0.0,0.0,2.0,9.0,21.0,20.0,0,3,1,5,0,0
173,SC0,13/03/01,Aberdeen,Hibernian,1,0,H,1,0,H,9357,Willie Young,14.0,11.0,8.0,4.0,0.0,0.0,5.0,4.0,9.0,12.0,2,3,0,2,0,0
174,SC0,14/03/01,Hearts,Kilmarnock,3,0,H,0,0,D,9195,Gary Mitchell,10.0,5.0,8.0,2.0,0.0,0.0,6.0,7.0,13.0,10.0,6,4,0,1,0,1
175,SC0,14/03/01,Rangers,Dundee,0,2,A,0,1,A,45035,John Rowbotham,17.0,8.0,6.0,5.0,0.0,0.0,8.0,3.0,19.0,14.0,4,1,3,2,1,0
176,SC0,14/03/01,St Johnstone,Celtic,1,2,A,1,1,D,8991,John Underhill,6.0,12.0,3.0,7.0,0.0,0.0,5.0,7.0,13.0,13.0,2,2,1,0,0,0
177,SC0,17/03/01,Dundee United,Aberdeen,1,1,D,1,1,D,8472,John Rowbotham,5.0,5.0,4.0,3.0,0.0,0.0,9.0,4.0,20.0,13.0,3,0,0,1,0,0
178,SC0,17/03/01,Dunfermline,Hibernian,2,1,H,1,0,H,7547,John Underhill,11.0,10.0,4.0,3.0,1.0,1.0,4.0,7.0,16.0,15.0,2,3,2,1,0,0
179,SC0,17/03/01,Motherwell,Rangers,1,2,A,1,0,H,11208,Alan Freeland,9.0,12.0,5.0,3.0,1.0,0.0,7.0,6.0,19.0,8.0,2,0,1,1,0,0
180,SC0,17/03/01,St Mirren,St Johnstone,1,0,H,1,0,H,4565,Stuart Dougal,10.0,10.0,4.0,7.0,0.0,0.0,3.0,5.0,10.0,8.0,1,0,0,2,0,0
181,SC0,18/03/01,Dundee,Hearts,0,0,D,0,0,D,7327,Bobby Orr,7.0,7.0,4.0,2.0,0.0,0.0,7.0,2.0,12.0,16.0,8,6,0,0,0,0
182,SC0,27/03/01,Aberdeen,St Johnstone,3,3,D,2,1,H,8537,Gary Mitchell,9.0,9.0,6.0,5.0,0.0,0.0,3.0,8.0,13.0,13.0,5,2,3,2,0,0
183,SC0,31/03/01,Dundee,Kilmarnock,2,2,D,1,1,D,6719,Tom Brown,10.0,7.0,5.0,4.0,0.0,0.0,4.0,1.0,12.0,12.0,9,7,1,2,0,1
184,SC0,31/03/01,Hearts,Motherwell,3,0,H,1,0,H,11581,David Somers,15.0,7.0,9.0,2.0,0.0,1.0,4.0,8.0,14.0,21.0,4,5,0,3,0,0
185,SC0,31/03/01,Rangers,Dundee United,0,2,A,0,0,D,48382,Willie Young,17.0,11.0,8.0,7.0,1.0,0.0,10.0,7.0,13.0,11.0,5,1,1,2,0,0
186,SC0,31/03/01,St Mirren,Dunfermline,1,1,D,0,1,A,5371,Michael McCurry,12.0,14.0,4.0,7.0,0.0,0.0,7.0,6.0,14.0,18.0,1,0,1,1,0,0
187,SC0,01/04/01,Aberdeen,Celtic,0,1,A,0,0,D,16067,Kenny Clark,5.0,19.0,2.0,7.0,0.0,1.0,4.0,2.0,17.0,10.0,0,6,1,1,0,0
188,SC0,01/04/01,St Johnstone,Hibernian,2,0,H,0,0,D,6500,Hugh Dallas,19.0,14.0,10.0,5.0,0.0,1.0,3.0,2.0,14.0,14.0,3,4,1,2,0,0
189,SC0,04/04/01,Aberdeen,Dundee United,4,1,H,3,1,H,9962,John Fleming,10.0,14.0,5.0,6.0,0.0,1.0,2.0,9.0,14.0,11.0,5,2,1,3,0,0
190,SC0,04/04/01,Celtic,Dundee,2,1,H,1,0,H,59662,Douglas McDonald,13.0,9.0,5.0,6.0,1.0,0.0,5.0,5.0,9.0,11.0,4,2,1,3,0,1
191,SC0,07/04/01,Aberdeen,Dundee,0,2,A,0,0,D,11805,Kevin Toner,2.0,8.0,1.0,4.0,0.0,1.0,1.0,3.0,12.0,6.0,12,4,0,1,0,0
192,SC0,07/04/01,Celtic,St Mirren,1,0,H,1,0,H,60440,John Underhill,25.0,6.0,8.0,0.0,2.0,0.0,11.0,2.0,8.0,9.0,2,2,0,1,0,0
193,SC0,07/04/01,Dundee United,Hearts,1,1,D,1,0,H,7242,Alan Freeland,12.0,3.0,6.0,2.0,2.0,0.0,5.0,4.0,18.0,10.0,3,1,1,2,0,1
194,SC0,07/04/01,Kilmarnock,Dunfermline,2,1,H,1,0,H,6529,Bobby Orr,7.0,5.0,4.0,2.0,0.0,0.0,4.0,4.0,8.0,10.0,4,10,0,0,0,0
195,SC0,07/04/01,Motherwell,St Johnstone,1,0,H,1,0,H,4600,Douglas McDonald,15.0,16.0,6.0,4.0,0.0,0.0,4.0,4.0,18.0,14.0,4,1,0,0,0,0
196,SC0,08/04/01,Hibernian,Rangers,0,0,D,0,0,D,9625,John Rowbotham,10.0,10.0,4.0,3.0,0.0,1.0,2.0,6.0,13.0,24.0,0,4,4,3,0,0
197,SC0,11/04/01,Kilmarnock,Rangers,1,2,A,0,2,A,14385,Eric Martindale,8.0,8.0,3.0,5.0,1.0,0.0,3.0,7.0,10.0,20.0,3,10,1,4,0,0
198,SC0,21/04/01,Aberdeen,Dunfermline,1,0,H,1,0,H,8613,John Rowbotham,15.0,6.0,8.0,5.0,1.0,0.0,6.0,6.0,13.0,13.0,4,4,1,3,0,0
199,SC0,21/04/01,Dundee,Rangers,0,3,A,0,3,A,10687,Willie Young,8.0,11.0,5.0,7.0,0.0,0.0,3.0,3.0,7.0,12.0,3,3,0,0,0,0
200,SC0,21/04/01,Hibernian,Kilmarnock,1,1,D,1,1,D,8224,Kenny Clark,11.0,8.0,3.0,2.0,0.0,0.0,6.0,6.0,13.0,11.0,6,1,0,4,0,0
201,SC0,21/04/01,Motherwell,St Johnstone,0,1,A,0,0,D,3195,Kevin Toner,11.0,14.0,2.0,3.0,0.0,0.0,2.0,5.0,17.0,17.0,10,2,0,1,0,0
202,SC0,22/04/01,Celtic,Hearts,1,0,H,0,0,D,59298,Michael McCurry,22.0,6.0,9.0,3.0,1.0,0.0,12.0,1.0,6.0,11.0,4,1,0,1,0,0
203,SC0,23/04/01,St Mirren,Dundee United,2,1,H,0,0,D,6473,Hugh Dallas,13.0,11.0,8.0,5.0,0.0,0.0,7.0,5.0,14.0,17.0,1,1,1,1,0,0
204,SC0,27/04/01,Kilmarnock,Hearts,1,1,D,0,0,D,6867,Douglas McDonald,15.0,2.0,7.0,1.0,2.0,0.0,5.0,3.0,16.0,12.0,1,3,1,2,0,0
205,SC0,28/04/01,Dundee United,Motherwell,1,0,H,1,0,H,5928,John Underhill,10.0,2.0,5.0,0.0,0.0,0.0,6.0,3.0,11.0,18.0,3,4,1,3,0,1
206,SC0,28/04/01,Dunfermline,St Mirren,1,2,A,0,2,A,5058,Alan Freeland,18.0,11.0,6.0,6.0,3.0,1.0,5.0,6.0,13.0,9.0,1,1,2,3,0,0
207,SC0,28/04/01,St Johnstone,Aberdeen,0,3,A,0,2,A,3611,Michael McCurry,4.0,7.0,0.0,3.0,0.0,0.0,2.0,3.0,16.0,15.0,2,6,1,2,0,0
208,SC0,29/04/01,Dundee,Hibernian,0,2,A,0,0,D,6659,David Somers,10.0,8.0,2.0,5.0,0.0,0.0,5.0,2.0,12.0,17.0,5,3,1,1,0,0
209,SC0,29/04/01,Rangers,Celtic,0,3,A,0,0,D,50057,Stuart Dougal,13.0,7.0,4.0,6.0,0.0,0.0,3.0,3.0,18.0,19.0,1,3,3,1,0,0
210,SC0,05/05/01,Dundee,Kilmarnock,2,1,H,1,0,H,6261,Alan Freeland,11.0,7.0,5.0,1.0,0.0,0.0,8.0,0.0,7.0,11.0,4,7,1,3,0,0
211,SC0,05/05/01,Hearts,Rangers,1,4,A,0,1,A,15158,Hugh Dallas,12.0,24.0,5.0,12.0,0.0,2.0,6.0,5.0,11.0,18.0,2,4,1,1,1,1
212,SC0,05/05/01,Motherwell,Aberdeen,0,2,A,0,1,A,3905,I. M. Fyfe ,21.0,15.0,10.0,8.0,1.0,0.0,7.0,4.0,18.0,17.0,2,5,0,1,0,0
213,SC0,05/05/01,St Johnstone,St Mirren,2,2,D,1,2,A,4119,Douglas McDonald,19.0,9.0,7.0,6.0,1.0,0.0,7.0,2.0,18.0,9.0,3,5,4,2,0,1
214,SC0,06/05/01,Dundee United,Dunfermline,1,0,H,1,0,H,6679,Willie Young,11.0,6.0,7.0,2.0,1.0,0.0,6.0,2.0,14.0,16.0,2,1,1,0,0,0
215,SC0,06/05/01,Hibernian,Celtic,2,5,A,0,2,A,8728,John Rowbotham,16.0,11.0,8.0,10.0,1.0,0.0,0.0,8.0,9.0,16.0,1,1,2,1,0,1
216,SC0,12/05/01,Dunfermline,Motherwell,1,2,A,1,2,A,2610,John Underhill,10.0,10.0,1.0,5.0,1.0,0.0,5.0,2.0,10.0,13.0,3,4,0,0,1,0
217,SC0,12/05/01,Rangers,Kilmarnock,5,1,H,1,0,H,46577,Michael McCurry,16.0,7.0,11.0,4.0,0.0,0.0,5.0,6.0,5.0,5.0,5,1,0,1,0,0
218,SC0,12/05/01,St Johnstone,Dundee United,2,3,A,2,0,H,6748,Alan Freeland,4.0,8.0,3.0,5.0,0.0,0.0,4.0,4.0,15.0,13.0,3,4,3,2,1,0
219,SC0,12/05/01,St Mirren,Aberdeen,2,1,H,2,1,H,5780,Kenny Clark,16.0,5.0,11.0,1.0,0.0,0.0,3.0,2.0,10.0,14.0,5,2,0,0,0,1
220,SC0,13/05/01,Celtic,Dundee,0,2,A,0,2,A,59211,Tom Brown,15.0,5.0,5.0,3.0,0.0,0.0,15.0,2.0,13.0,13.0,5,1,1,3,0,1
221,SC0,13/05/01,Hibernian,Hearts,0,0,D,0,0,D,9000,Stuart Dougal,16.0,5.0,3.0,1.0,2.0,1.0,7.0,4.0,14.0,22.0,2,3,3,2,0,1
222,SC0,20/05/01,Aberdeen,Dundee United,1,2,A,0,2,A,11633,Stuart Dougal,11.0,12.0,5.0,6.0,0.0,1.0,6.0,4.0,4.0,17.0,2,5,1,3,0,0
223,SC0,20/05/01,Dunfermline,St Johnstone,0,0,D,0,0,D,4607,Hugh Dallas,9.0,5.0,3.0,0.0,2.0,0.0,2.0,5.0,10.0,17.0,2,2,3,1,0,0
224,SC0,20/05/01,Hearts,Dundee,2,0,H,0,0,D,13554,John Rowbotham,11.0,8.0,7.0,3.0,0.0,0.0,7.0,5.0,14.0,7.0,8,1,0,1,0,0
225,SC0,20/05/01,Kilmarnock,Celtic,1,0,H,0,0,D,12675,John Underhill,5.0,11.0,3.0,3.0,1.0,0.0,3.0,4.0,11.0,16.0,3,6,1,1,0,0
226,SC0,20/05/01,Motherwell,St Mirren,3,3,D,1,1,D,4158,Willie Young,19.0,12.0,8.0,7.0,1.0,0.0,7.0,2.0,13.0,3.0,4,2,1,0,0,1
227,SC0,20/05/01,Rangers,Hibernian,4,0,H,2,0,H,47023,Douglas McDonald,20.0,6.0,12.0,1.0,0.0,0.0,9.0,2.0,12.0,11.0,4,2,1,0,0,0
