,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
0,SC0,02/08/13,Partick,Dundee United,0,0,D,0,0,D,C Thomson,10,10,3,6,3,6,10,6,3,1,0,0
1,SC0,03/08/13,Aberdeen,Kilmarnock,2,1,H,1,0,H,J Beaton,4,3,2,0,9,4,6,1,1,2,0,0
2,SC0,03/08/13,Celtic,Ross County,2,1,H,1,1,D,W Collum,25,5,9,1,7,16,8,5,0,1,0,0
3,SC0,03/08/13,Inverness C,St Mirren,3,0,H,0,0,D,K Clancy,6,6,3,2,8,8,1,2,1,3,0,0
4,SC0,04/08/13,Hibernian,Motherwell,0,1,A,0,0,D,B Madden,8,11,3,4,9,10,5,5,1,2,0,0
5,SC0,04/08/13,St Johnstone,Hearts,1,0,H,1,0,H,S McLean,11,2,3,0,16,15,7,5,1,1,0,0
6,SC0,10/08/13,Dundee United,Inverness C,0,1,A,0,1,A,S McLean,4,13,2,2,11,9,0,4,2,3,0,0
7,SC0,10/08/13,Ross County,Partick,1,3,A,0,1,A,A Muir,13,13,3,10,8,7,6,6,1,0,0,0
8,SC0,11/08/13,Hearts,Hibernian,1,0,H,0,0,D,C Thomson,9,12,4,3,20,16,5,2,4,4,0,0
9,SC0,11/08/13,Kilmarnock,St Johnstone,0,0,D,0,0,D,W Collum,8,7,5,2,12,15,4,3,1,0,0,0
10,SC0,11/08/13,Motherwell,Aberdeen,1,3,A,1,0,H,K Clancy,4,9,2,3,16,15,3,4,5,2,0,0
11,SC0,16/08/13,Partick,Hearts,1,1,D,0,0,D,B Madden,15,11,5,4,10,10,4,4,1,1,0,0
12,SC0,17/08/13,Aberdeen,Celtic,0,2,A,0,1,A,C Murray,3,11,2,4,8,9,1,7,2,3,1,0
13,SC0,17/08/13,Hibernian,Dundee United,1,1,D,0,1,A,C Allan,8,10,4,2,13,11,6,7,3,2,1,1
14,SC0,17/08/13,Inverness C,Motherwell,2,0,H,2,0,H,I Brines,13,13,4,3,9,9,2,6,2,1,0,0
15,SC0,17/08/13,St Johnstone,Ross County,4,0,H,2,0,H,B Colvin,17,2,6,0,9,19,5,4,0,4,0,0
16,SC0,17/08/13,St Mirren,Kilmarnock,1,1,D,0,0,D,J Beaton,12,7,5,3,11,12,4,3,1,0,0,1
