,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
0,SC0,15/08/09,Aberdeen,Celtic,1,3,A,0,3,A,C Thomson,3,22,1,13,13,8,4,8,1,0,0,0
1,SC0,15/08/09,Hibernian,St Mirren,2,1,H,1,1,D,A Muir,21,4,11,1,15,10,7,3,2,2,0,1
2,SC0,15/08/09,Kilmarnock,Hamilton,3,0,H,1,0,H,C Boyle,9,8,5,3,11,10,4,4,0,1,0,0
3,SC0,15/08/09,Rangers,Falkirk,4,1,H,2,1,H,M Tumilty,19,12,13,8,7,13,7,5,3,1,0,0
4,SC0,15/08/09,St Johnstone,Motherwell,2,2,D,1,0,H,D McDonald,14,10,6,6,12,6,3,5,4,4,0,0
5,SC0,17/08/09,Dundee United,Hearts,2,0,H,1,0,H,S Conroy,8,9,3,5,21,13,4,6,3,4,0,1
6,SC0,22/08/09,Celtic,St Johnstone,5,2,H,2,1,H,W Collum,16,7,10,4,11,9,6,2,0,1,0,0
7,SC0,22/08/09,Falkirk,Hibernian,1,3,A,1,1,D,S Conroy,9,10,3,6,10,19,9,4,3,6,0,0
8,SC0,22/08/09,Hamilton,Aberdeen,0,3,A,0,2,A,B Winter,10,17,4,10,16,9,3,3,2,3,0,0
9,SC0,22/08/09,Motherwell,Kilmarnock,3,1,H,2,0,H,C Allan,14,12,6,6,8,14,10,0,1,3,0,0
10,SC0,22/08/09,St Mirren,Dundee United,0,0,D,0,0,D,D McDonald,10,9,5,2,13,12,3,8,1,0,0,0
11,SC0,23/08/09,Hearts,Rangers,1,2,A,1,0,H,C Thomson,19,8,8,3,16,14,3,4,4,2,0,1
12,SC0,29/08/09,Aberdeen,Motherwell,0,0,D,0,0,D,C Boyle,3,9,0,1,14,8,8,4,1,0,0,0
13,SC0,29/08/09,Dundee United,Falkirk,2,1,H,0,0,D,C Thomson,12,7,6,2,15,13,10,3,2,1,0,0
14,SC0,29/08/09,Kilmarnock,St Mirren,1,2,A,1,0,H,E Norris,8,7,5,6,13,19,8,5,2,1,0,0
