,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
0,SP1,30/08/03,Albacete,Osasuna,0,2,A,0,1,A
1,SP1,30/08/03,Ath Bilbao,Barcelona,0,1,A,0,1,A
2,SP1,30/08/03,Espanol,Sociedad,1,1,D,1,0,H
3,SP1,30/08/03,Malaga,Villarreal,0,0,D,0,0,D
4,SP1,30/08/03,Real Madrid,Betis,2,1,H,1,1,D
5,SP1,30/08/03,Valencia,Valladolid,1,1,D,0,1,A
6,SP1,31/08/03,Celta,Murcia,1,1,D,1,0,H
7,SP1,31/08/03,Santander,Mallorca,2,1,H,1,0,H
8,SP1,31/08/03,Sevilla,Ath Madrid,1,0,H,1,0,H
9,SP1,31/08/03,Zaragoza,La Coruna,0,1,A,0,0,D
10,SP1,02/09/03,Osasuna,Valencia,0,1,A,0,0,D
11,SP1,02/09/03,Sociedad,Celta,1,1,D,1,0,H
12,SP1,02/09/03,Villarreal,Real Madrid,1,1,D,0,0,D
13,SP1,03/09/03,Ath Madrid,Albacete,1,0,H,0,0,D
14,SP1,03/09/03,Barcelona,Sevilla,1,1,D,0,1,A
15,SP1,03/09/03,Betis,Espanol,2,2,D,2,0,H
16,SP1,03/09/03,La Coruna,Ath Bilbao,2,0,H,1,0,H
17,SP1,03/09/03,Mallorca,Zaragoza,2,0,H,1,0,H
18,SP1,03/09/03,Murcia,Santander,1,1,D,1,1,D
19,SP1,03/09/03,Valladolid,Malaga,1,0,H,1,0,H
20,SP1,13/09/03,Celta,Betis,0,2,A,0,1,A
21,SP1,13/09/03,Real Madrid,Valladolid,7,2,H,3,0,H
22,SP1,13/09/03,Santander,Sociedad,0,1,A,0,1,A
23,SP1,13/09/03,Sevilla,La Coruna,1,2,A,0,1,A
24,SP1,14/09/03,Albacete,Barcelona,1,2,A,0,1,A
25,SP1,14/09/03,Ath Bilbao,Mallorca,4,0,H,2,0,H
26,SP1,14/09/03,Espanol,Villarreal,1,2,A,1,1,D
27,SP1,14/09/03,Osasuna,Ath Madrid,1,0,H,1,0,H
28,SP1,14/09/03,Valencia,Malaga,1,0,H,1,0,H
