,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
0,I1,22/08/15,Lazio,Bologna,2.0,1.0,H,2.0,1.0,H,21.0,9.0,9.0,4.0,18.0,8.0,10.0,3.0,2.0,1.0,0.0,0.0
1,I1,22/08/15,Verona,Roma,1.0,1.0,D,0.0,0.0,D,12.0,21.0,7.0,8.0,9.0,11.0,3.0,7.0,2.0,1.0,0.0,0.0
2,I1,23/08/15,Empoli,Chievo,1.0,3.0,A,1.0,0.0,H,15.0,12.0,5.0,3.0,15.0,19.0,8.0,5.0,1.0,2.0,0.0,0.0
3,I1,23/08/15,Fiorentina,Milan,2.0,0.0,H,1.0,0.0,H,13.0,8.0,7.0,0.0,18.0,16.0,4.0,5.0,3.0,2.0,0.0,1.0
4,I1,23/08/15,Frosinone,Torino,1.0,2.0,A,1.0,0.0,H,13.0,26.0,3.0,7.0,10.0,11.0,3.0,12.0,2.0,2.0,0.0,0.0
5,I1,23/08/15,Inter,Atalanta,1.0,0.0,H,0.0,0.0,D,21.0,4.0,7.0,0.0,14.0,12.0,9.0,1.0,2.0,2.0,0.0,1.0
6,I1,23/08/15,Juventus,Udinese,0.0,1.0,A,0.0,0.0,D,21.0,6.0,5.0,2.0,14.0,22.0,10.0,2.0,1.0,3.0,0.0,0.0
7,I1,23/08/15,Palermo,Genoa,1.0,0.0,H,0.0,0.0,D,19.0,11.0,6.0,3.0,10.0,13.0,5.0,6.0,1.0,1.0,0.0,0.0
8,I1,23/08/15,Sampdoria,Carpi,5.0,2.0,H,5.0,1.0,H,10.0,24.0,7.0,7.0,15.0,16.0,4.0,8.0,1.0,3.0,1.0,0.0
9,I1,23/08/15,Sassuolo,Napoli,2.0,1.0,H,1.0,1.0,D,16.0,15.0,6.0,3.0,13.0,21.0,5.0,1.0,4.0,2.0,0.0,0.0
10,I1,29/08/15,Bologna,Sassuolo,0.0,1.0,A,0.0,0.0,D,6.0,9.0,2.0,2.0,15.0,13.0,11.0,5.0,3.0,1.0,0.0,0.0
11,I1,29/08/15,Milan,Empoli,2.0,1.0,H,1.0,1.0,D,6.0,18.0,4.0,3.0,20.0,16.0,6.0,5.0,0.0,2.0,0.0,0.0
12,I1,30/08/15,Atalanta,Frosinone,2.0,0.0,H,1.0,0.0,H,25.0,14.0,11.0,4.0,9.0,13.0,9.0,2.0,1.0,4.0,0.0,0.0
13,I1,30/08/15,Carpi,Inter,1.0,2.0,A,0.0,1.0,A,10.0,12.0,5.0,5.0,11.0,17.0,2.0,6.0,3.0,4.0,0.0,0.0
14,I1,30/08/15,Chievo,Lazio,4.0,0.0,H,3.0,0.0,H,8.0,13.0,5.0,2.0,11.0,14.0,2.0,8.0,0.0,1.0,0.0,0.0
15,I1,30/08/15,Genoa,Verona,2.0,0.0,H,0.0,0.0,D,20.0,12.0,6.0,2.0,19.0,13.0,4.0,4.0,2.0,2.0,0.0,0.0
16,I1,30/08/15,Napoli,Sampdoria,2.0,2.0,D,2.0,0.0,H,27.0,9.0,7.0,4.0,9.0,8.0,4.0,1.0,0.0,2.0,0.0,0.0
17,I1,30/08/15,Roma,Juventus,2.0,1.0,H,0.0,0.0,D,18.0,10.0,7.0,2.0,15.0,16.0,6.0,6.0,3.0,2.0,0.0,2.0
18,I1,30/08/15,Torino,Fiorentina,3.0,1.0,H,0.0,1.0,A,10.0,9.0,6.0,5.0,15.0,10.0,4.0,2.0,2.0,3.0,0.0,0.0
19,I1,30/08/15,Udinese,Palermo,0.0,1.0,A,0.0,1.0,A,25.0,5.0,7.0,1.0,16.0,15.0,10.0,0.0,4.0,2.0,0.0,1.0
20,I1,12/09/15,Fiorentina,Genoa,1.0,0.0,H,0.0,0.0,D,11.0,12.0,3.0,1.0,19.0,21.0,4.0,2.0,2.0,4.0,1.0,0.0
21,I1,12/09/15,Frosinone,Roma,0.0,2.0,A,0.0,1.0,A,18.0,20.0,5.0,3.0,16.0,15.0,3.0,8.0,4.0,3.0,0.0,0.0
22,I1,12/09/15,Juventus,Chievo,1.0,1.0,D,0.0,1.0,A,26.0,6.0,7.0,3.0,21.0,20.0,5.0,3.0,3.0,5.0,0.0,0.0
23,I1,13/09/15,Empoli,Napoli,2.0,2.0,D,2.0,1.0,H,16.0,17.0,3.0,4.0,12.0,14.0,5.0,5.0,2.0,4.0,0.0,0.0
24,I1,13/09/15,Inter,Milan,1.0,0.0,H,0.0,0.0,D,16.0,19.0,4.0,3.0,19.0,16.0,6.0,7.0,2.0,3.0,0.0,0.0
25,I1,13/09/15,Lazio,Udinese,2.0,0.0,H,0.0,0.0,D,14.0,10.0,8.0,4.0,17.0,13.0,6.0,4.0,0.0,1.0,0.0,0.0
26,I1,13/09/15,Palermo,Carpi,2.0,2.0,D,1.0,1.0,D,13.0,9.0,6.0,2.0,16.0,18.0,3.0,3.0,3.0,3.0,0.0,0.0
27,I1,13/09/15,Sassuolo,Atalanta,2.0,2.0,D,2.0,2.0,D,10.0,10.0,9.0,4.0,21.0,19.0,4.0,2.0,3.0,4.0,1.0,1.0
28,I1,13/09/15,Verona,Torino,2.0,2.0,D,0.0,0.0,D,12.0,10.0,3.0,5.0,17.0,20.0,3.0,3.0,5.0,2.0,0.0,0.0
29,I1,14/09/15,Sampdoria,Bologna,2.0,0.0,H,0.0,0.0,D,12.0,9.0,4.0,2.0,11.0,16.0,2.0,5.0,1.0,3.0,0.0,1.0
30,I1,19/09/15,Milan,Palermo,3.0,2.0,H,2.0,1.0,H,18.0,13.0,8.0,3.0,8.0,8.0,7.0,3.0,1.0,2.0,0.0,0.0
31,I1,19/09/15,Udinese,Empoli,1.0,2.0,A,1.0,0.0,H,7.0,12.0,2.0,6.0,26.0,14.0,2.0,5.0,4.0,3.0,1.0,0.0
32,I1,20/09/15,Atalanta,Verona,1.0,1.0,D,0.0,0.0,D,14.0,9.0,2.0,3.0,21.0,19.0,8.0,2.0,3.0,3.0,0.0,1.0
33,I1,20/09/15,Bologna,Frosinone,1.0,0.0,H,1.0,0.0,H,12.0,20.0,2.0,6.0,19.0,17.0,6.0,5.0,4.0,5.0,0.0,0.0
34,I1,20/09/15,Carpi,Fiorentina,0.0,1.0,A,0.0,1.0,A,11.0,8.0,3.0,2.0,21.0,15.0,4.0,3.0,3.0,4.0,0.0,0.0
35,I1,20/09/15,Chievo,Inter,0.0,1.0,A,0.0,1.0,A,15.0,14.0,2.0,3.0,16.0,13.0,8.0,8.0,3.0,1.0,0.0,0.0
36,I1,20/09/15,Genoa,Juventus,0.0,2.0,A,0.0,1.0,A,7.0,13.0,0.0,4.0,21.0,23.0,1.0,2.0,1.0,4.0,1.0,0.0
37,I1,20/09/15,Napoli,Lazio,5.0,0.0,H,2.0,0.0,H,19.0,9.0,10.0,1.0,12.0,12.0,7.0,1.0,1.0,2.0,0.0,0.0
38,I1,20/09/15,Roma,Sassuolo,2.0,2.0,D,1.0,2.0,A,21.0,12.0,7.0,4.0,15.0,15.0,11.0,4.0,2.0,3.0,0.0,0.0
39,I1,20/09/15,Torino,Sampdoria,2.0,0.0,H,2.0,0.0,H,19.0,13.0,8.0,5.0,9.0,10.0,7.0,7.0,2.0,3.0,0.0,0.0
40,I1,22/09/15,Udinese,Milan,2.0,3.0,A,0.0,3.0,A,11.0,9.0,3.0,3.0,24.0,21.0,7.0,1.0,4.0,3.0,1.0,0.0
