,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
0,I1,25/08/12,Fiorentina,Udinese,2.0,1.0,H,0.0,1.0,A,23.0,7.0,8.0,2.0,12.0,14.0,10.0,0.0,2.0,1.0,0.0,0.0
1,I1,25/08/12,Juventus,Parma,2.0,0.0,H,0.0,0.0,D,15.0,6.0,6.0,5.0,12.0,21.0,5.0,8.0,2.0,6.0,0.0,0.0
2,I1,26/08/12,Atalanta,Lazio,0.0,1.0,A,0.0,1.0,A,10.0,13.0,3.0,4.0,14.0,19.0,8.0,5.0,1.0,4.0,0.0,0.0
3,I1,26/08/12,Chievo,Bologna,2.0,0.0,H,0.0,0.0,D,6.0,4.0,3.0,1.0,17.0,18.0,1.0,1.0,3.0,3.0,0.0,1.0
4,I1,26/08/12,Genoa,Cagliari,2.0,0.0,H,0.0,0.0,D,15.0,17.0,4.0,4.0,19.0,12.0,3.0,6.0,0.0,3.0,0.0,0.0
5,I1,26/08/12,Milan,Sampdoria,0.0,1.0,A,0.0,0.0,D,23.0,10.0,6.0,3.0,16.0,11.0,7.0,2.0,2.0,5.0,0.0,0.0
6,I1,26/08/12,Palermo,Napoli,0.0,3.0,A,0.0,1.0,A,16.0,12.0,6.0,3.0,11.0,13.0,6.0,5.0,3.0,3.0,0.0,0.0
7,I1,26/08/12,Pescara,Inter,0.0,3.0,A,0.0,2.0,A,13.0,14.0,5.0,6.0,7.0,12.0,10.0,2.0,3.0,1.0,0.0,0.0
8,I1,26/08/12,Roma,Catania,2.0,2.0,D,0.0,1.0,A,18.0,11.0,5.0,4.0,15.0,15.0,10.0,2.0,3.0,2.0,0.0,0.0
9,I1,26/08/12,Siena,Torino,0.0,0.0,D,0.0,0.0,D,5.0,8.0,0.0,1.0,10.0,17.0,4.0,5.0,0.0,1.0,0.0,0.0
10,I1,01/09/12,Bologna,Milan,1.0,3.0,A,1.0,1.0,D,15.0,17.0,3.0,6.0,18.0,21.0,1.0,8.0,1.0,5.0,0.0,0.0
11,I1,01/09/12,Torino,Pescara,3.0,0.0,H,1.0,0.0,H,16.0,1.0,9.0,0.0,12.0,20.0,5.0,0.0,1.0,2.0,0.0,1.0
12,I1,02/09/12,Cagliari,Atalanta,1.0,1.0,D,0.0,0.0,D,25.0,10.0,6.0,5.0,24.0,19.0,13.0,3.0,3.0,1.0,0.0,1.0
13,I1,02/09/12,Catania,Genoa,3.0,2.0,H,0.0,1.0,A,20.0,16.0,5.0,6.0,20.0,24.0,9.0,5.0,3.0,2.0,0.0,0.0
14,I1,02/09/12,Inter,Roma,1.0,3.0,A,1.0,1.0,D,21.0,12.0,6.0,3.0,17.0,17.0,11.0,2.0,2.0,2.0,0.0,1.0
15,I1,02/09/12,Lazio,Palermo,3.0,0.0,H,1.0,0.0,H,21.0,9.0,6.0,2.0,14.0,10.0,7.0,4.0,3.0,2.0,0.0,0.0
16,I1,02/09/12,Napoli,Fiorentina,2.0,1.0,H,0.0,0.0,D,5.0,16.0,1.0,3.0,17.0,10.0,7.0,9.0,2.0,2.0,0.0,0.0
17,I1,02/09/12,Parma,Chievo,2.0,0.0,H,1.0,0.0,H,11.0,14.0,3.0,4.0,22.0,17.0,3.0,4.0,3.0,3.0,0.0,0.0
18,I1,02/09/12,Sampdoria,Siena,2.0,1.0,H,1.0,0.0,H,12.0,9.0,5.0,3.0,16.0,22.0,11.0,1.0,3.0,3.0,0.0,1.0
19,I1,02/09/12,Udinese,Juventus,1.0,4.0,A,0.0,2.0,A,10.0,21.0,1.0,10.0,11.0,19.0,3.0,5.0,3.0,3.0,1.0,0.0
20,I1,15/09/12,Milan,Atalanta,0.0,1.0,A,0.0,0.0,D,17.0,10.0,7.0,4.0,12.0,19.0,8.0,5.0,2.0,4.0,0.0,0.0
21,I1,15/09/12,Palermo,Cagliari,1.0,1.0,D,1.0,0.0,H,7.0,12.0,3.0,4.0,16.0,27.0,0.0,1.0,3.0,2.0,0.0,0.0
22,I1,16/09/12,Chievo,Lazio,1.0,3.0,A,0.0,2.0,A,11.0,12.0,2.0,6.0,11.0,20.0,10.0,1.0,3.0,2.0,0.0,0.0
23,I1,16/09/12,Fiorentina,Catania,2.0,0.0,H,1.0,0.0,H,15.0,8.0,7.0,4.0,15.0,16.0,5.0,3.0,3.0,2.0,0.0,0.0
24,I1,16/09/12,Genoa,Juventus,1.0,3.0,A,1.0,0.0,H,13.0,19.0,4.0,5.0,15.0,18.0,1.0,9.0,2.0,3.0,0.0,0.0
25,I1,16/09/12,Napoli,Parma,3.0,1.0,H,2.0,1.0,H,12.0,21.0,6.0,5.0,17.0,20.0,1.0,6.0,1.0,4.0,0.0,0.0
26,I1,16/09/12,Pescara,Sampdoria,2.0,3.0,A,0.0,1.0,A,15.0,10.0,6.0,5.0,18.0,18.0,7.0,2.0,3.0,2.0,0.0,0.0
27,I1,16/09/12,Roma,Bologna,2.0,3.0,A,2.0,0.0,H,14.0,15.0,7.0,6.0,17.0,23.0,3.0,8.0,5.0,3.0,0.0,0.0
28,I1,16/09/12,Siena,Udinese,2.0,2.0,D,0.0,2.0,A,14.0,9.0,6.0,4.0,20.0,15.0,3.0,2.0,2.0,2.0,0.0,1.0
29,I1,16/09/12,Torino,Inter,0.0,2.0,A,0.0,1.0,A,11.0,8.0,3.0,3.0,14.0,7.0,6.0,1.0,4.0,4.0,0.0,0.0
30,I1,22/09/12,Juventus,Chievo,2.0,0.0,H,0.0,0.0,D,27.0,6.0,9.0,2.0,13.0,9.0,6.0,3.0,0.0,1.0,0.0,0.0
31,I1,22/09/12,Parma,Fiorentina,1.0,1.0,D,0.0,1.0,A,12.0,12.0,3.0,3.0,24.0,11.0,2.0,4.0,4.0,3.0,1.0,0.0
32,I1,23/09/12,Atalanta,Palermo,1.0,0.0,H,0.0,0.0,D,10.0,11.0,2.0,2.0,12.0,21.0,6.0,5.0,4.0,3.0,0.0,0.0
33,I1,23/09/12,Bologna,Pescara,1.0,1.0,D,1.0,1.0,D,22.0,13.0,8.0,6.0,24.0,8.0,15.0,4.0,1.0,3.0,0.0,1.0
34,I1,23/09/12,Cagliari,Roma,0.0,3.0,A,,,,,,,,,,,,,,,
35,I1,23/09/12,Catania,Napoli,0.0,0.0,D,0.0,0.0,D,7.0,21.0,1.0,6.0,15.0,12.0,3.0,14.0,3.0,4.0,1.0,0.0
36,I1,23/09/12,Inter,Siena,0.0,2.0,A,0.0,0.0,D,23.0,8.0,11.0,3.0,15.0,8.0,10.0,8.0,1.0,4.0,0.0,0.0
37,I1,23/09/12,Lazio,Genoa,0.0,1.0,A,0.0,0.0,D,23.0,7.0,7.0,3.0,13.0,8.0,10.0,1.0,1.0,1.0,0.0,0.0
38,I1,23/09/12,Sampdoria,Torino,1.0,1.0,D,0.0,0.0,D,16.0,13.0,4.0,2.0,16.0,21.0,6.0,3.0,4.0,4.0,0.0,0.0
39,I1,23/09/12,Udinese,Milan,2.0,1.0,H,1.0,0.0,H,15.0,14.0,8.0,4.0,13.0,11.0,9.0,5.0,2.0,1.0,0.0,2.0
40,I1,25/09/12,Fiorentina,Juventus,0.0,0.0,D,0.0,0.0,D,17.0,8.0,2.0,2.0,16.0,10.0,2.0,2.0,3.0,1.0,0.0,0.0
41,I1,26/09/12,Catania,Atalanta,2.0,1.0,H,0.0,0.0,D,15.0,9.0,5.0,3.0,21.0,15.0,7.0,4.0,2.0,2.0,0.0,0.0
