,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
0,F1,27/07/01,Bordeaux,Nantes,2,0,H,2,0,H
1,F1,28/07/01,Bastia,Sedan,1,1,D,0,0,D
2,F1,28/07/01,Lens,Lyon,2,0,H,2,0,H
3,F1,28/07/01,Lorient,Metz,1,0,H,0,0,D
4,F1,28/07/01,Monaco,Sochaux,0,1,A,0,0,D
5,F1,28/07/01,Montpellier,Marseille,1,1,D,0,1,A
6,F1,28/07/01,Paris SG,Lille,0,0,D,0,0,D
7,F1,28/07/01,Rennes,Auxerre,0,5,A,0,1,A
8,F1,28/07/01,Troyes,Guingamp,3,0,H,1,0,H
9,F1,03/08/01,Marseille,Bordeaux,0,0,D,0,0,D
10,F1,04/08/01,Auxerre,Paris SG,1,1,D,0,1,A
11,F1,04/08/01,Guingamp,Bastia,1,0,H,0,0,D
12,F1,04/08/01,Lille,Lorient,3,1,H,0,0,D
13,F1,04/08/01,Lyon,Sedan,2,0,H,1,0,H
14,F1,04/08/01,Metz,Troyes,2,1,H,2,1,H
15,F1,04/08/01,Monaco,Montpellier,0,0,D,0,0,D
16,F1,04/08/01,Nantes,Lens,1,2,A,0,1,A
17,F1,04/08/01,Sochaux,Rennes,4,3,H,3,2,H
18,F1,11/08/01,Bordeaux,Lille,0,0,D,0,0,D
19,F1,11/08/01,Lens,Marseille,2,0,H,0,0,D
20,F1,11/08/01,Montpellier,Metz,3,0,H,1,0,H
21,F1,11/08/01,Paris SG,Sochaux,1,0,H,0,0,D
22,F1,11/08/01,Rennes,Monaco,3,0,H,2,0,H
23,F1,11/08/01,Sedan,Guingamp,1,1,D,1,0,H
24,F1,11/08/01,Troyes,Nantes,0,0,D,0,0,D
25,F1,12/08/01,Bastia,Lyon,1,2,A,0,1,A
26,F1,12/08/01,Lorient,Auxerre,0,1,A,0,1,A
27,F1,18/08/01,Lille,Montpellier,2,1,H,0,0,D
28,F1,18/08/01,Lyon,Guingamp,3,0,H,1,0,H
29,F1,18/08/01,Marseille,Troyes,0,1,A,0,0,D
30,F1,18/08/01,Metz,Lens,0,1,A,0,1,A
31,F1,18/08/01,Monaco,Paris SG,2,2,D,2,1,H
32,F1,18/08/01,Nantes,Bastia,1,2,A,1,2,A
33,F1,18/08/01,Rennes,Bordeaux,1,0,H,0,0,D
34,F1,18/08/01,Sochaux,Lorient,2,2,D,2,0,H
35,F1,19/08/01,Auxerre,Sedan,2,1,H,1,0,H
36,F1,25/08/01,Bastia,Marseille,1,0,H,1,0,H
37,F1,25/08/01,Bordeaux,Auxerre,1,1,D,1,0,H
38,F1,25/08/01,Guingamp,Nantes,1,0,H,1,0,H
39,F1,25/08/01,Lorient,Monaco,2,0,H,2,0,H
40,F1,25/08/01,Montpellier,Sochaux,0,0,D,0,0,D
41,F1,25/08/01,Paris SG,Rennes,3,0,H,0,0,D
42,F1,25/08/01,Sedan,Metz,2,0,H,0,0,D
43,F1,25/08/01,Troyes,Lyon,0,2,A,0,1,A
44,F1,26/08/01,Lens,Lille,1,1,D,0,0,D
45,F1,08/09/01,Auxerre,Montpellier,1,0,H,0,0,D
46,F1,08/09/01,Lille,Guingamp,1,0,H,0,0,D
47,F1,08/09/01,Marseille,Lyon,0,0,D,0,0,D
48,F1,08/09/01,Metz,Bastia,0,1,A,0,1,A
49,F1,08/09/01,Monaco,Troyes,2,0,H,1,0,H
50,F1,08/09/01,Nantes,Sedan,1,1,D,0,0,D
51,F1,08/09/01,Paris SG,Lens,2,2,D,0,1,A
52,F1,08/09/01,Rennes,Lorient,1,1,D,0,0,D
53,F1,09/09/01,Sochaux,Bordeaux,2,0,H,1,0,H
54,F1,15/09/01,Bastia,Auxerre,0,1,A,0,0,D
55,F1,15/09/01,Guingamp,Metz,0,2,A,0,0,D
56,F1,15/09/01,Lens,Sochaux,3,0,H,2,0,H
57,F1,15/09/01,Lorient,Paris SG,1,1,D,0,0,D
58,F1,15/09/01,Lyon,Nantes,4,1,H,2,1,H
59,F1,15/09/01,Montpellier,Rennes,0,0,D,0,0,D
60,F1,15/09/01,Troyes,Lille,0,1,A,0,0,D
61,F1,16/09/01,Bordeaux,Monaco,0,0,D,0,0,D
62,F1,16/09/01,Sedan,Marseille,1,1,D,1,1,D
63,F1,21/09/01,Paris SG,Montpellier,0,0,D,0,0,D
64,F1,22/09/01,Auxerre,Guingamp,2,2,D,0,0,D
65,F1,22/09/01,Lille,Bastia,2,1,H,0,0,D
66,F1,22/09/01,Marseille,Nantes,2,0,H,0,0,D
67,F1,22/09/01,Metz,Lyon,2,0,H,1,0,H
68,F1,22/09/01,Monaco,Lens,3,0,H,1,0,H
69,F1,22/09/01,Rennes,Troyes,0,1,A,0,0,D
70,F1,23/09/01,Lorient,Bordeaux,0,2,A,0,0,D
71,F1,23/09/01,Sochaux,Sedan,3,0,H,1,0,H
72,F1,29/09/01,Bastia,Monaco,1,0,H,1,0,H
73,F1,29/09/01,Guingamp,Marseille,1,0,H,1,0,H
74,F1,29/09/01,Lens,Auxerre,1,1,D,1,1,D
75,F1,29/09/01,Lyon,Rennes,4,0,H,3,0,H
76,F1,29/09/01,Montpellier,Lorient,1,3,A,0,2,A
77,F1,29/09/01,Nantes,Metz,0,0,D,0,0,D
78,F1,30/09/01,Bordeaux,Paris SG,1,0,H,1,0,H
79,F1,30/09/01,Sedan,Lille,1,1,D,1,0,H
80,F1,30/09/01,Troyes,Sochaux,2,2,D,0,2,A
81,F1,13/10/01,Auxerre,Troyes,1,3,A,1,1,D
82,F1,13/10/01,Lille,Nantes,1,0,H,0,0,D
83,F1,13/10/01,Lorient,Lens,2,3,A,1,3,A
84,F1,13/10/01,Metz,Marseille,0,2,A,0,1,A
85,F1,13/10/01,Monaco,Sedan,2,0,H,0,0,D
86,F1,13/10/01,Montpellier,Bordeaux,0,0,D,0,0,D
87,F1,13/10/01,Rennes,Guingamp,2,1,H,1,0,H
88,F1,13/10/01,Sochaux,Bastia,4,1,H,2,0,H
89,F1,14/10/01,Paris SG,Lyon,2,2,D,1,2,A
