,Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
0,P1,18/09/2020,19:00,Famalicao,Benfica,1,5,A,0,3,A,6,13,2,7,14,10,3,4,1,2,0,0
1,P1,18/09/2020,21:15,Guimaraes,Belenenses,0,1,A,0,0,D,11,4,2,3,14,20,7,2,1,4,0,0
2,P1,19/09/2020,16:00,Nacional,Boavista,3,3,D,2,2,D,14,8,7,3,24,21,6,4,4,3,0,0
3,P1,19/09/2020,21:00,Porto,Sp Braga,3,1,H,2,1,H,11,7,4,1,17,18,5,1,0,0,0,0
4,P1,20/09/2020,16:00,Santa Clara,Maritimo,2,0,H,0,0,D,12,12,5,2,15,17,5,6,2,1,0,0
5,P1,20/09/2020,18:30,Moreirense,Farense,2,0,H,1,0,H,13,10,5,2,17,13,4,6,2,4,0,1
6,P1,20/09/2020,21:00,Tondela,Rio Ave,1,1,D,1,0,H,7,14,2,4,15,11,1,6,1,0,0,0
7,P1,21/09/2020,19:45,Portimonense,Pacos Ferreira,1,1,D,0,1,A,12,16,3,5,23,16,4,9,1,1,0,0
8,P1,25/09/2020,20:30,Sp Braga,Santa Clara,0,1,A,0,1,A,22,6,4,1,13,17,8,0,2,4,0,0
9,P1,26/09/2020,15:30,Maritimo,Tondela,2,1,H,2,1,H,8,21,6,6,19,16,0,8,4,2,1,0
10,P1,26/09/2020,18:30,Benfica,Moreirense,2,0,H,1,0,H,29,5,10,1,11,15,10,1,2,0,0,0
11,P1,26/09/2020,21:00,Boavista,Porto,0,5,A,0,0,D,11,15,4,6,19,19,3,2,1,0,0,0
12,P1,27/09/2020,15:30,Farense,Nacional,0,1,A,0,0,D,18,9,4,4,11,15,11,5,1,4,0,0
13,P1,27/09/2020,16:00,Gil Vicente,Portimonense,1,0,H,0,0,D,9,13,3,2,14,12,10,7,2,3,0,0
14,P1,27/09/2020,18:30,Pacos Ferreira,Sp Lisbon,0,2,A,0,1,A,9,11,0,5,18,12,4,8,0,0,0,0
15,P1,27/09/2020,21:00,Rio Ave,Guimaraes,0,0,D,0,0,D,7,10,3,3,13,16,4,4,2,3,0,0
16,P1,28/09/2020,19:45,Belenenses,Famalicao,1,2,A,1,0,H,10,6,5,2,17,24,5,2,3,5,0,0
17,P1,02/10/2020,19:00,Moreirense,Boavista,1,1,D,0,1,A,14,16,6,5,10,19,5,3,1,1,0,0
18,P1,02/10/2020,21:15,Guimaraes,Pacos Ferreira,1,0,H,0,0,D,8,16,1,7,11,28,2,7,4,2,0,0
19,P1,03/10/2020,16:00,Santa Clara,Gil Vicente,0,0,D,0,0,D,12,8,3,1,14,18,8,3,1,3,0,0
20,P1,03/10/2020,18:30,Porto,Maritimo,2,3,A,1,1,D,32,11,10,4,19,16,9,0,2,4,0,0
21,P1,03/10/2020,21:00,Tondela,Sp Braga,0,4,A,0,4,A,13,18,4,8,13,15,5,8,1,0,0,0
22,P1,04/10/2020,15:30,Nacional,Belenenses,0,0,D,0,0,D,18,7,4,2,9,15,7,2,1,2,0,0
23,P1,04/10/2020,18:30,Benfica,Farense,3,2,H,1,0,H,12,14,7,9,12,12,3,2,3,3,0,0
24,P1,04/10/2020,18:30,Famalicao,Rio Ave,1,1,D,1,0,H,13,13,5,4,11,9,3,5,2,0,0,0
25,P1,04/10/2020,21:00,Portimonense,Sp Lisbon,0,2,A,0,2,A,14,10,6,4,17,20,7,2,1,1,0,0
26,P1,17/10/2020,15:30,Gil Vicente,Tondela,1,1,D,1,0,H,13,2,4,1,17,18,5,1,2,3,0,1
27,P1,17/10/2020,15:30,Maritimo,Portimonense,1,2,A,0,0,D,10,10,4,3,23,20,10,6,4,2,0,0
28,P1,17/10/2020,18:00,Sp Braga,Nacional,2,1,H,2,0,H,20,5,7,2,11,15,4,2,1,4,0,0
29,P1,17/10/2020,20:30,Sp Lisbon,Porto,2,2,D,1,2,A,13,10,5,5,18,20,4,1,5,4,1,0
30,P1,18/10/2020,15:00,Belenenses,Moreirense,0,0,D,0,0,D,15,8,5,4,22,14,7,3,2,2,0,0
31,P1,18/10/2020,15:00,Pacos Ferreira,Santa Clara,2,1,H,1,0,H,12,15,3,5,15,16,7,2,2,2,0,0
32,P1,18/10/2020,17:30,Farense,Famalicao,3,3,D,2,0,H,13,13,5,5,19,14,6,9,2,2,0,1
33,P1,18/10/2020,20:00,Rio Ave,Benfica,0,3,A,0,2,A,4,13,2,6,14,17,4,4,1,3,0,0
34,P1,19/10/2020,20:15,Boavista,Guimaraes,0,1,A,0,1,A,19,9,2,1,21,22,9,4,4,2,0,0
35,P1,23/10/2020,20:30,Tondela,Portimonense,1,0,H,1,0,H,8,10,3,4,10,18,5,6,2,2,0,0
36,P1,24/10/2020,15:30,Nacional,Pacos Ferreira,1,1,D,0,0,D,7,18,2,6,23,9,3,6,3,1,1,0
37,P1,24/10/2020,18:00,Santa Clara,Sp Lisbon,1,2,A,1,1,D,5,18,2,3,18,9,1,9,3,1,0,0
38,P1,24/10/2020,20:30,Porto,Gil Vicente,1,0,H,1,0,H,18,13,7,2,17,15,8,3,6,2,1,0
39,P1,25/10/2020,15:00,Farense,Rio Ave,0,1,A,0,1,A,13,6,1,2,17,19,6,1,4,6,0,0
40,P1,25/10/2020,15:00,Moreirense,Maritimo,2,1,H,2,0,H,13,12,7,3,15,7,9,3,5,4,0,1
41,P1,25/10/2020,17:30,Famalicao,Boavista,2,2,D,0,0,D,17,10,6,6,10,20,9,1,3,5,0,1
42,P1,25/10/2020,20:00,Guimaraes,Sp Braga,0,1,A,0,1,A,11,16,1,8,11,20,4,9,3,2,1,2
43,P1,26/10/2020,20:15,Benfica,Belenenses,2,0,H,1,0,H,15,6,6,2,15,8,7,2,0,0,0,0
44,P1,28/10/2020,21:45,Sp Lisbon,Gil Vicente,3,1,H,0,0,D,13,4,6,1,15,19,9,4,5,4,0,0
45,P1,30/10/2020,20:30,Pacos Ferreira,Porto,3,2,H,2,1,H,16,10,7,3,22,20,5,4,1,1,0,0
46,P1,31/10/2020,15:30,Belenenses,Farense,1,1,D,0,0,D,7,10,3,2,15,12,8,6,3,0,0,1
47,P1,31/10/2020,18:00,Rio Ave,Moreirense,2,0,H,1,0,H,11,7,6,1,20,18,3,5,1,4,0,0
48,P1,31/10/2020,20:30,Maritimo,Nacional,0,0,D,0,0,D,15,9,4,3,20,24,3,6,1,3,0,0
49,P1,01/11/2020,15:00,Portimonense,Santa Clara,1,2,A,0,1,A,12,13,2,7,21,13,7,5,3,6,0,0
50,P1,01/11/2020,17:30,Gil Vicente,Guimaraes,1,2,A,0,1,A,21,7,4,5,14,11,8,4,1,2,0,0
51,P1,01/11/2020,20:00,Sp Lisbon,Tondela,4,0,H,1,0,H,26,3,15,0,14,20,8,1,3,2,0,0
52,P1,02/11/2020,18:45,Sp Braga,Famalicao,1,0,H,0,0,D,20,5,9,2,14,14,11,2,1,5,0,1
53,P1,02/11/2020,21:00,Boavista,Benfica,3,0,H,2,0,H,14,5,7,2,31,15,4,6,3,4,0,0
54,P1,06/11/2020,20:30,Belenenses,Rio Ave,0,0,D,0,0,D,11,6,1,2,17,17,6,2,2,2,0,0
55,P1,07/11/2020,15:00,Tondela,Santa Clara,2,0,H,1,0,H,11,20,5,4,19,13,3,3,2,3,0,0
56,P1,07/11/2020,18:00,Famalicao,Maritimo,2,1,H,2,1,H,18,10,8,4,18,18,4,2,3,2,0,0
57,P1,07/11/2020,20:30,Guimaraes,Sp Lisbon,0,4,A,0,2,A,15,16,1,6,16,18,5,2,3,1,0,0
58,P1,08/11/2020,15:00,Farense,Boavista,3,1,H,1,1,D,6,13,5,5,20,15,5,7,4,1,0,0
59,P1,08/11/2020,15:00,Nacional,Gil Vicente,2,1,H,0,1,A,13,10,6,8,17,20,8,11,1,4,0,0
60,P1,08/11/2020,17:30,Porto,Portimonense,3,1,H,1,1,D,18,8,7,1,15,21,11,4,3,3,0,0
61,P1,08/11/2020,20:00,Benfica,Sp Braga,2,3,A,0,1,A,12,7,5,5,13,13,5,3,1,3,0,0
62,P1,27/11/2020,19:00,Pacos Ferreira,Famalicao,2,0,H,1,0,H,11,9,4,1,22,17,3,3,4,4,0,0
63,P1,27/11/2020,21:00,Tondela,Guimaraes,0,2,A,0,0,D,13,10,4,5,14,15,5,2,1,2,1,0
64,P1,28/11/2020,18:00,Santa Clara,Porto,0,1,A,0,1,A,7,4,2,2,12,14,2,7,2,1,0,0
65,P1,28/11/2020,20:30,Sp Lisbon,Moreirense,2,1,H,1,1,D,13,2,5,0,17,13,9,0,1,2,0,0
66,P1,29/11/2020,15:00,Gil Vicente,Rio Ave,2,0,H,1,0,H,4,12,2,3,19,10,2,8,1,1,0,0
67,P1,29/11/2020,15:00,Portimonense,Nacional,1,0,H,0,0,D,14,12,4,1,17,10,7,3,3,2,0,1
68,P1,29/11/2020,17:30,Boavista,Belenenses,0,0,D,0,0,D,15,14,6,4,6,11,4,7,1,4,0,0
69,P1,29/11/2020,20:00,Sp Braga,Farense,1,0,H,0,0,D,16,6,7,0,19,17,7,3,3,3,0,0
70,P1,30/11/2020,19:00,Maritimo,Benfica,1,2,A,1,1,D,5,12,2,2,21,9,1,12,0,1,0,0
71,P1,01/12/2020,21:45,Moreirense,Pacos Ferreira,0,1,A,0,1,A,10,12,2,4,18,26,2,2,1,0,0,0
72,P1,05/12/2020,15:30,Guimaraes,Portimonense,1,0,H,1,0,H,10,7,3,1,20,17,5,3,6,4,0,0
73,P1,05/12/2020,15:30,Moreirense,Gil Vicente,1,1,D,0,0,D,4,6,2,2,17,18,1,2,3,2,0,0
74,P1,05/12/2020,18:00,Famalicao,Sp Lisbon,2,2,D,1,2,A,5,15,2,6,20,21,3,4,6,5,0,1
75,P1,05/12/2020,20:30,Porto,Tondela,4,3,H,2,2,D,16,8,9,4,16,12,5,2,3,5,1,0
76,P1,06/12/2020,15:00,Nacional,Santa Clara,1,3,A,1,2,A,15,13,4,8,13,9,7,12,3,2,0,0
77,P1,06/12/2020,17:30,Rio Ave,Boavista,0,0,D,0,0,D,7,6,3,2,14,15,7,0,2,0,0,0
78,P1,06/12/2020,20:00,Belenenses,Sp Braga,2,1,H,2,0,H,11,16,5,6,11,15,5,9,2,1,0,1
79,P1,06/12/2020,20:00,Benfica,Pacos Ferreira,2,1,H,0,1,A,13,16,4,5,21,19,6,4,1,3,0,0
80,P1,07/12/2020,20:15,Farense,Maritimo,2,1,H,1,0,H,4,10,4,4,17,16,1,4,4,5,0,1
81,P1,18/12/2020,20:30,Portimonense,Famalicao,0,0,D,0,0,D,19,8,6,4,23,17,4,1,3,3,0,0
82,P1,19/12/2020,15:00,Maritimo,Belenenses,1,0,H,0,0,D,10,7,2,2,15,19,4,2,3,6,0,2
