,Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
162,P1,31/01/2020,19:00,Benfica,Belenenses,3,2,H,2,0,H,12,15,6,5,8,11,10,9,2,4,0,0
163,P1,31/01/2020,21:15,Rio Ave,Famalicao,2,2,D,0,2,A,7,17,3,7,13,20,4,6,4,3,0,0
164,P1,01/02/2020,15:30,Portimonense,Tondela,0,1,A,0,1,A,11,9,4,2,18,13,4,2,3,3,0,0
165,P1,01/02/2020,18:00,Setubal,Porto,0,4,A,0,2,A,7,20,2,6,13,11,3,5,1,2,0,0
166,P1,01/02/2020,20:30,Santa Clara,Pacos Ferreira,2,1,H,0,0,D,10,7,4,2,12,16,3,2,2,4,0,0
167,P1,02/02/2020,15:00,Gil Vicente,Moreirense,1,5,A,0,2,A,9,10,5,6,6,19,10,1,1,2,0,0
168,P1,02/02/2020,15:00,Maritimo,Aves,1,2,A,1,1,D,11,9,4,2,19,13,8,2,2,3,0,0
169,P1,02/02/2020,17:30,Sp Braga,Sp Lisbon,1,0,H,0,0,D,13,15,8,9,15,14,5,9,4,7,0,0
170,P1,02/02/2020,20:00,Boavista,Guimaraes,2,0,H,1,0,H,9,18,5,8,21,14,1,11,5,2,0,0
171,P1,07/02/2020,20:30,Pacos Ferreira,Boavista,0,1,A,0,1,A,20,7,5,3,16,20,13,2,2,4,0,0
172,P1,08/02/2020,15:30,Belenenses,Santa Clara,0,2,A,0,2,A,13,9,1,3,10,23,7,8,0,2,0,0
173,P1,08/02/2020,15:30,Famalicao,Guimaraes,0,7,A,0,2,A,6,19,3,10,11,14,1,6,2,3,1,0
174,P1,08/02/2020,18:00,Sp Braga,Gil Vicente,2,2,D,2,0,H,10,13,7,7,8,18,3,6,2,4,1,0
175,P1,08/02/2020,20:30,Porto,Benfica,3,2,H,3,1,H,17,9,4,3,12,19,4,4,4,6,0,0
176,P1,09/02/2020,15:00,Moreirense,Setubal,1,1,D,0,1,A,19,8,6,1,16,21,8,4,2,4,0,0
177,P1,09/02/2020,15:00,Tondela,Maritimo,0,0,D,0,0,D,10,10,1,5,23,28,3,4,1,3,0,0
178,P1,09/02/2020,17:30,Sp Lisbon,Portimonense,2,1,H,1,1,D,20,10,4,3,9,18,3,2,1,1,0,0
179,P1,09/02/2020,20:00,Aves,Rio Ave,0,4,A,0,1,A,7,12,2,6,15,17,5,10,5,1,1,0
180,P1,14/02/2020,20:30,Setubal,Gil Vicente,1,2,A,0,1,A,7,7,2,3,18,17,5,3,1,3,0,0
181,P1,15/02/2020,15:30,Portimonense,Moreirense,1,1,D,1,1,D,12,9,3,2,20,18,8,4,1,1,0,0
182,P1,15/02/2020,15:30,Santa Clara,Tondela,1,0,H,0,0,D,16,6,3,1,17,14,8,4,1,2,0,0
183,P1,15/02/2020,18:00,Benfica,Sp Braga,0,1,A,0,1,A,10,12,3,7,21,16,3,6,2,5,0,0
184,P1,15/02/2020,20:30,Rio Ave,Sp Lisbon,1,1,D,1,0,H,15,7,6,2,16,14,9,1,3,3,0,1
185,P1,16/02/2020,15:00,Boavista,Belenenses,1,2,A,0,1,A,19,11,4,4,16,13,9,6,1,2,0,1
186,P1,16/02/2020,15:00,Maritimo,Pacos Ferreira,3,0,H,1,0,H,8,16,5,3,16,17,5,6,2,3,0,0
187,P1,16/02/2020,17:30,Guimaraes,Porto,1,2,A,0,1,A,13,8,3,1,14,17,4,5,0,2,0,0
188,P1,16/02/2020,20:00,Famalicao,Aves,1,1,D,0,0,D,17,12,7,4,20,10,10,5,6,1,1,0
189,P1,21/02/2020,20:30,Aves,Guimaraes,0,2,A,0,0,D,8,9,2,4,18,21,6,5,2,1,0,0
190,P1,22/02/2020,18:00,Tondela,Rio Ave,1,2,A,0,0,D,7,9,4,3,9,14,4,3,0,0,0,0
191,P1,22/02/2020,20:30,Belenenses,Maritimo,1,0,H,1,0,H,9,18,3,1,18,15,0,2,4,4,0,0
192,P1,23/02/2020,15:00,Moreirense,Santa Clara,2,1,H,1,1,D,9,11,4,4,18,20,1,2,1,3,0,1
193,P1,23/02/2020,15:00,Pacos Ferreira,Famalicao,2,1,H,0,0,D,9,11,4,5,23,13,4,3,5,3,1,1
194,P1,23/02/2020,17:30,Sp Lisbon,Boavista,2,0,H,2,0,H,7,9,4,4,10,18,6,5,2,2,0,0
195,P1,23/02/2020,20:00,Sp Braga,Setubal,3,1,H,0,0,D,23,6,7,4,15,11,13,4,3,4,0,0
196,P1,23/02/2020,20:30,Porto,Portimonense,1,0,H,0,0,D,24,6,4,0,13,18,8,3,2,5,0,0
197,P1,24/02/2020,19:30,Gil Vicente,Benfica,0,1,A,0,1,A,16,10,7,4,20,17,9,6,1,1,0,0
198,P1,28/02/2020,20:30,Portimonense,Setubal,0,0,D,0,0,D,15,12,5,4,15,11,9,3,3,2,0,0
199,P1,29/02/2020,18:00,Rio Ave,Belenenses,0,0,D,0,0,D,10,5,2,0,13,19,12,1,3,5,0,0
200,P1,29/02/2020,20:30,Boavista,Gil Vicente,0,1,A,0,0,D,15,9,2,4,19,18,4,2,2,2,0,0
201,P1,01/03/2020,15:00,Aves,Pacos Ferreira,1,3,A,1,1,D,10,10,3,4,11,23,7,7,2,1,0,0
202,P1,01/03/2020,17:30,Maritimo,Sp Braga,1,2,A,0,1,A,12,18,3,6,14,17,5,8,4,3,0,0
203,P1,01/03/2020,20:00,Guimaraes,Tondela,2,0,H,2,0,H,12,9,5,2,19,16,7,4,1,2,0,0
204,P1,02/03/2020,19:30,Santa Clara,Porto,0,2,A,0,1,A,11,7,1,2,17,15,2,3,2,3,0,0
205,P1,02/03/2020,20:45,Benfica,Moreirense,1,1,D,0,0,D,26,7,9,1,13,15,10,0,1,3,0,0
206,P1,03/03/2020,20:00,Famalicao,Sp Lisbon,3,1,H,2,1,H,13,13,3,3,18,18,6,6,3,3,0,0
207,P1,06/03/2020,20:30,Sp Braga,Portimonense,3,1,H,2,0,H,19,13,9,5,17,20,3,7,0,3,0,0
208,P1,07/03/2020,15:30,Tondela,Boavista,1,1,D,1,1,D,11,10,4,6,11,25,0,5,0,2,0,0
209,P1,07/03/2020,18:00,Setubal,Benfica,1,1,D,0,0,D,3,15,2,6,13,12,1,8,4,3,0,0
210,P1,07/03/2020,20:30,Porto,Rio Ave,1,1,D,1,1,D,23,6,5,3,11,9,9,3,1,4,0,0
