,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
0,P1,13/08/10,Sp Braga,Portimonense,3,1,H,2,0,H
1,P1,14/08/10,Maritimo,Setubal,0,1,A,0,0,D
2,P1,14/08/10,Naval,Porto,0,1,A,0,0,D
3,P1,14/08/10,Pacos Ferreira,Sp Lisbon,1,0,H,0,0,D
4,P1,15/08/10,Beira Mar,Leiria,0,0,D,0,0,D
5,P1,15/08/10,Benfica,Academica,1,2,A,0,1,A
6,P1,15/08/10,Rio Ave,Nacional,0,1,A,0,0,D
7,P1,16/08/10,Olhanense,Guimaraes,0,0,D,0,0,D
8,P1,20/08/10,Academica,Olhanense,1,1,D,0,0,D
9,P1,21/08/10,Nacional,Benfica,2,1,H,0,0,D
10,P1,21/08/10,Setubal,Sp Braga,0,0,D,0,0,D
11,P1,22/08/10,Leiria,Pacos Ferreira,0,0,D,0,0,D
12,P1,22/08/10,Portimonense,Naval,0,1,A,0,1,A
13,P1,22/08/10,Porto,Beira Mar,3,0,H,2,0,H
14,P1,22/08/10,Sp Lisbon,Maritimo,1,0,H,0,0,D
15,P1,23/08/10,Guimaraes,Rio Ave,0,0,D,0,0,D
16,P1,28/08/10,Benfica,Setubal,3,0,H,2,0,H
17,P1,28/08/10,Nacional,Guimaraes,1,3,A,0,0,D
18,P1,29/08/10,Beira Mar,Academica,2,1,H,1,0,H
19,P1,29/08/10,Olhanense,Leiria,1,0,H,1,0,H
20,P1,29/08/10,Pacos Ferreira,Portimonense,2,2,D,0,1,A
21,P1,29/08/10,Rio Ave,Porto,0,2,A,0,1,A
22,P1,29/08/10,Sp Braga,Maritimo,1,0,H,1,0,H
23,P1,30/08/10,Naval,Sp Lisbon,1,3,A,0,1,A
24,P1,10/09/10,Guimaraes,Benfica,2,1,H,1,1,D
25,P1,11/09/10,Porto,Sp Braga,3,2,H,1,1,D
26,P1,11/09/10,Sp Lisbon,Olhanense,0,0,D,0,0,D
27,P1,12/09/10,Academica,Naval,3,0,H,1,0,H
28,P1,12/09/10,Leiria,Nacional,2,1,H,0,0,D
29,P1,12/09/10,Maritimo,Pacos Ferreira,1,1,D,0,1,A
30,P1,12/09/10,Portimonense,Rio Ave,3,1,H,2,0,H
31,P1,13/09/10,Setubal,Beira Mar,0,0,D,0,0,D
32,P1,17/09/10,Olhanense,Portimonense,2,0,H,1,0,H
33,P1,18/09/10,Beira Mar,Maritimo,1,1,D,0,1,A
34,P1,18/09/10,Guimaraes,Leiria,1,0,H,0,0,D
35,P1,19/09/10,Benfica,Sp Lisbon,2,0,H,1,0,H
36,P1,19/09/10,Naval,Setubal,0,0,D,0,0,D
37,P1,19/09/10,Pacos Ferreira,Sp Braga,2,2,D,0,1,A
38,P1,19/09/10,Rio Ave,Academica,2,2,D,1,0,H
39,P1,20/09/10,Nacional,Porto,0,2,A,0,1,A
40,P1,24/09/10,Sp Braga,Naval,3,1,H,1,0,H
41,P1,25/09/10,Academica,Guimaraes,3,1,H,0,0,D
42,P1,25/09/10,Maritimo,Benfica,0,1,A,0,0,D
43,P1,25/09/10,Porto,Olhanense,2,0,H,2,0,H
44,P1,26/09/10,Leiria,Rio Ave,1,0,H,0,0,D
45,P1,26/09/10,Portimonense,Beira Mar,1,0,H,0,0,D
46,P1,26/09/10,Sp Lisbon,Nacional,1,1,D,0,0,D
47,P1,27/09/10,Setubal,Pacos Ferreira,1,0,H,1,0,H
48,P1,01/10/10,Leiria,Academica,2,1,H,0,1,A
49,P1,02/10/10,Olhanense,Setubal,3,1,H,2,0,H
50,P1,03/10/10,Benfica,Sp Braga,1,0,H,0,0,D
51,P1,03/10/10,Nacional,Portimonense,3,1,H,1,1,D
52,P1,03/10/10,Naval,Pacos Ferreira,1,2,A,1,0,H
53,P1,03/10/10,Rio Ave,Maritimo,0,0,D,0,0,D
54,P1,04/10/10,Beira Mar,Sp Lisbon,1,1,D,1,1,D
55,P1,04/10/10,Guimaraes,Porto,1,1,D,0,1,A
56,P1,22/10/10,Academica,Nacional,2,1,H,2,0,H
57,P1,23/10/10,Pacos Ferreira,Beira Mar,1,1,D,1,0,H
58,P1,23/10/10,Setubal,Guimaraes,2,1,H,2,0,H
59,P1,23/10/10,Sp Braga,Olhanense,3,1,H,0,1,A
60,P1,24/10/10,Maritimo,Naval,1,0,H,0,0,D
61,P1,24/10/10,Portimonense,Benfica,0,1,A,0,0,D
62,P1,24/10/10,Sp Lisbon,Rio Ave,1,0,H,0,0,D
63,P1,25/10/10,Porto,Leiria,5,1,H,3,0,H
64,P1,29/10/10,Benfica,Pacos Ferreira,2,0,H,1,0,H
65,P1,30/10/10,Academica,Porto,0,1,A,0,1,A
66,P1,30/10/10,Rio Ave,Sp Braga,2,0,H,0,0,D
67,P1,31/10/10,Beira Mar,Naval,3,1,H,2,0,H
68,P1,31/10/10,Leiria,Sp Lisbon,1,2,A,1,2,A
69,P1,31/10/10,Nacional,Setubal,1,0,H,1,0,H
70,P1,31/10/10,Olhanense,Maritimo,1,1,D,0,1,A
71,P1,01/11/10,Guimaraes,Portimonense,2,0,H,1,0,H
72,P1,05/11/10,Setubal,Rio Ave,3,3,D,1,2,A
73,P1,06/11/10,Pacos Ferreira,Nacional,0,1,A,0,0,D
74,P1,06/11/10,Portimonense,Academica,2,2,D,0,2,A
75,P1,07/11/10,Maritimo,Leiria,1,1,D,0,0,D
76,P1,07/11/10,Naval,Olhanense,1,1,D,1,0,H
77,P1,07/11/10,Porto,Benfica,5,0,H,3,0,H
78,P1,07/11/10,Sp Braga,Beira Mar,2,3,A,0,1,A
79,P1,08/11/10,Sp Lisbon,Guimaraes,2,3,A,2,0,H
80,P1,12/11/10,Nacional,Maritimo,0,0,D,0,0,D
81,P1,13/11/10,Academica,Sp Lisbon,1,2,A,0,2,A
82,P1,13/11/10,Guimaraes,Sp Braga,2,1,H,1,1,D
83,P1,14/11/10,Benfica,Naval,4,0,H,1,0,H
84,P1,14/11/10,Leiria,Setubal,1,0,H,1,0,H
85,P1,14/11/10,Olhanense,Beira Mar,1,1,D,1,0,H
86,P1,14/11/10,Porto,Portimonense,2,0,H,1,0,H
87,P1,14/11/10,Rio Ave,Pacos Ferreira,3,1,H,2,1,H
88,P1,26/11/10,Setubal,Academica,0,1,A,0,1,A
89,P1,27/11/10,Maritimo,Guimaraes,2,0,H,2,0,H
90,P1,27/11/10,Pacos Ferreira,Olhanense,1,0,H,1,0,H
91,P1,27/11/10,Sp Lisbon,Porto,1,1,D,1,0,H
92,P1,28/11/10,Beira Mar,Benfica,1,3,A,0,1,A
93,P1,28/11/10,Naval,Rio Ave,0,1,A,0,1,A
94,P1,28/11/10,Sp Braga,Nacional,2,0,H,0,0,D
95,P1,29/11/10,Portimonense,Leiria,1,2,A,1,0,H
96,P1,03/12/10,Benfica,Olhanense,2,0,H,1,0,H
97,P1,04/12/10,Guimaraes,Pacos Ferreira,1,1,D,1,0,H
98,P1,04/12/10,Leiria,Sp Braga,3,1,H,2,1,H
99,P1,05/12/10,Portimonense,Sp Lisbon,1,3,A,1,3,A
100,P1,05/12/10,Rio Ave,Beira Mar,1,1,D,0,0,D
101,P1,06/12/10,Porto,Setubal,1,0,H,1,0,H
102,P1,07/12/10,Nacional,Naval,2,1,H,0,1,A
103,P1,08/12/10,Academica,Maritimo,1,5,A,0,1,A
