,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HFKC,AFKC,HC,AC,HY,AY,HR,AR
229,B1,03/03/18,Standard,Mechelen,3,2,H,2,2,D,8,8,6,3,13,16,6,3,2,1,0,0
230,B1,03/03/18,Waasland-Beveren,Genk,0,1,A,0,0,D,9,14,3,7,19,11,2,7,1,3,0,1
231,B1,03/03/18,Waregem,Anderlecht,2,3,A,1,3,A,12,5,6,5,15,24,8,3,1,2,0,0
232,B1,11/03/18,Anderlecht,Antwerp,2,1,H,1,1,D,2,12,2,8,14,26,0,9,0,3,2,0
233,B1,11/03/18,Eupen,Mouscron,4,0,H,0,0,D,15,8,10,2,16,13,16,2,2,4,0,0
234,B1,11/03/18,Genk,Gent,1,2,A,0,1,A,10,8,4,5,13,19,7,3,3,1,0,0
235,B1,11/03/18,Kortrijk,Charleroi,2,0,H,2,0,H,7,13,5,9,19,13,5,5,3,2,0,0
236,B1,11/03/18,Lokeren,Waregem,0,2,A,0,1,A,5,17,2,8,14,26,2,4,0,3,0,0
237,B1,11/03/18,Mechelen,Waasland-Beveren,2,0,H,0,0,D,15,3,8,0,22,19,12,1,3,3,0,0
238,B1,11/03/18,Oostende,Standard,2,3,A,2,0,H,9,23,2,12,32,16,2,4,4,1,0,0
239,B1,11/03/18,St Truiden,Club Brugge,0,1,A,0,0,D,10,10,6,5,20,23,6,8,3,3,0,0
