,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HFKC,AFKC,HC,AC,HY,AY,HR,AR
21,B1,12/08/2018,Charleroi,Anderlecht,1,2,A,1,1,D,13,8,7,5,21.0,20.0,3,3,2,5,0,0
22,B1,12/08/2018,Gent,Waasland-Beveren,4,1,H,1,0,H,19,17,10,7,15.0,5.0,11,3,1,2,0,0
23,B1,12/08/2018,Oostende,Genk,0,2,A,0,0,D,9,15,6,9,18.0,15.0,4,7,3,3,0,0
24,B1,17/08/2018,Anderlecht,Mouscron,2,0,H,1,0,H,16,7,8,3,14.0,22.0,11,5,1,4,1,0
25,B1,18/08/2018,Cercle Brugge,Waregem,3,1,H,1,0,H,8,14,4,6,18.0,18.0,2,13,4,0,0,0
26,B1,18/08/2018,Kortrijk,Oostende,1,2,A,0,1,A,14,6,6,4,20.0,10.0,8,4,3,3,1,0
27,B1,18/08/2018,Lokeren,Standard,0,3,A,0,0,D,5,20,2,14,20.0,9.0,4,5,4,2,0,0
28,B1,18/08/2018,Waasland-Beveren,St Truiden,2,2,D,1,1,D,13,11,7,8,18.0,24.0,2,2,3,3,0,0
29,B1,19/08/2018,Antwerp,Club Brugge,1,1,D,0,0,D,5,9,1,4,27.0,16.0,3,3,3,0,0,0
30,B1,19/08/2018,Eupen,Gent,2,3,A,1,2,A,11,8,4,4,23.0,15.0,6,8,2,5,0,1
31,B1,19/08/2018,Genk,Charleroi,3,1,H,1,1,D,18,12,6,7,12.0,19.0,10,2,0,4,0,0
32,B1,24/08/2018,Oostende,Waregem,3,1,H,1,1,D,7,10,5,3,18.0,21.0,0,4,3,4,0,0
33,B1,25/08/2018,Antwerp,Cercle Brugge,1,0,H,0,0,D,8,10,6,5,14.0,13.0,3,3,3,4,1,0
34,B1,25/08/2018,Charleroi,Kortrijk,0,2,A,0,1,A,7,8,1,4,12.0,19.0,8,1,0,5,0,0
35,B1,25/08/2018,Mouscron,Eupen,0,1,A,0,1,A,12,7,5,4,16.0,22.0,10,5,1,4,0,0
36,B1,25/08/2018,Standard,St Truiden,3,2,H,1,1,D,20,9,9,7,19.0,14.0,9,1,3,3,0,0
37,B1,26/08/2018,Club Brugge,Anderlecht,2,1,H,2,1,H,11,10,9,1,24.0,16.0,7,2,2,2,0,0
38,B1,26/08/2018,Genk,Waasland-Beveren,3,2,H,1,0,H,13,13,6,7,21.0,14.0,10,5,2,4,0,0
39,B1,26/08/2018,Gent,Lokeren,2,1,H,0,0,D,16,7,6,5,8.0,21.0,19,4,1,0,0,0
40,B1,31/08/2018,Waregem,Club Brugge,2,5,A,0,3,A,19,23,7,13,27.0,23.0,2,6,5,1,0,0
41,B1,01/09/2018,Charleroi,Mouscron,3,1,H,2,0,H,12,5,9,1,17.0,14.0,4,5,2,6,0,0
42,B1,01/09/2018,Eupen,Standard,2,1,H,0,1,A,10,5,5,3,11.0,2.0,2,5,1,2,0,0
43,B1,01/09/2018,Lokeren,Waasland-Beveren,1,0,H,0,0,D,7,10,5,5,12.0,21.0,5,5,1,4,0,0
44,B1,01/09/2018,St Truiden,Oostende,1,0,H,0,0,D,13,6,5,3,18.0,14.0,6,3,2,2,0,0
45,B1,02/09/2018,Anderlecht,Antwerp,1,1,D,1,0,H,9,9,4,2,18.0,19.0,4,5,1,3,0,0
46,B1,02/09/2018,Cercle Brugge,Gent,0,3,A,0,1,A,1,8,0,7,17.0,17.0,7,5,4,3,0,0
47,B1,02/09/2018,Kortrijk,Genk,3,3,D,0,0,D,8,17,6,11,13.0,3.0,5,6,3,2,0,1
48,B1,14/09/2018,Club Brugge,Lokeren,2,1,H,0,1,A,13,4,7,2,23.0,19.0,9,5,2,5,0,0
49,B1,15/09/2018,Genk,Anderlecht,1,0,H,0,0,D,12,13,5,5,18.0,18.0,9,5,3,1,0,0
50,B1,15/09/2018,Oostende,Cercle Brugge,1,1,D,0,0,D,12,11,6,7,11.0,20.0,6,7,3,2,0,0
51,B1,15/09/2018,Standard,Charleroi,0,0,D,0,0,D,8,10,6,4,15.0,18.0,5,9,3,4,1,0
52,B1,15/09/2018,Waasland-Beveren,Eupen,0,0,D,0,0,D,15,7,6,3,18.0,23.0,2,7,4,2,0,0
53,B1,16/09/2018,Antwerp,Waregem,5,1,H,3,0,H,15,5,6,2,17.0,10.0,4,1,2,0,0,1
54,B1,16/09/2018,Gent,St Truiden,1,2,A,0,1,A,15,10,5,6,12.0,22.0,12,1,1,4,0,1
55,B1,16/09/2018,Mouscron,Kortrijk,1,0,H,1,0,H,14,8,5,3,16.0,15.0,6,10,1,0,0,0
56,B1,21/09/2018,Waregem,Kortrijk,0,2,A,0,0,D,9,9,5,4,15.0,17.0,3,2,1,2,0,0
57,B1,22/09/2018,Eupen,Oostende,1,2,A,0,1,A,6,6,3,3,17.0,16.0,6,2,4,2,0,0
58,B1,22/09/2018,Lokeren,Mouscron,0,0,D,0,0,D,7,13,1,6,16.0,16.0,3,11,2,2,0,0
59,B1,22/09/2018,St Truiden,Antwerp,2,0,H,0,0,D,12,9,5,3,12.0,15.0,3,9,2,2,0,0
60,B1,22/09/2018,Waasland-Beveren,Charleroi,1,1,D,0,1,A,13,9,4,5,25.0,11.0,3,5,4,1,0,2
61,B1,23/09/2018,Anderlecht,Standard,2,1,H,0,1,A,13,7,7,3,14.0,19.0,10,4,2,2,0,0
62,B1,23/09/2018,Cercle Brugge,Genk,2,5,A,1,2,A,7,15,3,7,7.0,5.0,1,4,2,2,0,0
63,B1,23/09/2018,Gent,Club Brugge,0,4,A,0,1,A,19,11,7,8,18.0,18.0,9,3,1,3,0,0
64,B1,28/09/2018,Kortrijk,Eupen,1,3,A,1,2,A,14,6,6,3,9.0,11.0,8,1,2,2,0,0
65,B1,29/09/2018,Charleroi,Lokeren,2,1,H,0,0,D,9,3,3,1,11.0,11.0,3,2,0,3,0,0
66,B1,29/09/2018,Club Brugge,Cercle Brugge,4,0,H,2,0,H,14,3,5,0,18.0,15.0,8,7,2,6,0,0
67,B1,29/09/2018,Genk,Waregem,4,0,H,2,0,H,29,3,17,1,11.0,9.0,12,2,0,4,0,0
68,B1,29/09/2018,Mouscron,Waasland-Beveren,0,3,A,0,2,A,10,9,4,5,16.0,15.0,6,2,2,3,0,0
69,B1,30/09/2018,Anderlecht,St Truiden,0,0,D,0,0,D,21,2,7,0,17.0,11.0,11,0,1,0,0,1
70,B1,30/09/2018,Antwerp,Gent,2,2,D,1,2,A,9,8,7,7,16.0,13.0,8,4,4,2,0,0
71,B1,30/09/2018,Oostende,Standard,1,3,A,0,1,A,10,5,5,3,25.0,19.0,6,0,3,2,0,0
72,B1,05/10/2018,Cercle Brugge,Charleroi,2,1,H,1,1,D,3,6,2,4,11.0,13.0,3,5,3,2,0,0
73,B1,06/10/2018,Eupen,Antwerp,1,2,A,1,0,H,10,11,4,8,17.0,18.0,0,8,2,2,0,0
74,B1,06/10/2018,Lokeren,Kortrijk,1,3,A,1,0,H,9,15,4,7,13.0,14.0,5,5,1,2,0,0
75,B1,06/10/2018,St Truiden,Mouscron,3,1,H,1,1,D,13,15,8,6,12.0,15.0,5,4,0,6,0,2
76,B1,06/10/2018,Waasland-Beveren,Oostende,1,1,D,0,0,D,7,9,5,3,19.0,26.0,4,2,4,4,0,0
77,B1,07/10/2018,Gent,Genk,1,5,A,1,3,A,10,13,5,8,11.0,16.0,4,13,4,0,1,0
78,B1,07/10/2018,Standard,Club Brugge,3,1,H,1,0,H,18,6,8,3,12.0,13.0,6,1,0,2,0,0
79,B1,07/10/2018,Waregem,Anderlecht,1,2,A,0,1,A,9,11,3,6,17.0,21.0,10,2,1,4,0,0
80,B1,19/10/2018,Club Brugge,Waasland-Beveren,1,1,D,0,0,D,19,6,8,1,11.0,14.0,6,4,0,1,0,0
81,B1,20/10/2018,Antwerp,Lokeren,2,1,H,1,0,H,17,5,9,2,18.0,21.0,9,2,3,4,0,1
82,B1,20/10/2018,Genk,Eupen,2,1,H,1,0,H,26,9,10,4,9.0,15.0,13,5,1,4,0,0
83,B1,20/10/2018,Kortrijk,St Truiden,3,1,H,2,1,H,16,10,7,7,14.0,8.0,5,5,1,0,0,0
84,B1,20/10/2018,Mouscron,Standard,0,0,D,0,0,D,8,13,2,5,9.0,16.0,4,8,0,0,0,0
85,B1,21/10/2018,Anderlecht,Cercle Brugge,4,2,H,2,0,H,12,7,7,4,17.0,23.0,7,4,2,4,0,0
86,B1,21/10/2018,Charleroi,Waregem,3,2,H,1,0,H,11,9,8,4,10.0,10.0,2,6,2,3,0,0
87,B1,21/10/2018,Oostende,Gent,0,4,A,0,2,A,8,14,4,11,18.0,18.0,5,4,4,1,0,0
88,B1,26/10/2018,Gent,Charleroi,2,1,H,1,1,D,12,6,6,4,16.0,23.0,7,2,2,4,0,0
89,B1,27/10/2018,Cercle Brugge,Kortrijk,1,1,D,0,1,A,7,14,2,8,17.0,12.0,6,10,1,1,0,0
90,B1,27/10/2018,Lokeren,Oostende,0,0,D,0,0,D,9,16,3,10,16.0,12.0,3,7,1,1,0,0
91,B1,27/10/2018,St Truiden,Club Brugge,2,2,D,1,2,A,9,8,4,5,10.0,15.0,6,2,2,1,0,0
92,B1,27/10/2018,Waregem,Mouscron,2,2,D,2,1,H,8,12,6,4,11.0,19.0,8,3,2,2,0,0
93,B1,28/10/2018,Eupen,Anderlecht,2,1,H,2,0,H,5,9,5,5,19.0,13.0,4,12,2,1,0,0
94,B1,28/10/2018,Standard,Genk,1,1,D,0,0,D,11,12,6,6,16.0,19.0,5,4,2,2,0,0
95,B1,28/10/2018,Waasland-Beveren,Antwerp,0,1,A,0,0,D,15,13,6,6,19.0,7.0,5,8,2,1,0,0
96,B1,30/10/2018,Charleroi,St Truiden,1,0,H,0,0,D,14,9,8,4,7.0,16.0,6,2,1,2,0,0
97,B1,30/10/2018,Club Brugge,Oostende,4,0,H,3,0,H,15,11,9,6,9.0,21.0,8,2,1,4,0,0
98,B1,30/10/2018,Mouscron,Gent,3,1,H,2,0,H,17,18,9,7,25.0,9.0,6,4,2,0,0,0
99,B1,31/10/2018,Antwerp,Genk,2,4,A,2,0,H,12,18,8,12,15.0,12.0,5,6,3,3,0,0
100,B1,31/10/2018,Eupen,Cercle Brugge,2,0,H,0,0,D,12,6,6,5,17.0,19.0,7,5,2,3,0,0
101,B1,31/10/2018,Kortrijk,Waasland-Beveren,2,2,D,2,0,H,16,9,10,5,15.0,11.0,9,5,2,2,0,0
102,B1,01/11/2018,Anderlecht,Lokeren,1,1,D,0,0,D,11,5,4,3,15.0,19.0,5,4,0,1,0,0
103,B1,01/11/2018,Waregem,Standard,3,1,H,1,1,D,12,6,10,5,12.0,16.0,6,8,2,2,1,0
104,B1,02/11/2018,Oostende,Charleroi,2,1,H,1,0,H,8,12,4,3,21.0,14.0,3,6,3,1,0,0
105,B1,03/11/2018,Cercle Brugge,Mouscron,2,1,H,0,1,A,12,3,8,1,20.0,11.0,9,3,2,2,0,1
106,B1,03/11/2018,Genk,Club Brugge,1,1,D,1,0,H,6,12,3,4,9.0,20.0,4,3,0,2,0,0
107,B1,03/11/2018,Gent,Kortrijk,3,1,H,0,1,A,9,7,5,4,21.0,20.0,5,4,1,4,0,0
108,B1,04/11/2018,Lokeren,Eupen,2,0,H,2,0,H,9,9,6,4,16.0,12.0,2,9,0,0,0,0
109,B1,04/11/2018,St Truiden,Waregem,2,1,H,0,1,A,12,6,6,3,11.0,19.0,1,6,3,2,0,1
110,B1,04/11/2018,Standard,Antwerp,0,2,A,0,1,A,8,5,2,2,12.0,19.0,2,2,2,5,0,0
111,B1,04/11/2018,Waasland-Beveren,Anderlecht,1,2,A,0,1,A,6,7,4,4,23.0,26.0,3,2,7,4,1,1
112,B1,09/11/2018,Antwerp,Oostende,2,0,H,1,0,H,19,7,9,5,20.0,13.0,9,4,3,2,0,1
113,B1,10/11/2018,Cercle Brugge,Waasland-Beveren,2,0,H,1,0,H,8,5,4,1,15.0,19.0,6,3,0,2,0,0
114,B1,10/11/2018,Charleroi,Club Brugge,2,1,H,1,1,D,7,5,6,4,15.0,17.0,4,5,1,1,0,0
115,B1,10/11/2018,Eupen,St Truiden,1,4,A,0,2,A,7,6,2,6,20.0,18.0,5,3,3,2,0,0
116,B1,10/11/2018,Waregem,Lokeren,2,0,H,0,0,D,8,1,4,0,14.0,18.0,4,7,2,6,0,0
117,B1,11/11/2018,Anderlecht,Gent,2,0,H,1,0,H,19,15,11,5,20.0,18.0,7,4,1,2,0,2
118,B1,11/11/2018,Kortrijk,Standard,0,2,A,0,1,A,12,9,4,7,12.0,14.0,5,2,3,4,0,0
119,B1,11/11/2018,Mouscron,Genk,0,0,D,0,0,D,11,15,3,8,20.0,20.0,5,2,3,4,0,0
120,B1,23/11/2018,Club Brugge,Waregem,1,3,A,0,2,A,9,7,3,3,16.0,19.0,5,2,0,1,0,0
121,B1,24/11/2018,Genk,Cercle Brugge,1,2,A,0,2,A,14,3,5,2,10.0,20.0,12,4,0,5,0,1
122,B1,24/11/2018,Oostende,Kortrijk,1,2,A,1,1,D,11,10,6,6,9.0,13.0,2,11,1,1,0,0
123,B1,24/11/2018,Standard,Eupen,3,0,H,2,0,H,11,2,6,1,16.0,22.0,5,4,2,2,0,0
124,B1,24/11/2018,Waasland-Beveren,Mouscron,1,2,A,0,1,A,12,13,5,7,20.0,16.0,3,7,2,4,0,0
125,B1,25/11/2018,Gent,Antwerp,0,0,D,0,0,D,9,5,2,1,16.0,16.0,2,2,1,5,0,0
126,B1,25/11/2018,Lokeren,Charleroi,2,4,A,1,1,D,12,14,7,10,13.0,12.0,0,6,0,1,0,0
127,B1,25/11/2018,St Truiden,Anderlecht,4,2,H,1,1,D,10,8,6,4,15.0,12.0,3,2,3,3,0,0
128,B1,30/11/2018,Lokeren,Gent,2,2,D,1,0,H,11,14,5,8,13.0,16.0,3,10,1,2,0,0
129,B1,01/12/2018,Antwerp,St Truiden,1,3,A,1,2,A,9,10,4,4,16.0,13.0,9,7,2,4,0,0
130,B1,01/12/2018,Charleroi,Cercle Brugge,3,1,H,1,0,H,15,4,7,1,19.0,16.0,2,3,2,3,0,0
131,B1,01/12/2018,Kortrijk,Mouscron,1,0,H,1,0,H,5,8,3,5,20.0,14.0,2,4,3,2,0,0
132,B1,01/12/2018,Waregem,Oostende,1,1,D,1,0,H,7,8,2,4,13.0,21.0,6,4,2,2,0,0
133,B1,02/12/2018,Anderlecht,Genk,0,1,A,0,0,D,10,6,4,2,21.0,24.0,3,1,4,2,0,0
134,B1,02/12/2018,Club Brugge,Standard,3,0,H,3,0,H,11,3,8,1,15.0,21.0,5,5,2,4,0,1
135,B1,02/12/2018,Eupen,Waasland-Beveren,1,0,H,1,0,H,16,8,6,6,14.0,20.0,8,5,2,3,0,0
136,B1,07/12/2018,Waasland-Beveren,Club Brugge,2,1,H,0,0,D,9,10,4,6,14.0,14.0,7,4,2,4,0,1
137,B1,08/12/2018,Genk,Kortrijk,1,1,D,1,1,D,19,8,6,4,8.0,20.0,4,2,2,5,0,0
138,B1,08/12/2018,Mouscron,Waregem,0,0,D,0,0,D,1,9,0,4,22.0,17.0,5,5,2,1,1,0
139,B1,08/12/2018,Oostende,Lokeren,1,0,H,0,0,D,5,8,5,2,17.0,12.0,1,4,1,2,0,0
140,B1,08/12/2018,St Truiden,Standard,1,1,D,1,0,H,15,14,8,6,15.0,15.0,3,13,3,1,0,0
141,B1,09/12/2018,Anderlecht,Charleroi,1,1,D,0,0,D,12,7,6,4,19.0,11.0,6,3,4,2,0,0
142,B1,09/12/2018,Cercle Brugge,Antwerp,0,3,A,0,2,A,8,7,4,5,17.0,21.0,6,6,4,4,0,0
143,B1,09/12/2018,Gent,Eupen,2,0,H,1,0,H,13,9,6,4,20.0,13.0,7,6,2,3,0,1
144,B1,14/12/2018,Charleroi,Gent,2,0,H,0,0,D,6,7,4,4,12.0,14.0,1,4,2,4,0,0
145,B1,15/12/2018,Antwerp,Waasland-Beveren,0,2,A,0,0,D,13,4,3,3,10.0,21.0,13,6,4,4,0,0
146,B1,15/12/2018,Eupen,Mouscron,1,0,H,0,0,D,6,10,6,3,16.0,21.0,4,1,1,4,0,0
147,B1,15/12/2018,Kortrijk,Club Brugge,0,0,D,0,0,D,8,10,3,7,14.0,18.0,6,5,5,3,0,0
148,B1,15/12/2018,Lokeren,St Truiden,2,0,H,1,0,H,9,8,5,6,16.0,7.0,4,7,2,1,0,0
149,B1,16/12/2018,Cercle Brugge,Anderlecht,2,1,H,1,1,D,14,4,7,1,19.0,17.0,11,2,4,4,1,0
150,B1,16/12/2018,Genk,Oostende,2,0,H,1,0,H,22,3,10,2,6.0,12.0,13,3,0,2,0,0
151,B1,16/12/2018,Standard,Waregem,4,1,H,2,0,H,11,6,9,3,12.0,10.0,8,1,1,5,0,1
152,B1,21/12/2018,Gent,Cercle Brugge,4,1,H,2,0,H,17,13,9,4,8.0,13.0,5,4,0,3,0,0
153,B1,22/12/2018,Mouscron,Anderlecht,3,1,H,2,0,H,13,7,7,4,17.0,13.0,4,3,3,3,0,0
154,B1,22/12/2018,St Truiden,Kortrijk,0,0,D,0,0,D,10,7,2,6,12.0,16.0,3,3,1,1,0,0
155,B1,22/12/2018,Standard,Oostende,3,1,H,3,0,H,10,9,6,4,10.0,15.0,9,8,2,1,0,0
156,B1,22/12/2018,Waasland-Beveren,Lokeren,2,1,H,1,0,H,8,6,5,4,15.0,16.0,5,5,1,1,0,0
157,B1,23/12/2018,Club Brugge,Antwerp,5,1,H,2,0,H,8,6,6,2,,,3,2,1,5,0,0
158,B1,23/12/2018,Eupen,Genk,0,2,A,0,2,A,9,8,3,4,,,7,7,1,1,0,0
159,B1,23/12/2018,Waregem,Charleroi,3,1,H,2,1,H,15,9,5,7,16.0,19.0,5,3,1,1,0,0
160,B1,26/12/2018,Antwerp,Mouscron,2,1,H,1,0,H,8,9,8,3,17.0,10.0,6,5,4,4,0,0
161,B1,26/12/2018,Cercle Brugge,Eupen,0,1,A,0,1,A,7,8,4,2,30.0,19.0,1,0,4,3,0,0
162,B1,26/12/2018,Charleroi,Standard,0,1,A,0,1,A,14,6,4,4,13.0,21.0,2,9,6,7,0,0
163,B1,26/12/2018,Genk,Gent,3,1,H,1,1,D,17,10,9,4,9.0,15.0,2,5,0,2,0,1
164,B1,26/12/2018,Kortrijk,Waregem,4,2,H,0,1,A,11,10,8,6,14.0,21.0,6,6,3,2,0,0
165,B1,26/12/2018,Oostende,St Truiden,1,1,D,1,1,D,10,3,5,3,19.0,9.0,3,4,3,4,0,0
166,B1,27/12/2018,Anderlecht,Waasland-Beveren,3,0,H,1,0,H,15,7,7,5,14.0,11.0,2,3,2,2,0,0
167,B1,27/12/2018,Lokeren,Club Brugge,0,1,A,0,0,D,8,8,3,6,18.0,15.0,4,5,2,1,0,0
168,B1,18/01/2019,St Truiden,Genk,2,3,A,1,1,D,7,11,5,8,19.0,25.0,2,5,1,4,0,0
169,B1,19/01/2019,Eupen,Lokeren,4,1,H,2,0,H,14,7,11,4,10.0,12.0,7,8,1,1,0,0
170,B1,19/01/2019,Standard,Kortrijk,2,1,H,0,1,A,19,8,8,4,21.0,15.0,10,3,2,3,0,0
171,B1,19/01/2019,Waasland-Beveren,Cercle Brugge,1,1,D,0,0,D,11,16,3,10,15.0,20.0,4,5,0,1,1,0
172,B1,19/01/2019,Waregem,Antwerp,1,2,A,0,1,A,11,7,3,7,15.0,23.0,10,4,0,3,0,0
173,B1,20/01/2019,Club Brugge,Charleroi,0,1,A,0,1,A,8,6,4,3,20.0,21.0,4,6,4,2,0,0
174,B1,20/01/2019,Gent,Anderlecht,1,0,H,0,0,D,12,8,5,4,21.0,16.0,6,6,2,4,0,1
175,B1,20/01/2019,Mouscron,Oostende,2,1,H,1,1,D,15,10,5,5,16.0,19.0,7,3,4,1,0,0
176,B1,25/01/2019,Antwerp,Standard,1,1,D,0,0,D,8,12,4,3,16.0,23.0,1,3,4,3,1,0
177,B1,26/01/2019,Cercle Brugge,St Truiden,1,2,A,1,1,D,6,8,2,7,19.0,17.0,5,7,4,1,0,0
178,B1,26/01/2019,Charleroi,Waasland-Beveren,2,2,D,1,2,A,19,5,10,2,14.0,20.0,9,0,2,4,1,0
179,B1,26/01/2019,Genk,Mouscron,1,2,A,0,1,A,8,9,2,3,11.0,22.0,12,3,1,6,0,0
180,B1,26/01/2019,Lokeren,Waregem,0,3,A,0,2,A,6,8,4,6,17.0,18.0,1,3,3,3,0,0
181,B1,27/01/2019,Anderlecht,Eupen,2,1,H,0,1,A,16,3,10,2,19.0,12.0,4,5,1,1,0,0
182,B1,27/01/2019,Kortrijk,Gent,1,2,A,1,1,D,9,10,5,5,18.0,19.0,11,2,3,2,0,0
183,B1,27/01/2019,Oostende,Club Brugge,1,2,A,1,0,H,4,14,2,6,22.0,24.0,3,7,3,5,0,1
184,B1,01/02/2019,Mouscron,Charleroi,3,0,H,1,0,H,12,7,7,5,19.0,17.0,6,2,1,2,0,0
185,B1,02/02/2019,Kortrijk,Lokeren,2,1,H,1,0,H,11,5,5,3,21.0,19.0,10,4,2,1,0,0
186,B1,02/02/2019,Oostende,Antwerp,0,2,A,0,1,A,8,18,4,7,16.0,22.0,5,5,3,4,0,0
187,B1,02/02/2019,Waasland-Beveren,Genk,1,2,A,1,0,H,8,18,5,9,17.0,13.0,2,11,4,1,0,0
188,B1,02/02/2019,Waregem,Cercle Brugge,3,2,H,2,1,H,7,15,5,10,11.0,20.0,4,4,0,4,0,1
189,B1,03/02/2019,Club Brugge,Gent,1,1,D,0,1,A,14,8,9,4,19.0,21.0,10,9,3,5,1,1
190,B1,03/02/2019,St Truiden,Eupen,4,1,H,2,1,H,14,9,5,3,12.0,20.0,4,9,2,3,0,0
191,B1,03/02/2019,Standard,Anderlecht,2,1,H,1,1,D,13,6,8,5,21.0,21.0,1,2,4,2,0,0
192,B1,08/02/2019,Genk,Standard,2,0,H,0,0,D,18,9,11,1,13.0,12.0,5,3,1,3,0,0
193,B1,09/02/2019,Charleroi,Oostende,1,1,D,0,0,D,20,7,7,4,15.0,24.0,10,1,1,4,0,0
194,B1,09/02/2019,Eupen,Kortrijk,0,1,A,0,1,A,7,7,2,4,10.0,17.0,6,7,1,1,0,0
195,B1,09/02/2019,Lokeren,Antwerp,2,1,H,1,0,H,10,14,7,8,12.0,21.0,3,7,3,0,0,0
196,B1,09/02/2019,St Truiden,Waasland-Beveren,2,1,H,1,1,D,13,4,6,3,17.0,14.0,7,5,0,2,0,0
197,B1,10/02/2019,Anderlecht,Waregem,0,0,D,0,0,D,9,6,4,3,14.0,21.0,6,6,1,2,0,0
198,B1,10/02/2019,Cercle Brugge,Club Brugge,2,2,D,1,2,A,3,12,2,7,21.0,17.0,2,10,4,4,1,0
199,B1,10/02/2019,Gent,Mouscron,1,2,A,0,1,A,11,12,10,5,15.0,25.0,9,4,0,5,0,1
200,B1,15/02/2019,Standard,Lokeren,3,1,H,2,0,H,14,13,13,9,10.0,8.0,9,5,0,0,0,0
201,B1,16/02/2019,Kortrijk,Charleroi,1,2,A,0,0,D,9,8,5,7,20.0,17.0,7,1,6,2,0,0
202,B1,16/02/2019,Oostende,Eupen,1,1,D,1,0,H,12,9,7,4,27.0,18.0,4,5,2,2,0,1
203,B1,16/02/2019,Waasland-Beveren,Gent,2,1,H,1,0,H,9,17,3,11,18.0,26.0,2,6,5,3,1,0
204,B1,16/02/2019,Waregem,St Truiden,1,1,D,0,0,D,14,7,9,3,18.0,15.0,7,5,3,1,0,0
205,B1,17/02/2019,Antwerp,Anderlecht,0,1,A,0,0,D,7,3,2,2,24.0,20.0,6,7,4,1,0,0
206,B1,17/02/2019,Club Brugge,Genk,3,1,H,2,0,H,8,6,6,6,25.0,23.0,5,4,0,0,0,0
207,B1,17/02/2019,Mouscron,Cercle Brugge,3,0,H,0,0,D,13,3,6,3,16.0,17.0,1,3,2,3,0,0
208,B1,22/02/2019,Gent,Standard,2,1,H,2,0,H,14,9,8,5,18.0,13.0,3,4,2,5,0,0
209,B1,23/02/2019,Cercle Brugge,Oostende,2,2,D,0,0,D,13,13,6,6,15.0,14.0,9,1,1,2,0,1
210,B1,23/02/2019,Eupen,Waregem,2,3,A,1,1,D,11,20,5,9,25.0,15.0,7,9,3,3,0,1
211,B1,23/02/2019,Mouscron,Lokeren,1,0,H,0,0,D,9,6,2,3,16.0,14.0,10,2,2,0,0,0
212,B1,23/02/2019,Waasland-Beveren,Kortrijk,2,6,A,0,2,A,4,13,2,9,19.0,19.0,5,4,0,4,0,0
213,B1,24/02/2019,Anderlecht,Club Brugge,2,2,D,1,1,D,13,8,9,5,15.0,16.0,7,4,1,3,0,0
214,B1,24/02/2019,Genk,Antwerp,0,0,D,0,0,D,14,7,7,3,15.0,17.0,10,2,2,5,0,0
