,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
0,B1,29/07/16,Mechelen,Club Brugge,0,2,A,0,2,A
1,B1,30/07/16,Charleroi,Waasland-Beveren,1,0,H,0,0,D
2,B1,30/07/16,Mouscron,Anderlecht,1,2,A,1,0,H
3,B1,30/07/16,St Truiden,Lokeren,1,0,H,0,0,D
4,B1,30/07/16,Waregem,Eupen,3,0,H,0,0,D
5,B1,31/07/16,Genk,Oostende,2,1,H,0,0,D
6,B1,31/07/16,Kortrijk,Gent,1,1,D,1,0,H
7,B1,31/07/16,Westerlo,Standard,2,2,D,2,1,H
8,B1,05/08/16,Oostende,Club Brugge,1,0,H,0,0,D
9,B1,06/08/16,Eupen,Mechelen,0,2,A,0,1,A
10,B1,06/08/16,Mouscron,Charleroi,0,1,A,0,1,A
11,B1,06/08/16,Standard,St Truiden,2,0,H,2,0,H
12,B1,06/08/16,Waasland-Beveren,Waregem,0,2,A,0,1,A
13,B1,07/08/16,Anderlecht,Kortrijk,5,1,H,1,1,D
14,B1,07/08/16,Gent,Genk,1,0,H,0,0,D
15,B1,07/08/16,Lokeren,Westerlo,3,0,H,2,0,H
16,B1,12/08/16,St Truiden,Anderlecht,0,0,D,0,0,D
17,B1,13/08/16,Charleroi,Gent,1,1,D,0,0,D
18,B1,13/08/16,Genk,Waasland-Beveren,2,2,D,1,2,A
19,B1,13/08/16,Mechelen,Kortrijk,0,0,D,0,0,D
20,B1,13/08/16,Westerlo,Eupen,1,2,A,0,1,A
21,B1,14/08/16,Club Brugge,Lokeren,1,0,H,1,0,H
22,B1,14/08/16,Oostende,Mouscron,2,1,H,0,1,A
23,B1,14/08/16,Waregem,Standard,1,0,H,1,0,H
24,B1,19/08/16,Standard,Charleroi,0,0,D,0,0,D
25,B1,20/08/16,Kortrijk,Club Brugge,2,1,H,2,1,H
26,B1,20/08/16,Mouscron,St Truiden,2,1,H,0,0,D
27,B1,20/08/16,Waasland-Beveren,Mechelen,2,2,D,2,1,H
28,B1,20/08/16,Waregem,Oostende,1,1,D,0,1,A
29,B1,21/08/16,Eupen,Anderlecht,2,2,D,1,1,D
30,B1,21/08/16,Gent,Westerlo,4,2,H,0,1,A
31,B1,21/08/16,Lokeren,Genk,0,3,A,0,2,A
32,B1,26/08/16,Charleroi,Eupen,3,2,H,3,1,H
33,B1,27/08/16,Lokeren,Mouscron,2,1,H,1,0,H
34,B1,27/08/16,Oostende,Waasland-Beveren,2,1,H,2,0,H
35,B1,27/08/16,St Truiden,Kortrijk,1,2,A,0,1,A
36,B1,27/08/16,Westerlo,Mechelen,1,2,A,1,1,D
37,B1,28/08/16,Anderlecht,Gent,2,2,D,1,1,D
38,B1,28/08/16,Club Brugge,Standard,2,2,D,0,1,A
39,B1,28/08/16,Genk,Waregem,1,0,H,0,0,D
40,B1,09/09/16,Waasland-Beveren,Club Brugge,1,0,H,0,0,D
41,B1,10/09/16,Eupen,Oostende,2,1,H,0,0,D
42,B1,10/09/16,Kortrijk,Westerlo,4,1,H,3,0,H
43,B1,10/09/16,Mechelen,St Truiden,2,0,H,1,0,H
44,B1,10/09/16,Mouscron,Waregem,1,5,A,1,2,A
45,B1,11/09/16,Anderlecht,Charleroi,3,2,H,0,1,A
46,B1,11/09/16,Gent,Lokeren,3,0,H,1,0,H
47,B1,11/09/16,Standard,Genk,2,0,H,1,0,H
48,B1,16/09/16,Charleroi,Mechelen,0,0,D,0,0,D
49,B1,17/09/16,Club Brugge,Eupen,3,2,H,1,1,D
50,B1,17/09/16,St Truiden,Waasland-Beveren,4,1,H,0,1,A
51,B1,17/09/16,Waregem,Kortrijk,2,1,H,1,1,D
52,B1,17/09/16,Westerlo,Mouscron,1,3,A,1,2,A
53,B1,18/09/16,Genk,Anderlecht,0,2,A,0,0,D
54,B1,18/09/16,Lokeren,Standard,0,1,A,0,0,D
55,B1,18/09/16,Oostende,Gent,1,0,H,0,0,D
56,B1,23/09/16,Mouscron,Club Brugge,0,3,A,0,1,A
57,B1,24/09/16,Charleroi,Oostende,2,1,H,1,0,H
58,B1,24/09/16,Gent,St Truiden,2,1,H,0,0,D
59,B1,24/09/16,Mechelen,Waregem,2,3,A,2,0,H
60,B1,24/09/16,Waasland-Beveren,Lokeren,1,1,D,0,0,D
61,B1,25/09/16,Anderlecht,Westerlo,1,2,A,0,0,D
62,B1,25/09/16,Kortrijk,Genk,4,1,H,2,0,H
63,B1,25/09/16,Standard,Eupen,3,0,H,1,0,H
64,B1,30/09/16,Oostende,St Truiden,2,2,D,2,1,H
65,B1,01/10/16,Eupen,Mouscron,1,4,A,1,2,A
66,B1,01/10/16,Lokeren,Kortrijk,2,1,H,0,0,D
67,B1,01/10/16,Waregem,Charleroi,1,1,D,1,0,H
68,B1,01/10/16,Westerlo,Waasland-Beveren,1,0,H,0,0,D
69,B1,02/10/16,Club Brugge,Gent,1,0,H,1,0,H
70,B1,02/10/16,Genk,Mechelen,2,1,H,1,1,D
71,B1,02/10/16,Standard,Anderlecht,0,1,A,0,0,D
72,B1,14/10/16,Charleroi,Club Brugge,1,0,H,0,0,D
73,B1,15/10/16,Kortrijk,Standard,3,3,D,3,3,D
74,B1,15/10/16,Mouscron,Genk,2,2,D,2,1,H
75,B1,15/10/16,St Truiden,Westerlo,2,2,D,1,1,D
76,B1,15/10/16,Waasland-Beveren,Eupen,4,2,H,1,0,H
77,B1,16/10/16,Anderlecht,Lokeren,1,0,H,0,0,D
78,B1,16/10/16,Gent,Waregem,3,0,H,0,0,D
79,B1,16/10/16,Mechelen,Oostende,2,3,A,1,1,D
80,B1,21/10/16,Oostende,Kortrijk,2,2,D,0,1,A
81,B1,22/10/16,Mechelen,Mouscron,2,0,H,0,0,D
82,B1,22/10/16,Waregem,Lokeren,2,0,H,1,0,H
83,B1,22/10/16,Westerlo,Charleroi,0,0,D,0,0,D
84,B1,23/10/16,Club Brugge,Anderlecht,2,1,H,1,0,H
85,B1,23/10/16,Eupen,Gent,3,2,H,0,1,A
86,B1,23/10/16,Genk,St Truiden,1,0,H,0,0,D
87,B1,23/10/16,Standard,Waasland-Beveren,5,0,H,3,0,H
88,B1,25/10/16,Lokeren,Oostende,1,2,A,0,1,A
89,B1,26/10/16,Anderlecht,Mechelen,2,0,H,1,0,H
90,B1,26/10/16,Charleroi,Genk,2,1,H,1,1,D
91,B1,26/10/16,Club Brugge,Westerlo,4,0,H,2,0,H
92,B1,26/10/16,Kortrijk,Eupen,1,1,D,1,0,H
93,B1,26/10/16,St Truiden,Waregem,0,2,A,0,2,A
94,B1,27/10/16,Gent,Standard,1,0,H,0,0,D
95,B1,27/10/16,Waasland-Beveren,Mouscron,0,0,D,0,0,D
96,B1,29/10/16,Eupen,Lokeren,2,2,D,1,1,D
97,B1,29/10/16,Genk,Westerlo,2,1,H,0,0,D
98,B1,29/10/16,St Truiden,Charleroi,2,2,D,1,1,D
99,B1,29/10/16,Waregem,Club Brugge,0,0,D,0,0,D
100,B1,30/10/16,Mechelen,Gent,2,0,H,0,0,D
101,B1,30/10/16,Mouscron,Kortrijk,0,1,A,0,0,D
102,B1,30/10/16,Oostende,Standard,3,1,H,2,0,H
103,B1,30/10/16,Waasland-Beveren,Anderlecht,2,1,H,2,1,H
104,B1,04/11/16,Kortrijk,Charleroi,2,1,H,0,0,D
105,B1,05/11/16,Eupen,St Truiden,4,2,H,0,1,A
106,B1,05/11/16,Lokeren,Mechelen,0,0,D,0,0,D
107,B1,05/11/16,Westerlo,Waregem,1,2,A,1,1,D
108,B1,06/11/16,Anderlecht,Oostende,1,1,D,0,0,D
109,B1,06/11/16,Club Brugge,Genk,1,1,D,0,0,D
110,B1,06/11/16,Gent,Waasland-Beveren,2,0,H,1,0,H
111,B1,06/11/16,Standard,Mouscron,2,1,H,0,0,D
112,B1,18/11/16,St Truiden,Club Brugge,0,1,A,0,0,D
113,B1,19/11/16,Genk,Eupen,2,0,H,2,0,H
