,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
0,B1,30/07/10,Standard,Waregem,1,1,D,0,1,A
1,B1,31/07/10,Anderlecht,Eupen,4,1,H,0,1,A
2,B1,31/07/10,Kortrijk,Club Brugge,1,0,H,0,0,D
3,B1,31/07/10,Mechelen,Lokeren,2,0,H,0,0,D
4,B1,31/07/10,St Truiden,Lierse,1,0,H,1,0,H
5,B1,31/07/10,Westerlo,Gent,0,1,A,0,0,D
6,B1,01/08/10,Cercle Brugge,Charleroi,1,1,D,1,0,H
7,B1,01/08/10,Genk,Germinal,2,1,H,1,1,D
8,B1,06/08/10,Lierse,Standard,1,4,A,1,2,A
9,B1,07/08/10,Charleroi,Anderlecht,0,0,D,0,0,D
10,B1,07/08/10,Club Brugge,St Truiden,4,1,H,4,1,H
11,B1,07/08/10,Eupen,Westerlo,0,1,A,0,0,D
12,B1,07/08/10,Lokeren,Kortrijk,1,1,D,0,0,D
13,B1,07/08/10,Waregem,Mechelen,1,2,A,1,1,D
14,B1,08/08/10,Gent,Genk,0,4,A,0,2,A
15,B1,08/08/10,Germinal,Cercle Brugge,0,0,D,0,0,D
16,B1,14/08/10,Anderlecht,Germinal,4,0,H,1,0,H
17,B1,14/08/10,Gent,Eupen,2,1,H,0,1,A
18,B1,14/08/10,Kortrijk,St Truiden,2,0,H,0,0,D
19,B1,14/08/10,Mechelen,Lierse,1,0,H,0,0,D
20,B1,14/08/10,Standard,Lokeren,3,3,D,0,1,A
21,B1,14/08/10,Westerlo,Waregem,1,1,D,0,0,D
22,B1,15/08/10,Cercle Brugge,Club Brugge,3,1,H,1,0,H
23,B1,15/08/10,Genk,Charleroi,5,0,H,4,0,H
24,B1,20/08/10,St Truiden,Standard,1,0,H,1,0,H
25,B1,21/08/10,Germinal,Westerlo,0,0,D,0,0,D
26,B1,21/08/10,Lierse,Kortrijk,1,2,A,0,1,A
27,B1,21/08/10,Lokeren,Anderlecht,0,3,A,0,1,A
28,B1,21/08/10,Waregem,Cercle Brugge,4,0,H,1,0,H
29,B1,22/08/10,Charleroi,Gent,1,3,A,1,2,A
30,B1,22/08/10,Club Brugge,Mechelen,1,2,A,0,2,A
31,B1,22/08/10,Eupen,Genk,1,4,A,0,2,A
32,B1,28/08/10,Anderlecht,Waregem,0,0,D,0,0,D
33,B1,28/08/10,Cercle Brugge,Lokeren,1,1,D,0,1,A
34,B1,28/08/10,Charleroi,Eupen,2,0,H,0,0,D
35,B1,28/08/10,Mechelen,St Truiden,0,0,D,0,0,D
36,B1,28/08/10,Standard,Kortrijk,1,0,H,0,0,D
37,B1,29/08/10,Genk,Lierse,4,1,H,2,0,H
38,B1,29/08/10,Gent,Germinal,1,0,H,0,0,D
39,B1,29/08/10,Westerlo,Club Brugge,1,2,A,0,1,A
40,B1,10/09/10,St Truiden,Anderlecht,0,2,A,0,2,A
41,B1,11/09/10,Germinal,Charleroi,1,0,H,0,0,D
42,B1,11/09/10,Kortrijk,Mechelen,1,0,H,1,0,H
43,B1,11/09/10,Lierse,Gent,2,2,D,1,2,A
44,B1,11/09/10,Standard,Cercle Brugge,2,0,H,1,0,H
45,B1,11/09/10,Waregem,Eupen,0,0,D,0,0,D
46,B1,12/09/10,Club Brugge,Genk,2,2,D,0,1,A
47,B1,12/09/10,Lokeren,Westerlo,3,1,H,0,1,A
48,B1,17/09/10,Mechelen,Standard,1,0,H,0,0,D
49,B1,18/09/10,Cercle Brugge,St Truiden,4,2,H,2,2,D
50,B1,18/09/10,Eupen,Germinal,0,1,A,0,1,A
51,B1,18/09/10,Genk,Lokeren,3,1,H,3,0,H
52,B1,18/09/10,Westerlo,Lierse,2,0,H,1,0,H
53,B1,19/09/10,Anderlecht,Kortrijk,3,0,H,2,0,H
54,B1,19/09/10,Charleroi,Club Brugge,0,5,A,0,1,A
55,B1,19/09/10,Gent,Waregem,5,3,H,2,1,H
56,B1,21/09/10,St Truiden,Genk,0,2,A,0,0,D
57,B1,22/09/10,Club Brugge,Eupen,4,0,H,0,0,D
58,B1,22/09/10,Kortrijk,Westerlo,1,2,A,1,2,A
59,B1,22/09/10,Lierse,Anderlecht,1,1,D,0,1,A
60,B1,22/09/10,Lokeren,Gent,3,2,H,0,0,D
61,B1,22/09/10,Mechelen,Cercle Brugge,2,2,D,2,0,H
62,B1,22/09/10,Standard,Charleroi,2,1,H,1,0,H
63,B1,22/09/10,Waregem,Germinal,4,3,H,1,3,A
64,B1,25/09/10,Cercle Brugge,Kortrijk,2,1,H,1,1,D
65,B1,25/09/10,Charleroi,Lierse,0,1,A,0,0,D
66,B1,25/09/10,Eupen,Lokeren,0,1,A,0,1,A
67,B1,25/09/10,Genk,Waregem,3,0,H,0,0,D
68,B1,25/09/10,Gent,St Truiden,2,0,H,1,0,H
69,B1,25/09/10,Westerlo,Standard,1,2,A,0,1,A
70,B1,26/09/10,Anderlecht,Mechelen,5,0,H,1,0,H
71,B1,26/09/10,Germinal,Club Brugge,2,1,H,0,1,A
72,B1,01/10/10,Mechelen,Genk,2,2,D,2,1,H
73,B1,02/10/10,Kortrijk,Eupen,3,1,H,2,0,H
74,B1,02/10/10,Lierse,Cercle Brugge,0,1,A,0,1,A
75,B1,02/10/10,Lokeren,Germinal,1,0,H,0,0,D
76,B1,02/10/10,St Truiden,Westerlo,1,2,A,1,0,H
77,B1,02/10/10,Waregem,Charleroi,1,1,D,0,0,D
78,B1,03/10/10,Club Brugge,Gent,3,2,H,3,1,H
79,B1,03/10/10,Standard,Anderlecht,5,1,H,1,0,H
80,B1,15/10/10,Waregem,Club Brugge,2,3,A,1,3,A
81,B1,16/10/10,Charleroi,Lokeren,1,2,A,1,1,D
82,B1,16/10/10,Eupen,St Truiden,6,0,H,4,0,H
83,B1,16/10/10,Gent,Kortrijk,2,0,H,0,0,D
84,B1,16/10/10,Germinal,Lierse,1,1,D,1,1,D
85,B1,16/10/10,Westerlo,Mechelen,1,1,D,1,1,D
86,B1,17/10/10,Cercle Brugge,Anderlecht,1,0,H,0,0,D
87,B1,17/10/10,Genk,Standard,4,2,H,3,1,H
88,B1,22/10/10,Kortrijk,Genk,1,0,H,0,0,D
89,B1,23/10/10,Cercle Brugge,Eupen,2,1,H,0,0,D
90,B1,23/10/10,Lierse,Waregem,0,0,D,0,0,D
91,B1,23/10/10,Mechelen,Germinal,5,1,H,1,0,H
92,B1,23/10/10,St Truiden,Charleroi,3,2,H,1,0,H
93,B1,24/10/10,Anderlecht,Westerlo,2,0,H,1,0,H
94,B1,24/10/10,Lokeren,Club Brugge,1,0,H,1,0,H
95,B1,24/10/10,Standard,Gent,2,1,H,1,0,H
96,B1,29/10/10,Charleroi,Kortrijk,0,0,D,0,0,D
97,B1,30/10/10,Eupen,Lierse,2,2,D,1,2,A
98,B1,30/10/10,Gent,Mechelen,3,1,H,1,0,H
99,B1,30/10/10,Germinal,St Truiden,0,0,D,0,0,D
100,B1,30/10/10,Waregem,Lokeren,1,1,D,0,1,A
101,B1,30/10/10,Westerlo,Cercle Brugge,2,1,H,0,0,D
102,B1,31/10/10,Club Brugge,Standard,2,2,D,1,1,D
103,B1,31/10/10,Genk,Anderlecht,1,2,A,1,1,D
104,B1,05/11/10,Westerlo,Genk,1,1,D,1,0,H
105,B1,06/11/10,Kortrijk,Germinal,4,0,H,2,0,H
106,B1,06/11/10,Lierse,Lokeren,2,2,D,2,0,H
107,B1,06/11/10,Mechelen,Charleroi,2,0,H,0,0,D
108,B1,06/11/10,St Truiden,Waregem,0,3,A,0,2,A
109,B1,06/11/10,Standard,Eupen,1,3,A,0,2,A
110,B1,07/11/10,Anderlecht,Club Brugge,2,2,D,2,2,D
111,B1,07/11/10,Cercle Brugge,Gent,0,1,A,0,0,D
112,B1,13/11/10,Charleroi,Westerlo,0,1,A,0,0,D
113,B1,13/11/10,Club Brugge,Lierse,2,0,H,1,0,H
114,B1,13/11/10,Genk,Cercle Brugge,3,0,H,1,0,H
115,B1,13/11/10,Germinal,Standard,0,1,A,0,0,D
116,B1,13/11/10,Lokeren,St Truiden,3,0,H,2,0,H
117,B1,14/11/10,Gent,Anderlecht,1,2,A,0,0,D
118,B1,14/11/10,Waregem,Kortrijk,1,1,D,0,0,D
119,B1,20/11/10,Charleroi,Genk,1,3,A,0,2,A
120,B1,20/11/10,Eupen,Kortrijk,3,1,H,1,1,D
121,B1,20/11/10,Gent,Westerlo,4,4,D,2,0,H
122,B1,20/11/10,Germinal,Anderlecht,0,1,A,0,0,D
123,B1,20/11/10,Lierse,St Truiden,1,2,A,0,0,D
124,B1,20/11/10,Lokeren,Mechelen,3,1,H,1,1,D
125,B1,21/11/10,Club Brugge,Cercle Brugge,0,1,A,0,0,D
126,B1,21/11/10,Waregem,Standard,2,0,H,0,0,D
127,B1,26/11/10,Genk,Gent,1,2,A,1,2,A
128,B1,27/11/10,Anderlecht,Charleroi,4,1,H,0,1,A
129,B1,27/11/10,Cercle Brugge,Germinal,1,1,D,0,0,D
130,B1,27/11/10,Standard,Lierse,7,0,H,3,0,H
131,B1,27/11/10,Westerlo,Eupen,1,1,D,0,1,A
132,B1,28/11/10,Mechelen,Waregem,0,0,D,0,0,D
133,B1,28/11/10,St Truiden,Club Brugge,2,1,H,1,0,H
134,B1,03/12/10,Lokeren,Standard,2,1,H,1,0,H
135,B1,04/12/10,Eupen,Gent,0,3,A,0,2,A
136,B1,04/12/10,St Truiden,Kortrijk,1,0,H,0,0,D
137,B1,05/12/10,Club Brugge,Westerlo,4,3,H,3,3,D
138,B1,05/12/10,Germinal,Genk,0,1,A,0,0,D
139,B1,05/12/10,Waregem,Anderlecht,1,2,A,0,1,A
140,B1,10/12/10,Mechelen,Club Brugge,0,1,A,0,1,A
141,B1,11/12/10,Cercle Brugge,Waregem,1,3,A,0,1,A
142,B1,11/12/10,Genk,Eupen,5,1,H,1,0,H
143,B1,11/12/10,Gent,Charleroi,2,1,H,1,1,D
144,B1,11/12/10,Standard,St Truiden,1,0,H,0,0,D
145,B1,11/12/10,Westerlo,Germinal,1,1,D,0,0,D
146,B1,12/12/10,Anderlecht,Lokeren,0,0,D,0,0,D
147,B1,12/12/10,Kortrijk,Lierse,3,1,H,2,1,H
148,B1,17/12/10,Kortrijk,Standard,2,1,H,1,0,H
149,B1,18/12/10,Eupen,Charleroi,1,0,H,1,0,H
150,B1,18/12/10,Lierse,Genk,1,1,D,1,0,H
151,B1,18/12/10,Waregem,Westerlo,2,0,H,0,0,D
152,B1,19/12/10,Club Brugge,Anderlecht,0,2,A,0,0,D
153,B1,26/12/10,Anderlecht,Lierse,6,0,H,2,0,H
154,B1,26/12/10,Cercle Brugge,Standard,1,0,H,1,0,H
155,B1,26/12/10,Gent,Club Brugge,0,2,A,0,2,A
156,B1,29/12/10,Club Brugge,Charleroi,5,0,H,2,0,H
157,B1,29/12/10,Germinal,Eupen,0,0,D,0,0,D
158,B1,29/12/10,Kortrijk,Anderlecht,0,2,A,0,1,A
159,B1,29/12/10,Lierse,Westerlo,2,1,H,0,0,D
160,B1,30/12/10,Lokeren,Genk,2,2,D,2,0,H
161,B1,30/12/10,Waregem,Gent,2,2,D,1,1,D
162,B1,18/01/11,Eupen,Mechelen,0,1,A,0,0,D
163,B1,18/01/11,Kortrijk,Lokeren,0,0,D,0,0,D
164,B1,21/01/11,Eupen,Club Brugge,1,4,A,0,3,A
165,B1,22/01/11,Cercle Brugge,Lierse,3,0,H,0,0,D
166,B1,22/01/11,Charleroi,Mechelen,0,0,D,0,0,D
167,B1,22/01/11,Genk,Kortrijk,3,2,H,1,2,A
168,B1,22/01/11,Germinal,Waregem,3,0,H,0,0,D
169,B1,22/01/11,Westerlo,St Truiden,3,0,H,1,0,H
170,B1,23/01/11,Anderlecht,Standard,2,0,H,0,0,D
171,B1,23/01/11,Gent,Lokeren,2,1,H,2,1,H
172,B1,28/01/11,Waregem,Genk,0,1,A,0,1,A
173,B1,29/01/11,Club Brugge,Germinal,1,0,H,0,0,D
174,B1,29/01/11,Kortrijk,Cercle Brugge,2,1,H,0,1,A
175,B1,29/01/11,Lierse,Charleroi,1,0,H,1,0,H
176,B1,29/01/11,Lokeren,Eupen,0,2,A,0,1,A
177,B1,29/01/11,Standard,Westerlo,2,1,H,2,0,H
178,B1,30/01/11,Mechelen,Anderlecht,0,0,D,0,0,D
179,B1,30/01/11,St Truiden,Gent,1,1,D,0,1,A
180,B1,02/02/11,Charleroi,Germinal,2,0,H,1,0,H
181,B1,02/02/11,Eupen,Waregem,0,2,A,0,1,A
182,B1,02/02/11,Genk,St Truiden,1,1,D,1,1,D
183,B1,02/02/11,Lokeren,Cercle Brugge,2,1,H,1,1,D
184,B1,02/02/11,Mechelen,Kortrijk,1,0,H,0,0,D
185,B1,04/02/11,Gent,Lierse,4,1,H,2,0,H
186,B1,05/02/11,Anderlecht,St Truiden,2,0,H,0,0,D
187,B1,05/02/11,Cercle Brugge,Mechelen,0,1,A,0,1,A
188,B1,05/02/11,Charleroi,Waregem,2,0,H,1,0,H
189,B1,05/02/11,Westerlo,Kortrijk,2,1,H,0,1,A
190,B1,06/02/11,Eupen,Standard,0,1,A,0,1,A
191,B1,06/02/11,Genk,Club Brugge,1,0,H,0,0,D
192,B1,06/02/11,Germinal,Lokeren,1,1,D,0,0,D
193,B1,12/02/11,Anderlecht,Cercle Brugge,1,0,H,0,0,D
194,B1,12/02/11,Club Brugge,Waregem,2,0,H,1,0,H
195,B1,12/02/11,Lierse,Germinal,2,2,D,1,1,D
196,B1,12/02/11,Lokeren,Charleroi,1,1,D,0,0,D
197,B1,12/02/11,Mechelen,Westerlo,3,1,H,2,1,H
198,B1,12/02/11,St Truiden,Eupen,1,1,D,0,1,A
199,B1,13/02/11,Kortrijk,Gent,0,1,A,0,0,D
200,B1,13/02/11,Standard,Genk,0,2,A,0,1,A
201,B1,15/02/11,Lierse,Mechelen,2,1,H,1,0,H
202,B1,16/02/11,Germinal,Gent,2,2,D,2,1,H
203,B1,16/02/11,Westerlo,Lokeren,1,2,A,1,0,H
204,B1,19/02/11,Charleroi,St Truiden,1,0,H,1,0,H
205,B1,19/02/11,Club Brugge,Lokeren,2,1,H,1,0,H
206,B1,19/02/11,Eupen,Cercle Brugge,0,0,D,0,0,D
207,B1,19/02/11,Genk,Mechelen,1,0,H,0,0,D
208,B1,19/02/11,Germinal,Kortrijk,3,1,H,1,0,H
209,B1,19/02/11,Waregem,Lierse,1,1,D,0,0,D
210,B1,20/02/11,Gent,Standard,4,1,H,3,1,H
211,B1,20/02/11,Westerlo,Anderlecht,2,0,H,0,0,D
212,B1,23/02/11,St Truiden,Mechelen,0,1,A,0,0,D
213,B1,26/02/11,Standard,Mechelen,3,0,H,3,0,H
214,B1,27/02/11,St Truiden,Cercle Brugge,0,3,A,0,1,A
215,B1,04/03/11,Anderlecht,Genk,1,1,D,0,1,A
216,B1,05/03/11,Cercle Brugge,Westerlo,0,1,A,0,0,D
217,B1,05/03/11,Kortrijk,Charleroi,3,0,H,3,0,H
218,B1,05/03/11,Lokeren,Waregem,2,1,H,2,0,H
219,B1,05/03/11,Mechelen,Gent,1,1,D,0,0,D
220,B1,05/03/11,St Truiden,Germinal,1,0,H,0,0,D
221,B1,06/03/11,Lierse,Eupen,1,1,D,0,1,A
222,B1,06/03/11,Standard,Club Brugge,2,2,D,0,0,D
223,B1,12/03/11,Charleroi,Standard,0,2,A,0,2,A
224,B1,12/03/11,Club Brugge,Kortrijk,4,1,H,1,0,H
225,B1,12/03/11,Eupen,Anderlecht,1,1,D,0,1,A
226,B1,12/03/11,Genk,Westerlo,0,2,A,0,0,D
227,B1,12/03/11,Gent,Cercle Brugge,1,0,H,1,0,H
228,B1,12/03/11,Germinal,Mechelen,1,1,D,0,0,D
229,B1,12/03/11,Lokeren,Lierse,1,1,D,1,1,D
230,B1,12/03/11,Waregem,St Truiden,1,2,A,0,0,D
231,B1,19/03/11,Kortrijk,Waregem,2,2,D,0,1,A
232,B1,20/03/11,Anderlecht,Gent,3,2,H,0,0,D
233,B1,20/03/11,Cercle Brugge,Genk,0,1,A,0,0,D
234,B1,20/03/11,Lierse,Club Brugge,0,0,D,0,0,D
235,B1,20/03/11,Mechelen,Eupen,2,0,H,0,0,D
236,B1,20/03/11,St Truiden,Lokeren,0,2,A,0,0,D
237,B1,20/03/11,Standard,Germinal,1,0,H,1,0,H
238,B1,20/03/11,Westerlo,Charleroi,2,2,D,0,0,D
239,B1,23/03/11,Charleroi,Cercle Brugge,0,3,A,0,1,A
