,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
206,N1,11/02/18,Vitesse,Feyenoord,3,1,H,1,1,D,20,5,7,3,8,11,8,1,2,0,0,2
207,N1,16/02/18,VVV Venlo,Groningen,1,1,D,1,1,D,13,10,4,4,11,10,4,4,1,3,0,0
208,N1,17/02/18,Den Haag,Willem II,2,1,H,0,1,A,27,4,9,1,8,13,7,4,0,3,0,0
209,N1,17/02/18,NAC Breda,AZ Alkmaar,1,3,A,0,1,A,14,18,4,11,9,11,2,4,2,0,0,0
210,N1,17/02/18,PSV Eindhoven,Heerenveen,2,2,D,2,0,H,11,16,6,6,7,15,6,8,1,2,1,0
211,N1,17/02/18,Vitesse,Excelsior,1,2,A,1,1,D,11,10,5,4,18,11,5,1,3,1,0,0
212,N1,18/02/18,Feyenoord,Heracles,1,0,H,0,0,D,15,16,7,6,13,12,2,6,2,1,0,0
213,N1,18/02/18,Roda,Utrecht,1,4,A,0,1,A,13,17,2,11,7,10,3,10,1,0,0,0
214,N1,18/02/18,Twente,Sparta Rotterdam,1,1,D,0,0,D,25,2,8,1,9,14,11,1,0,2,0,0
215,N1,18/02/18,Zwolle,Ajax,0,1,A,0,0,D,5,25,2,7,9,15,3,4,1,1,0,0
216,N1,23/02/18,Groningen,NAC Breda,1,1,D,0,0,D,16,15,5,7,17,4,6,7,0,1,0,0
217,N1,24/02/18,AZ Alkmaar,Sparta Rotterdam,2,1,H,1,1,D,33,4,16,2,6,10,14,2,0,0,0,0
218,N1,24/02/18,Heerenveen,Excelsior,0,1,A,0,1,A,26,11,8,3,12,11,11,5,0,1,0,0
219,N1,24/02/18,Heracles,Zwolle,2,1,H,1,0,H,19,20,6,9,6,4,8,13,0,0,0,0
220,N1,24/02/18,VVV Venlo,Vitesse,2,2,D,2,1,H,15,17,3,6,10,11,2,10,2,0,0,0
221,N1,25/02/18,Ajax,Den Haag,0,0,D,0,0,D,28,4,9,1,11,9,5,1,3,3,0,0
222,N1,25/02/18,Feyenoord,PSV Eindhoven,1,3,A,0,2,A,11,17,4,7,16,15,2,6,4,0,0,0
223,N1,25/02/18,Utrecht,Twente,3,1,H,1,1,D,13,14,5,6,7,12,5,2,2,2,0,0
224,N1,25/02/18,Willem II,Roda,1,0,H,1,0,H,19,11,7,3,8,15,3,2,1,1,0,0
