,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
0,N1,10/08/2018,Zwolle,Heerenveen,2,3,A,1,3,A,18,7,4,3,13,11,5,1,2,5,0,1
1,N1,11/08/2018,Ajax,Heracles,1,1,D,0,0,D,17,11,7,2,13,25,12,7,0,3,0,0
2,N1,11/08/2018,Excelsior,For Sittard,1,1,D,1,0,H,13,18,3,6,12,11,4,8,3,1,1,0
3,N1,11/08/2018,PSV Eindhoven,Utrecht,4,0,H,1,0,H,14,6,10,2,11,12,9,1,2,2,0,0
4,N1,11/08/2018,Willem II,VVV Venlo,0,1,A,0,1,A,15,7,6,1,11,18,13,2,2,2,0,0
5,N1,12/08/2018,AZ Alkmaar,NAC Breda,5,0,H,3,0,H,29,5,12,4,9,9,14,1,0,2,0,0
6,N1,12/08/2018,Den Haag,FC Emmen,1,2,A,0,2,A,14,10,5,5,12,20,8,3,2,1,0,0
7,N1,12/08/2018,Graafschap,Feyenoord,2,0,H,1,0,H,9,14,5,6,16,15,3,5,2,4,0,2
8,N1,12/08/2018,Vitesse,Groningen,5,1,H,2,1,H,14,11,8,6,15,15,6,1,0,2,0,0
9,N1,17/08/2018,Groningen,Willem II,0,1,A,0,1,A,15,7,4,2,18,11,5,2,1,1,0,0
10,N1,18/08/2018,Heracles,Den Haag,4,2,H,3,2,H,17,19,7,7,13,17,5,10,2,4,0,0
11,N1,18/08/2018,NAC Breda,Graafschap,3,0,H,1,0,H,7,7,3,2,9,18,3,4,0,2,0,0
12,N1,18/08/2018,For Sittard,PSV Eindhoven,1,2,A,0,1,A,10,17,6,8,13,16,5,8,1,1,0,0
13,N1,18/08/2018,VVV Venlo,Ajax,0,1,A,0,0,D,9,18,1,9,8,9,5,7,0,1,0,0
14,N1,19/08/2018,FC Emmen,AZ Alkmaar,1,4,A,1,3,A,14,16,7,8,10,15,6,3,0,1,0,0
15,N1,19/08/2018,Feyenoord,Excelsior,3,0,H,1,0,H,23,9,6,2,14,8,10,1,0,0,0,0
16,N1,19/08/2018,Heerenveen,Vitesse,1,1,D,1,0,H,7,20,3,4,17,15,1,8,3,2,0,0
17,N1,19/08/2018,Utrecht,Zwolle,2,0,H,2,0,H,7,17,2,4,8,14,6,10,2,1,1,0
18,N1,24/08/2018,Den Haag,For Sittard,3,1,H,2,0,H,12,14,6,3,10,13,14,10,5,1,0,0
19,N1,25/08/2018,Ajax,FC Emmen,5,0,H,2,0,H,22,6,10,2,10,9,11,1,0,1,0,0
