,Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
67,G1,06/12/2020,15:15,Giannina,Lamia,2,0,H,1,0,H,6,3,2,1,16,16,10,4,4,6,0,0
68,G1,06/12/2020,15:15,PAOK,Asteras Tripolis,2,0,H,0,0,D,6,4,2,1,17,25,5,4,6,5,1,0
69,G1,06/12/2020,17:30,AEK,Panathinaikos,1,2,A,0,2,A,7,7,2,4,19,17,9,2,3,5,0,0
70,G1,07/12/2020,17:30,Panetolikos,Larisa,2,1,H,1,0,H,4,10,3,6,15,17,1,7,4,6,0,0
71,G1,09/12/2020,15:15,Asteras Tripolis,Volos NFC,1,1,D,1,0,H,4,5,2,1,22,19,5,1,5,4,0,1
72,G1,12/12/2020,15:15,Larisa,OFI Crete,0,1,A,0,0,D,5,10,1,3,24,16,2,5,5,2,0,0
73,G1,12/12/2020,17:30,Panathinaikos,Giannina,2,0,H,1,0,H,8,12,6,4,17,22,5,1,4,3,0,0
74,G1,13/12/2020,13:00,Lamia,Olympiakos,0,6,A,0,3,A,6,11,2,9,12,16,3,9,3,1,1,0
75,G1,13/12/2020,15:15,Apollon,AEK,3,4,A,1,3,A,6,9,3,9,21,25,2,7,2,3,0,0
76,G1,13/12/2020,15:15,Volos NFC,Panetolikos,0,0,D,0,0,D,14,0,5,0,26,15,10,4,2,3,0,1
77,G1,13/12/2020,17:30,Aris,PAOK,1,0,H,1,0,H,5,8,3,3,17,16,0,5,2,3,0,0
78,G1,14/12/2020,17:30,Asteras Tripolis,Atromitos,2,0,H,1,0,H,17,2,9,1,11,19,4,3,2,2,0,0
79,G1,16/12/2020,17:30,AEK,Olympiakos,1,1,D,0,0,D,7,7,3,3,17,12,9,4,2,0,0,0
80,G1,19/12/2020,15:15,Panetolikos,Apollon,0,1,A,0,1,A,5,3,3,3,16,23,3,2,2,3,0,0
81,G1,19/12/2020,17:30,OFI Crete,Aris,0,3,A,0,2,A,10,6,1,3,18,23,5,3,3,3,0,0
82,G1,20/12/2020,13:00,Olympiakos,Larisa,5,1,H,2,1,H,12,5,9,3,17,8,8,3,0,1,0,0
83,G1,20/12/2020,17:30,PAOK,Panathinaikos,2,1,H,1,1,D,12,7,4,3,21,21,6,1,6,2,0,0
84,G1,21/12/2020,15:15,Giannina,Asteras Tripolis,2,2,D,1,1,D,6,13,2,7,10,16,2,2,1,4,1,0
85,G1,21/12/2020,17:30,AEK,Volos NFC,2,2,D,1,2,A,10,6,5,3,21,23,9,5,4,3,2,1
86,G1,03/01/2021,13:00,Panathinaikos,Asteras Tripolis,0,0,D,0,0,D,3,7,1,3,19,20,2,3,4,3,0,0
87,G1,03/01/2021,13:00,Panetolikos,OFI Crete,2,1,H,0,0,D,6,9,4,4,19,21,7,3,3,5,0,1
88,G1,03/01/2021,15:15,Giannina,Apollon,1,3,A,1,1,D,6,8,2,5,21,24,4,2,2,4,0,0
89,G1,03/01/2021,15:15,Larisa,PAOK,1,1,D,0,0,D,6,14,4,8,19,19,2,12,3,2,0,0
90,G1,03/01/2021,17:30,Olympiakos,AEK,3,0,H,1,0,H,7,5,3,3,11,18,3,1,3,2,0,0
91,G1,04/01/2021,15:15,Volos NFC,Atromitos,1,0,H,1,0,H,5,11,2,6,18,15,7,3,4,2,0,0
92,G1,04/01/2021,17:30,Lamia,Aris,2,0,H,2,0,H,3,7,3,3,29,16,4,5,2,5,0,1
93,G1,06/01/2021,13:00,Apollon,Panathinaikos,0,1,A,0,1,A,8,3,6,2,18,19,3,3,4,5,0,1
94,G1,06/01/2021,15:15,AEK,Panetolikos,1,0,H,1,0,H,10,2,6,1,21,18,5,2,2,3,0,0
95,G1,06/01/2021,15:15,Larisa,Giannina,0,0,D,0,0,D,5,8,1,3,19,26,3,4,2,2,0,0
96,G1,06/01/2021,17:30,Asteras Tripolis,Olympiakos,0,4,A,0,2,A,6,10,0,7,15,18,1,2,2,2,0,0
97,G1,07/01/2021,15:15,Aris,Volos NFC,2,0,H,1,0,H,9,1,5,0,19,30,3,3,2,3,0,0
98,G1,07/01/2021,15:15,OFI Crete,Lamia,2,0,H,1,0,H,9,6,4,4,24,24,4,1,3,1,0,0
99,G1,07/01/2021,17:30,Atromitos,PAOK,3,2,H,0,1,A,12,6,9,4,19,29,2,4,4,4,0,0
100,G1,09/01/2021,17:30,Panetolikos,Olympiakos,1,2,A,0,1,A,6,9,5,5,16,18,2,4,2,1,0,0
101,G1,10/01/2021,13:00,PAOK,Volos NFC,3,1,H,1,1,D,12,6,7,4,19,18,5,3,3,4,0,0
102,G1,10/01/2021,15:15,Apollon,Asteras Tripolis,0,1,A,0,1,A,6,3,4,2,22,25,7,3,2,4,0,0
103,G1,10/01/2021,15:15,Atromitos,OFI Crete,0,0,D,0,0,D,13,6,5,4,19,18,0,7,3,4,0,1
104,G1,10/01/2021,17:30,Panathinaikos,Larisa,2,0,H,1,0,H,8,6,7,3,24,20,1,4,2,3,0,0
105,G1,11/01/2021,15:15,Giannina,Aris,0,0,D,0,0,D,6,8,1,3,19,20,4,6,3,2,0,0
106,G1,11/01/2021,17:30,Lamia,AEK,0,1,A,0,1,A,2,7,0,5,30,17,1,2,3,1,0,1
107,G1,13/01/2021,17:30,PAOK,Olympiakos,1,1,D,0,0,D,17,6,7,4,15,14,4,5,3,1,0,0
108,G1,14/01/2021,17:30,Aris,AEK,0,1,A,0,0,D,3,6,1,4,22,30,4,1,2,4,0,0
109,G1,14/01/2021,15:15,Atromitos,Lamia,2,1,H,1,1,D,7,5,2,2,17,10,7,1,0,1,0,0
110,G1,16/01/2021,15:15,Asteras Tripolis,Panetolikos,2,0,H,1,0,H,14,2,8,2,18,19,2,1,1,4,0,0
111,G1,16/01/2021,17:30,Larisa,Apollon,0,1,A,0,0,D,9,7,3,3,11,20,1,6,3,3,0,0
112,G1,17/01/2021,13:00,Olympiakos,Giannina,1,0,H,0,0,D,10,8,5,3,17,19,8,2,1,5,0,0
113,G1,17/01/2021,15:15,OFI Crete,PAOK,0,3,A,0,0,D,3,17,1,10,9,14,2,6,0,2,1,0
114,G1,17/01/2021,15:15,Volos NFC,Lamia,1,1,D,0,0,D,10,9,7,6,17,14,6,3,3,3,0,1
115,G1,17/01/2021,17:30,Aris,Panathinaikos,0,1,A,0,1,A,13,5,7,2,18,18,9,0,4,2,0,0
116,G1,17/01/2021,19:30,AEK,Atromitos,2,1,H,0,0,D,14,6,8,5,17,20,4,2,2,5,0,0
117,G1,23/01/2021,13:00,Asteras Tripolis,Larisa,1,0,H,0,0,D,8,2,3,1,19,16,4,3,4,4,0,0
118,G1,23/01/2021,15:15,Apollon,Aris,0,1,A,0,1,A,3,8,1,6,16,25,1,6,1,1,0,0
119,G1,23/01/2021,17:30,Panathinaikos,OFI Crete,2,0,H,1,0,H,8,4,5,1,19,12,6,3,2,2,0,0
120,G1,24/01/2021,13:00,Atromitos,Olympiakos,0,1,A,0,1,A,3,10,0,4,14,22,3,5,1,4,0,0
121,G1,24/01/2021,15:15,Giannina,Volos NFC,0,1,A,0,1,A,7,5,1,3,17,22,5,1,3,7,0,0
122,G1,24/01/2021,15:15,Panetolikos,Lamia,0,0,D,0,0,D,10,10,4,6,19,25,2,7,1,4,0,0
123,G1,24/01/2021,17:30,PAOK,AEK,2,2,D,1,1,D,7,9,5,6,12,24,7,4,4,3,0,0
124,G1,26/01/2021,15:15,OFI Crete,Asteras Tripolis,0,1,A,0,1,A,11,5,6,4,15,21,4,2,3,1,0,0
125,G1,26/01/2021,17:30,Aris,Larisa,1,0,H,1,0,H,7,2,5,0,21,33,3,4,2,4,0,0
126,G1,27/01/2021,13:00,Volos NFC,Panathinaikos,0,2,A,0,1,A,10,5,4,4,22,14,10,2,1,1,0,1
127,G1,27/01/2021,15:15,AEK,Giannina,0,2,A,0,1,A,7,5,3,3,16,23,5,2,2,4,0,0
128,G1,27/01/2021,15:15,Lamia,Apollon,1,0,H,1,0,H,9,4,4,2,21,23,4,2,2,5,0,0
129,G1,27/01/2021,17:30,Olympiakos,PAOK,3,0,H,0,0,D,9,4,7,4,19,9,1,4,0,0,0,0
130,G1,28/01/2021,15:15,Panetolikos,Atromitos,1,1,D,0,0,D,7,5,4,1,19,21,6,2,1,4,0,1
131,G1,30/01/2021,13:00,Larisa,Volos NFC,0,0,D,0,0,D,3,4,0,1,7,16,2,10,5,1,0,0
132,G1,30/01/2021,15:15,Asteras Tripolis,Aris,2,1,H,0,1,A,5,6,2,4,20,24,1,7,1,3,0,0
133,G1,30/01/2021,17:30,Panathinaikos,Lamia,0,0,D,0,0,D,9,4,7,2,25,18,8,2,2,1,0,0
134,G1,31/01/2021,13:00,OFI Crete,AEK,0,2,A,0,1,A,6,5,3,4,18,33,3,6,0,3,0,0
135,G1,31/01/2021,15:15,Giannina,Atromitos,0,1,A,0,1,A,6,10,2,6,14,20,9,1,2,3,0,0
136,G1,31/01/2021,15:15,PAOK,Panetolikos,5,0,H,1,0,H,9,4,7,0,21,14,4,5,2,2,0,0
137,G1,31/01/2021,17:30,Apollon,Olympiakos,1,3,A,0,1,A,3,12,3,7,15,18,1,9,3,2,0,0
138,G1,06/02/2021,17:30,Atromitos,Panathinaikos,2,3,A,1,1,D,9,6,5,5,15,19,6,6,2,2,0,0
139,G1,07/02/2021,13:00,PAOK,Apollon,2,2,D,1,0,H,15,5,7,2,10,12,15,2,1,1,0,0
140,G1,07/02/2021,15:15,Olympiakos,OFI Crete,3,0,H,2,0,H,16,7,7,2,15,17,7,1,3,2,0,0
141,G1,07/02/2021,15:15,Volos NFC,Asteras Tripolis,0,1,A,0,1,A,8,7,3,2,24,16,3,0,2,3,0,0
142,G1,07/02/2021,17:30,AEK,Aris,0,2,A,0,1,A,4,7,3,4,25,22,4,3,3,2,0,0
143,G1,08/02/2021,17:30,Panetolikos,Giannina,1,2,A,1,0,H,6,5,2,3,15,19,4,5,2,2,0,0
144,G1,13/02/2021,15:15,Asteras Tripolis,Lamia,0,0,D,0,0,D,7,6,2,2,16,13,11,4,0,1,0,0
145,G1,13/02/2021,17:30,Apollon,Atromitos,2,1,H,1,0,H,3,13,3,5,20,15,1,3,1,2,0,0
146,G1,14/02/2021,13:00,Aris,Panetolikos,0,0,D,0,0,D,6,2,4,0,13,22,7,2,1,2,0,0
147,G1,14/02/2021,15:15,OFI Crete,Volos NFC,1,2,A,0,2,A,10,12,4,5,18,25,3,1,3,1,0,0
148,G1,14/02/2021,17:30,Panathinaikos,Olympiakos,2,1,H,1,0,H,5,13,3,5,15,15,4,2,3,3,0,1
149,G1,15/02/2021,15:15,Giannina,PAOK,0,2,A,0,0,D,1,11,1,6,12,14,2,7,2,2,0,0
150,G1,15/02/2021,15:15,Larisa,AEK,2,4,A,0,2,A,6,13,4,5,24,20,2,3,1,2,0,0
151,G1,18/02/2021,15:15,Apollon,Lamia,0,1,A,0,1,A,9,6,4,2,20,26,8,0,5,2,1,1
152,G1,20/02/2021,15:15,Atromitos,Larisa,1,1,D,0,1,A,10,9,4,6,8,13,5,5,2,3,0,0
153,G1,20/02/2021,17:30,AEK,Asteras Tripolis,2,2,D,1,2,A,11,8,8,5,13,10,7,5,1,0,0,0
154,G1,21/02/2021,13:00,PAOK,Lamia,4,0,H,1,0,H,17,1,10,0,12,10,4,2,1,2,0,0
155,G1,21/02/2021,13:00,Volos NFC,Apollon,2,0,H,1,0,H,11,9,4,5,24,17,2,6,2,3,0,0
156,G1,21/02/2021,15:15,Giannina,OFI Crete,1,0,H,1,0,H,5,4,2,2,16,17,3,5,3,3,0,0
157,G1,21/02/2021,17:30,Olympiakos,Aris,1,1,D,1,0,H,8,7,4,4,16,19,10,2,5,3,0,0
158,G1,22/02/2021,17:30,Panetolikos,Panathinaikos,1,0,H,1,0,H,4,7,3,3,24,17,2,8,2,1,0,0
159,G1,24/02/2021,15:15,Larisa,Lamia,0,1,A,0,1,A,7,11,1,6,20,19,5,4,4,2,0,0
