,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HFKC,AFKC,HC,AC,HY,AY,HR,AR
24,G1,22/09/2018,Asteras Tripolis,Apollon,2.0,0.0,H,2,0,H,20.0,6.0,11.0,2.0,18.0,19.0,9.0,2.0,2.0,3.0,0.0,0.0
25,G1,22/09/2018,Atromitos,Larisa,2.0,0.0,H,0,0,D,15.0,4.0,6.0,2.0,20.0,32.0,5.0,3.0,0.0,5.0,0.0,1.0
26,G1,22/09/2018,Giannina,Aris,1.0,0.0,H,0,0,D,7.0,9.0,3.0,3.0,22.0,18.0,3.0,2.0,2.0,1.0,0.0,0.0
27,G1,23/09/2018,Panathinaikos,Levadeiakos,3.0,0.0,H,2,0,H,7.0,8.0,6.0,5.0,20.0,21.0,2.0,4.0,1.0,3.0,0.0,0.0
28,G1,23/09/2018,PAOK,AEK,2.0,0.0,H,1,0,H,12.0,9.0,4.0,4.0,17.0,24.0,4.0,5.0,2.0,1.0,0.0,0.0
29,G1,23/09/2018,Xanthi,OFI Crete,3.0,0.0,H,2,0,H,11.0,12.0,7.0,3.0,17.0,13.0,3.0,3.0,3.0,2.0,0.0,0.0
30,G1,24/09/2018,Panetolikos,Lamia,2.0,2.0,D,1,0,H,12.0,7.0,5.0,5.0,26.0,23.0,1.0,4.0,4.0,2.0,0.0,0.0
31,G1,24/09/2018,Panionios,Olympiakos,0.0,1.0,A,0,0,D,11.0,20.0,2.0,6.0,16.0,18.0,3.0,5.0,2.0,2.0,0.0,0.0
32,G1,29/09/2018,Larisa,Panetolikos,1.0,0.0,H,1,0,H,7.0,7.0,2.0,3.0,29.0,17.0,5.0,2.0,5.0,4.0,0.0,0.0
33,G1,29/09/2018,OFI Crete,AEK,0.0,3.0,A,0,2,A,5.0,13.0,4.0,10.0,17.0,15.0,2.0,5.0,2.0,3.0,1.0,0.0
34,G1,29/09/2018,Panathinaikos,Giannina,2.0,1.0,H,1,1,D,12.0,6.0,4.0,4.0,17.0,16.0,1.0,0.0,1.0,1.0,0.0,0.0
35,G1,30/09/2018,Apollon,Panionios,0.0,2.0,A,0,1,A,18.0,16.0,8.0,8.0,11.0,19.0,5.0,7.0,2.0,3.0,0.0,0.0
36,G1,30/09/2018,Aris,Asteras Tripolis,2.0,0.0,H,0,0,D,7.0,5.0,4.0,0.0,10.0,12.0,2.0,1.0,2.0,3.0,0.0,0.0
37,G1,30/09/2018,Levadeiakos,Atromitos,0.0,2.0,A,0,0,D,11.0,17.0,5.0,8.0,18.0,21.0,5.0,5.0,1.0,0.0,0.0,0.0
38,G1,30/09/2018,Olympiakos,PAOK,0.0,1.0,A,0,0,D,20.0,6.0,6.0,5.0,15.0,28.0,6.0,3.0,1.0,3.0,0.0,0.0
39,G1,01/10/2018,Lamia,Xanthi,0.0,0.0,D,0,0,D,18.0,9.0,10.0,4.0,9.0,14.0,9.0,2.0,0.0,2.0,0.0,0.0
40,G1,06/10/2018,Asteras Tripolis,Panathinaikos,1.0,1.0,D,0,0,D,9.0,9.0,8.0,7.0,16.0,19.0,6.0,4.0,4.0,2.0,1.0,0.0
41,G1,06/10/2018,Panetolikos,Levadeiakos,2.0,1.0,H,0,0,D,10.0,3.0,4.0,1.0,17.0,25.0,5.0,0.0,3.0,7.0,0.0,1.0
42,G1,06/10/2018,Panionios,Aris,1.0,0.0,H,1,0,H,9.0,14.0,4.0,5.0,23.0,10.0,4.0,6.0,4.0,2.0,0.0,0.0
43,G1,07/10/2018,AEK,Olympiakos,1.0,1.0,D,0,0,D,9.0,9.0,5.0,5.0,24.0,21.0,4.0,1.0,2.0,1.0,0.0,0.0
44,G1,07/10/2018,Atromitos,Giannina,1.0,0.0,H,1,0,H,11.0,3.0,9.0,1.0,23.0,24.0,5.0,0.0,2.0,6.0,0.0,0.0
45,G1,07/10/2018,Lamia,OFI Crete,1.0,1.0,D,0,0,D,12.0,8.0,4.0,4.0,22.0,26.0,9.0,2.0,3.0,4.0,0.0,0.0
46,G1,07/10/2018,PAOK,Apollon,2.0,0.0,H,1,0,H,5.0,3.0,2.0,2.0,19.0,19.0,8.0,2.0,3.0,3.0,0.0,0.0
47,G1,08/10/2018,Xanthi,Larisa,1.0,0.0,H,0,0,D,11.0,5.0,5.0,0.0,23.0,21.0,3.0,3.0,6.0,6.0,0.0,2.0
48,G1,20/10/2018,Apollon,AEK,0.0,2.0,A,0,1,A,12.0,15.0,7.0,6.0,19.0,27.0,3.0,1.0,1.0,3.0,0.0,0.0
49,G1,20/10/2018,Giannina,Panetolikos,0.0,2.0,A,0,1,A,13.0,9.0,3.0,5.0,23.0,19.0,5.0,5.0,4.0,3.0,0.0,0.0
50,G1,20/10/2018,Larisa,Lamia,1.0,2.0,A,1,0,H,10.0,7.0,4.0,4.0,15.0,26.0,4.0,2.0,2.0,8.0,0.0,1.0
51,G1,20/10/2018,Panathinaikos,Panionios,1.0,0.0,H,0,0,D,21.0,6.0,7.0,2.0,16.0,15.0,9.0,4.0,1.0,3.0,0.0,0.0
52,G1,21/10/2018,Aris,PAOK,1.0,2.0,A,1,1,D,8.0,12.0,4.0,6.0,19.0,22.0,2.0,1.0,3.0,6.0,0.0,0.0
53,G1,21/10/2018,Levadeiakos,Xanthi,1.0,2.0,A,0,1,A,17.0,8.0,11.0,5.0,22.0,20.0,6.0,1.0,2.0,2.0,0.0,0.0
54,G1,21/10/2018,OFI Crete,Olympiakos,1.0,0.0,H,1,0,H,8.0,8.0,2.0,4.0,17.0,20.0,3.0,4.0,4.0,3.0,0.0,0.0
55,G1,22/10/2018,Atromitos,Asteras Tripolis,3.0,2.0,H,1,0,H,10.0,8.0,6.0,4.0,13.0,19.0,6.0,4.0,3.0,3.0,1.0,0.0
56,G1,27/10/2018,Lamia,Levadeiakos,3.0,2.0,H,2,0,H,12.0,13.0,9.0,9.0,20.0,16.0,6.0,2.0,2.0,6.0,0.0,1.0
57,G1,27/10/2018,Larisa,OFI Crete,0.0,0.0,D,0,0,D,8.0,4.0,3.0,1.0,24.0,21.0,7.0,4.0,3.0,2.0,0.0,0.0
58,G1,28/10/2018,AEK,Aris,4.0,0.0,H,1,0,H,10.0,6.0,8.0,2.0,22.0,12.0,5.0,7.0,1.0,4.0,0.0,0.0
59,G1,28/10/2018,Panetolikos,Asteras Tripolis,1.0,1.0,D,0,0,D,4.0,8.0,3.0,3.0,21.0,29.0,2.0,0.0,3.0,2.0,0.0,0.0
60,G1,28/10/2018,Panionios,Atromitos,2.0,2.0,D,1,1,D,9.0,12.0,5.0,5.0,9.0,17.0,3.0,5.0,6.0,4.0,0.0,0.0
61,G1,29/10/2018,Olympiakos,Apollon,1.0,0.0,H,0,0,D,14.0,2.0,3.0,1.0,17.0,14.0,12.0,2.0,2.0,2.0,0.0,0.0
62,G1,29/10/2018,PAOK,Panathinaikos,2.0,0.0,H,0,0,D,14.0,3.0,6.0,1.0,15.0,14.0,7.0,1.0,0.0,2.0,0.0,0.0
63,G1,29/10/2018,Xanthi,Giannina,2.0,1.0,H,0,1,A,9.0,9.0,3.0,4.0,15.0,28.0,3.0,3.0,4.0,5.0,1.0,1.0
64,G1,03/11/2018,Atromitos,PAOK,1.0,1.0,D,0,1,A,5.0,5.0,3.0,1.0,21.0,19.0,3.0,3.0,2.0,2.0,0.0,0.0
65,G1,03/11/2018,Levadeiakos,Larisa,1.0,1.0,D,0,1,A,5.0,2.0,3.0,1.0,14.0,12.0,5.0,4.0,2.0,0.0,0.0,0.0
66,G1,03/11/2018,Panathinaikos,AEK,0.0,0.0,D,0,0,D,10.0,5.0,4.0,2.0,17.0,21.0,3.0,3.0,3.0,2.0,0.0,0.0
67,G1,03/11/2018,Panionios,Panetolikos,3.0,0.0,H,3,0,H,7.0,11.0,4.0,4.0,23.0,16.0,1.0,6.0,3.0,2.0,0.0,0.0
68,G1,04/11/2018,Aris,Olympiakos,0.0,1.0,A,0,0,D,6.0,7.0,3.0,3.0,14.0,24.0,2.0,3.0,3.0,4.0,0.0,0.0
69,G1,04/11/2018,Giannina,Lamia,0.0,0.0,D,0,0,D,10.0,7.0,2.0,3.0,21.0,27.0,3.0,6.0,2.0,4.0,0.0,0.0
70,G1,04/11/2018,OFI Crete,Apollon,0.0,0.0,D,0,0,D,10.0,8.0,3.0,5.0,13.0,22.0,11.0,5.0,0.0,4.0,0.0,0.0
71,G1,05/11/2018,Asteras Tripolis,Xanthi,0.0,1.0,A,0,0,D,20.0,5.0,11.0,4.0,19.0,14.0,7.0,0.0,2.0,2.0,0.0,0.0
72,G1,10/11/2018,Larisa,Giannina,2.0,0.0,H,0,0,D,11.0,4.0,5.0,0.0,20.0,27.0,5.0,2.0,2.0,6.0,0.0,1.0
73,G1,10/11/2018,Levadeiakos,OFI Crete,2.0,1.0,H,2,1,H,9.0,4.0,4.0,4.0,14.0,21.0,6.0,4.0,3.0,3.0,0.0,0.0
74,G1,10/11/2018,Xanthi,Panionios,0.0,1.0,A,0,1,A,7.0,7.0,3.0,5.0,16.0,10.0,7.0,2.0,4.0,2.0,1.0,0.0
75,G1,11/11/2018,AEK,Atromitos,0.0,2.0,A,0,0,D,8.0,8.0,2.0,6.0,18.0,22.0,3.0,1.0,4.0,2.0,0.0,0.0
76,G1,11/11/2018,Lamia,Asteras Tripolis,0.0,0.0,D,0,0,D,5.0,10.0,2.0,5.0,20.0,18.0,3.0,10.0,4.0,5.0,1.0,1.0
77,G1,11/11/2018,Olympiakos,Panathinaikos,1.0,1.0,D,0,0,D,21.0,3.0,10.0,2.0,12.0,14.0,11.0,0.0,1.0,4.0,0.0,0.0
78,G1,11/11/2018,PAOK,Panetolikos,2.0,1.0,H,0,0,D,11.0,3.0,4.0,3.0,19.0,20.0,12.0,0.0,3.0,2.0,0.0,0.0
79,G1,12/11/2018,Apollon,Aris,1.0,2.0,A,1,1,D,8.0,11.0,6.0,6.0,22.0,15.0,5.0,5.0,2.0,3.0,0.0,0.0
80,G1,24/11/2018,Asteras Tripolis,Larisa,2.0,0.0,H,0,0,D,6.0,3.0,2.0,1.0,4.0,8.0,8.0,0.0,2.0,1.0,0.0,0.0
81,G1,24/11/2018,Panathinaikos,Apollon,5.0,1.0,H,2,0,H,19.0,11.0,12.0,3.0,16.0,16.0,5.0,6.0,1.0,1.0,0.0,0.0
82,G1,24/11/2018,Panetolikos,AEK,2.0,1.0,H,1,0,H,6.0,5.0,3.0,2.0,13.0,21.0,5.0,5.0,5.0,2.0,0.0,0.0
83,G1,24/11/2018,PAOK,Xanthi,2.0,0.0,H,0,0,D,10.0,5.0,4.0,3.0,10.0,8.0,3.0,3.0,1.0,1.0,0.0,0.0
84,G1,25/11/2018,Atromitos,Olympiakos,1.0,2.0,A,1,0,H,3.0,20.0,2.0,8.0,21.0,10.0,4.0,9.0,6.0,3.0,1.0,0.0
85,G1,25/11/2018,Giannina,Levadeiakos,2.0,0.0,H,1,0,H,10.0,7.0,6.0,2.0,16.0,18.0,3.0,3.0,1.0,2.0,0.0,0.0
86,G1,25/11/2018,OFI Crete,Aris,1.0,2.0,A,0,0,D,3.0,11.0,2.0,7.0,18.0,22.0,6.0,8.0,3.0,1.0,0.0,0.0
87,G1,26/11/2018,Panionios,Lamia,1.0,0.0,H,0,0,D,7.0,7.0,3.0,4.0,19.0,16.0,6.0,5.0,3.0,4.0,0.0,0.0
88,G1,01/12/2018,Apollon,Atromitos,1.0,1.0,D,1,1,D,9.0,4.0,4.0,2.0,15.0,18.0,4.0,6.0,4.0,4.0,0.0,0.0
89,G1,01/12/2018,Giannina,OFI Crete,1.0,1.0,D,0,0,D,12.0,5.0,7.0,3.0,14.0,12.0,8.0,3.0,3.0,3.0,0.0,0.0
90,G1,01/12/2018,Larisa,Panionios,4.0,2.0,H,1,1,D,17.0,5.0,9.0,3.0,17.0,11.0,7.0,3.0,1.0,3.0,0.0,1.0
91,G1,02/12/2018,AEK,Xanthi,2.0,0.0,H,1,0,H,13.0,3.0,10.0,1.0,12.0,29.0,7.0,0.0,0.0,5.0,0.0,0.0
92,G1,02/12/2018,Aris,Panathinaikos,1.0,1.0,D,1,0,H,8.0,7.0,3.0,3.0,21.0,18.0,4.0,3.0,2.0,5.0,0.0,1.0
93,G1,02/12/2018,Levadeiakos,Asteras Tripolis,0.0,2.0,A,0,0,D,5.0,11.0,3.0,5.0,19.0,16.0,3.0,9.0,4.0,3.0,1.0,0.0
94,G1,03/12/2018,Lamia,PAOK,0.0,1.0,A,0,0,D,9.0,7.0,5.0,4.0,10.0,19.0,5.0,2.0,1.0,3.0,0.0,1.0
95,G1,03/12/2018,Olympiakos,Panetolikos,2.0,1.0,H,2,0,H,13.0,4.0,6.0,3.0,20.0,22.0,9.0,1.0,1.0,2.0,0.0,1.0
96,G1,08/12/2018,AEK,Lamia,2.0,0.0,H,1,0,H,11.0,6.0,7.0,4.0,30.0,13.0,5.0,0.0,1.0,2.0,0.0,0.0
97,G1,08/12/2018,Asteras Tripolis,Giannina,1.0,0.0,H,0,0,D,10.0,6.0,2.0,4.0,11.0,10.0,4.0,7.0,2.0,2.0,0.0,0.0
98,G1,09/12/2018,Atromitos,Aris,4.0,2.0,H,1,0,H,11.0,6.0,7.0,5.0,20.0,19.0,4.0,4.0,3.0,4.0,0.0,0.0
99,G1,09/12/2018,OFI Crete,Panathinaikos,3.0,1.0,H,2,1,H,8.0,6.0,5.0,3.0,24.0,16.0,3.0,1.0,1.0,4.0,0.0,0.0
100,G1,09/12/2018,PAOK,Larisa,2.0,1.0,H,1,1,D,18.0,2.0,6.0,1.0,17.0,21.0,9.0,1.0,0.0,3.0,0.0,1.0
101,G1,09/12/2018,Xanthi,Olympiakos,1.0,1.0,D,0,0,D,3.0,11.0,2.0,5.0,19.0,18.0,2.0,8.0,4.0,5.0,0.0,1.0
102,G1,10/12/2018,Panetolikos,Apollon,2.0,1.0,H,2,0,H,8.0,11.0,4.0,4.0,17.0,24.0,5.0,2.0,3.0,6.0,0.0,0.0
103,G1,10/12/2018,Panionios,Levadeiakos,1.0,1.0,D,0,1,A,20.0,4.0,10.0,3.0,15.0,16.0,8.0,5.0,2.0,4.0,0.0,0.0
104,G1,15/12/2018,Aris,Panetolikos,1.0,2.0,A,0,0,D,9.0,10.0,5.0,6.0,13.0,17.0,7.0,5.0,2.0,6.0,1.0,0.0
105,G1,15/12/2018,Asteras Tripolis,OFI Crete,2.0,1.0,H,0,1,A,23.0,8.0,14.0,5.0,11.0,19.0,10.0,4.0,1.0,3.0,0.0,0.0
106,G1,15/12/2018,Giannina,Panionios,3.0,1.0,H,0,0,D,9.0,6.0,4.0,3.0,16.0,9.0,1.0,2.0,3.0,2.0,0.0,0.0
107,G1,16/12/2018,Apollon,Xanthi,1.0,0.0,H,0,0,D,8.0,4.0,3.0,0.0,9.0,22.0,4.0,6.0,6.0,4.0,0.0,0.0
108,G1,16/12/2018,Larisa,AEK,0.0,0.0,D,0,0,D,7.0,7.0,2.0,1.0,19.0,25.0,4.0,5.0,2.0,3.0,0.0,0.0
109,G1,16/12/2018,Olympiakos,Lamia,3.0,0.0,H,1,0,H,10.0,4.0,6.0,2.0,10.0,11.0,4.0,7.0,0.0,3.0,0.0,0.0
110,G1,16/12/2018,Panathinaikos,Atromitos,1.0,0.0,H,1,0,H,5.0,2.0,3.0,0.0,16.0,20.0,1.0,4.0,4.0,3.0,1.0,0.0
111,G1,17/12/2018,Levadeiakos,PAOK,1.0,2.0,A,0,1,A,12.0,13.0,5.0,5.0,19.0,16.0,1.0,4.0,3.0,1.0,0.0,0.0
112,G1,12/01/2019,Atromitos,Panetolikos,2.0,2.0,D,0,0,D,7.0,6.0,3.0,5.0,17.0,10.0,4.0,2.0,3.0,2.0,0.0,0.0
113,G1,12/01/2019,Larisa,Apollon,3.0,0.0,H,1,0,H,13.0,8.0,9.0,2.0,21.0,16.0,5.0,6.0,1.0,3.0,0.0,1.0
114,G1,12/01/2019,OFI Crete,Panionios,1.0,1.0,D,1,0,H,11.0,9.0,3.0,5.0,15.0,18.0,5.0,5.0,4.0,2.0,0.0,0.0
115,G1,13/01/2019,Asteras Tripolis,PAOK,0.0,3.0,A,0,0,D,17.0,9.0,13.0,7.0,19.0,19.0,6.0,7.0,5.0,5.0,0.0,1.0
116,G1,13/01/2019,Levadeiakos,Olympiakos,0.0,2.0,A,0,1,A,10.0,22.0,2.0,13.0,14.0,11.0,2.0,9.0,2.0,2.0,0.0,0.0
117,G1,13/01/2019,Panathinaikos,Xanthi,2.0,2.0,D,0,1,A,12.0,5.0,9.0,4.0,24.0,19.0,7.0,3.0,0.0,0.0,0.0,0.0
118,G1,14/01/2019,Aris,Lamia,1.0,0.0,H,0,0,D,4.0,4.0,2.0,1.0,19.0,23.0,6.0,2.0,1.0,6.0,0.0,0.0
119,G1,14/01/2019,Giannina,AEK,0.0,4.0,A,0,4,A,8.0,10.0,2.0,5.0,15.0,21.0,1.0,3.0,2.0,2.0,0.0,0.0
120,G1,19/01/2019,Apollon,Levadeiakos,0.0,0.0,D,0,0,D,9.0,6.0,4.0,2.0,22.0,18.0,10.0,3.0,3.0,5.0,0.0,0.0
121,G1,19/01/2019,Giannina,Olympiakos,1.0,2.0,A,1,2,A,5.0,8.0,2.0,4.0,21.0,18.0,4.0,7.0,4.0,3.0,0.0,0.0
122,G1,19/01/2019,PAOK,Panionios,3.0,0.0,H,2,0,H,9.0,3.0,6.0,2.0,14.0,18.0,6.0,2.0,4.0,4.0,0.0,1.0
123,G1,20/01/2019,AEK,Asteras Tripolis,3.0,0.0,H,3,0,H,15.0,6.0,9.0,1.0,15.0,13.0,5.0,1.0,4.0,3.0,0.0,0.0
124,G1,20/01/2019,Larisa,Aris,0.0,0.0,D,0,0,D,9.0,10.0,2.0,3.0,20.0,17.0,0.0,6.0,4.0,3.0,0.0,0.0
125,G1,20/01/2019,OFI Crete,Panetolikos,3.0,0.0,H,1,0,H,11.0,2.0,9.0,1.0,20.0,20.0,9.0,2.0,2.0,3.0,0.0,1.0
126,G1,20/01/2019,Xanthi,Atromitos,2.0,1.0,H,1,1,D,11.0,7.0,3.0,5.0,19.0,24.0,5.0,2.0,1.0,6.0,0.0,0.0
127,G1,21/01/2019,Lamia,Panathinaikos,1.0,0.0,H,0,0,D,7.0,4.0,4.0,1.0,18.0,19.0,7.0,6.0,3.0,4.0,0.0,0.0
128,G1,26/01/2019,Giannina,Apollon,1.0,0.0,H,1,0,H,9.0,9.0,7.0,5.0,15.0,12.0,5.0,4.0,3.0,1.0,0.0,1.0
129,G1,26/01/2019,Panetolikos,Xanthi,0.0,0.0,D,0,0,D,6.0,4.0,1.0,2.0,28.0,26.0,5.0,2.0,5.0,3.0,0.0,0.0
130,G1,26/01/2019,Panionios,AEK,0.0,2.0,A,0,1,A,7.0,7.0,3.0,3.0,14.0,18.0,7.0,3.0,2.0,2.0,0.0,0.0
131,G1,27/01/2019,Asteras Tripolis,Olympiakos,0.0,2.0,A,0,1,A,7.0,14.0,3.0,9.0,21.0,17.0,6.0,2.0,2.0,1.0,0.0,0.0
132,G1,27/01/2019,Lamia,Atromitos,2.0,1.0,H,0,0,D,10.0,7.0,4.0,4.0,19.0,14.0,5.0,4.0,4.0,5.0,0.0,0.0
133,G1,27/01/2019,Levadeiakos,Aris,1.0,0.0,H,1,0,H,6.0,12.0,3.0,2.0,20.0,17.0,1.0,7.0,2.0,1.0,0.0,0.0
134,G1,27/01/2019,Panathinaikos,Larisa,1.0,1.0,D,1,0,H,10.0,3.0,5.0,1.0,19.0,14.0,6.0,0.0,2.0,6.0,0.0,1.0
135,G1,27/01/2019,PAOK,OFI Crete,4.0,0.0,H,2,0,H,12.0,1.0,7.0,0.0,19.0,17.0,3.0,0.0,2.0,4.0,0.0,0.0
136,G1,30/01/2019,AEK,Levadeiakos,1.0,0.0,H,1,0,H,19.0,2.0,7.0,0.0,16.0,17.0,6.0,5.0,4.0,3.0,0.0,0.0
137,G1,30/01/2019,Lamia,Apollon,2.0,1.0,H,2,1,H,9.0,8.0,7.0,4.0,27.0,18.0,6.0,3.0,3.0,2.0,0.0,0.0
138,G1,30/01/2019,Olympiakos,Larisa,4.0,0.0,H,3,0,H,17.0,2.0,13.0,1.0,9.0,12.0,10.0,1.0,1.0,3.0,0.0,0.0
139,G1,30/01/2019,Panetolikos,Panathinaikos,0.0,1.0,A,0,1,A,5.0,4.0,1.0,3.0,23.0,22.0,3.0,1.0,4.0,7.0,0.0,1.0
140,G1,30/01/2019,Panionios,Asteras Tripolis,1.0,0.0,H,1,0,H,8.0,7.0,4.0,3.0,19.0,16.0,3.0,5.0,2.0,2.0,0.0,0.0
141,G1,30/01/2019,PAOK,Giannina,2.0,1.0,H,1,0,H,15.0,1.0,7.0,1.0,22.0,16.0,7.0,1.0,2.0,5.0,0.0,0.0
142,G1,31/01/2019,OFI Crete,Atromitos,1.0,1.0,D,1,1,D,7.0,8.0,4.0,3.0,15.0,21.0,4.0,5.0,3.0,2.0,0.0,0.0
143,G1,31/01/2019,Xanthi,Aris,0.0,1.0,A,0,1,A,4.0,8.0,2.0,6.0,19.0,27.0,1.0,4.0,4.0,7.0,0.0,0.0
144,G1,02/02/2019,Lamia,Panetolikos,0.0,2.0,A,0,1,A,5.0,5.0,3.0,3.0,23.0,16.0,6.0,2.0,1.0,4.0,0.0,0.0
145,G1,02/02/2019,Olympiakos,Panionios,4.0,0.0,H,0,0,D,18.0,3.0,10.0,2.0,11.0,16.0,8.0,2.0,3.0,4.0,0.0,0.0
146,G1,03/02/2019,AEK,PAOK,1.0,1.0,D,0,1,A,13.0,9.0,4.0,6.0,23.0,9.0,10.0,4.0,4.0,5.0,0.0,1.0
147,G1,03/02/2019,Apollon,Asteras Tripolis,0.0,2.0,A,0,1,A,6.0,10.0,1.0,6.0,17.0,18.0,9.0,2.0,1.0,1.0,0.0,0.0
148,G1,03/02/2019,Aris,Giannina,1.0,0.0,H,0,0,D,13.0,4.0,6.0,0.0,21.0,27.0,6.0,1.0,3.0,4.0,0.0,0.0
149,G1,03/02/2019,Larisa,Atromitos,0.0,1.0,A,0,0,D,8.0,6.0,3.0,3.0,15.0,21.0,2.0,7.0,3.0,4.0,0.0,0.0
150,G1,03/02/2019,Levadeiakos,Panathinaikos,0.0,0.0,D,0,0,D,10.0,6.0,4.0,3.0,22.0,18.0,3.0,6.0,3.0,3.0,0.0,0.0
151,G1,03/02/2019,OFI Crete,Xanthi,0.0,0.0,D,0,0,D,11.0,5.0,6.0,2.0,22.0,26.0,7.0,1.0,3.0,5.0,0.0,0.0
152,G1,09/02/2019,Giannina,Panathinaikos,1.0,0.0,H,0,0,D,6.0,4.0,3.0,4.0,15.0,14.0,6.0,3.0,3.0,2.0,1.0,0.0
153,G1,09/02/2019,Panionios,Apollon,0.0,1.0,A,0,0,D,12.0,9.0,4.0,5.0,16.0,17.0,8.0,7.0,1.0,5.0,0.0,0.0
154,G1,09/02/2019,Xanthi,Lamia,0.0,0.0,D,0,0,D,7.0,6.0,3.0,3.0,18.0,19.0,3.0,3.0,2.0,2.0,0.0,0.0
155,G1,10/02/2019,AEK,OFI Crete,1.0,0.0,H,1,0,H,11.0,3.0,6.0,1.0,15.0,24.0,5.0,3.0,3.0,3.0,0.0,0.0
