,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HFKC,AFKC,HC,AC,HY,AY,HR,AR
156,G1,04/02/18,Lamia,Atromitos,1,1,D,0.0,0.0,D,5.0,11.0,1.0,5.0,24.0,17.0,3.0,1.0,7.0,3.0,1.0,0.0
157,G1,04/02/18,Levadeiakos,Kerkyra,2,0,H,0.0,0.0,D,14.0,14.0,4.0,3.0,13.0,13.0,7.0,3.0,0.0,2.0,0.0,0.0
158,G1,04/02/18,Olympiakos,AEK,1,2,A,0.0,0.0,D,11.0,9.0,7.0,6.0,28.0,34.0,5.0,2.0,4.0,4.0,1.0,0.0
159,G1,05/02/18,Platanias,Apollon,1,1,D,0.0,0.0,D,5.0,6.0,1.0,1.0,17.0,15.0,2.0,2.0,2.0,3.0,0.0,0.0
160,G1,10/02/18,Giannina,Panathinaikos,2,1,H,2.0,0.0,H,10.0,11.0,6.0,5.0,19.0,22.0,1.0,5.0,3.0,3.0,0.0,0.0
161,G1,10/02/18,Panionios,Lamia,1,0,H,0.0,0.0,D,16.0,5.0,8.0,2.0,15.0,17.0,6.0,2.0,5.0,2.0,0.0,0.0
162,G1,10/02/18,Xanthi,Kerkyra,1,1,D,0.0,0.0,D,15.0,7.0,4.0,3.0,11.0,26.0,10.0,7.0,3.0,4.0,0.0,0.0
163,G1,11/02/18,AEK,Asteras Tripolis,1,0,H,0.0,0.0,D,12.0,5.0,6.0,3.0,18.0,17.0,7.0,2.0,3.0,4.0,0.0,0.0
164,G1,11/02/18,Apollon,Levadeiakos,1,1,D,0.0,0.0,D,13.0,8.0,8.0,3.0,6.0,18.0,4.0,2.0,1.0,4.0,0.0,0.0
165,G1,11/02/18,Atromitos,Olympiakos,2,2,D,1.0,1.0,D,17.0,7.0,9.0,4.0,30.0,27.0,3.0,4.0,7.0,4.0,0.0,0.0
166,G1,11/02/18,Panetolikos,Platanias,3,0,H,1.0,0.0,H,9.0,4.0,4.0,2.0,18.0,17.0,3.0,8.0,1.0,3.0,0.0,0.0
167,G1,12/02/18,PAOK,Larisa,3,0,H,2.0,0.0,H,19.0,3.0,10.0,1.0,12.0,11.0,7.0,1.0,0.0,3.0,0.0,0.0
168,G1,17/02/18,Asteras Tripolis,Atromitos,0,1,A,0.0,0.0,D,12.0,7.0,2.0,3.0,23.0,20.0,2.0,2.0,2.0,2.0,0.0,0.0
169,G1,17/02/18,Kerkyra,Apollon,2,0,H,1.0,0.0,H,6.0,7.0,3.0,4.0,14.0,22.0,3.0,5.0,4.0,2.0,0.0,0.0
170,G1,17/02/18,Lamia,PAOK,0,2,A,0.0,0.0,D,12.0,15.0,4.0,8.0,14.0,25.0,2.0,6.0,3.0,1.0,0.0,0.0
171,G1,18/02/18,AEK,Xanthi,4,0,H,4.0,0.0,H,15.0,7.0,9.0,3.0,17.0,13.0,16.0,2.0,0.0,2.0,0.0,0.0
172,G1,18/02/18,Levadeiakos,Panetolikos,1,2,A,1.0,1.0,D,7.0,9.0,2.0,3.0,22.0,20.0,0.0,1.0,7.0,4.0,1.0,0.0
173,G1,18/02/18,Olympiakos,Panionios,1,0,H,0.0,0.0,D,22.0,4.0,9.0,3.0,15.0,14.0,10.0,1.0,1.0,3.0,0.0,0.0
174,G1,18/02/18,Platanias,Giannina,0,3,A,0.0,0.0,D,6.0,10.0,3.0,5.0,16.0,17.0,4.0,4.0,3.0,4.0,0.0,0.0
175,G1,19/02/18,Larisa,Panathinaikos,0,1,A,0.0,1.0,A,4.0,3.0,1.0,2.0,18.0,17.0,6.0,1.0,4.0,4.0,0.0,0.0
176,G1,24/02/18,Giannina,Levadeiakos,0,0,D,0.0,0.0,D,13.0,4.0,5.0,2.0,17.0,15.0,7.0,2.0,2.0,5.0,0.0,0.0
177,G1,24/02/18,Panathinaikos,Lamia,2,0,H,0.0,0.0,D,14.0,7.0,6.0,3.0,21.0,23.0,5.0,3.0,0.0,2.0,0.0,0.0
178,G1,24/02/18,Panionios,Asteras Tripolis,0,0,D,0.0,0.0,D,9.0,12.0,3.0,6.0,10.0,25.0,3.0,9.0,1.0,2.0,0.0,0.0
179,G1,25/02/18,Larisa,Platanias,1,0,H,0.0,0.0,D,14.0,3.0,8.0,1.0,21.0,18.0,10.0,4.0,3.0,2.0,0.0,0.0
180,G1,25/02/18,Panetolikos,Kerkyra,1,0,H,1.0,0.0,H,5.0,10.0,3.0,6.0,23.0,25.0,2.0,7.0,6.0,3.0,0.0,0.0
181,G1,25/02/18,PAOK,Olympiakos,0,3,A,,,,,,,,,,,,,,,
182,G1,25/02/18,Xanthi,Apollon,2,0,H,0.0,0.0,D,6.0,7.0,3.0,0.0,24.0,19.0,5.0,7.0,4.0,2.0,0.0,0.0
183,G1,26/02/18,Atromitos,AEK,1,1,D,0.0,0.0,D,8.0,6.0,4.0,2.0,16.0,29.0,5.0,5.0,1.0,4.0,0.0,0.0
184,G1,03/03/18,Atromitos,Xanthi,1,0,H,1.0,0.0,H,11.0,5.0,3.0,2.0,14.0,18.0,5.0,1.0,3.0,2.0,0.0,0.0
185,G1,03/03/18,Kerkyra,Giannina,1,1,D,1.0,1.0,D,4.0,7.0,0.0,2.0,16.0,30.0,7.0,3.0,2.0,2.0,0.0,0.0
186,G1,03/03/18,Platanias,Lamia,1,2,A,0.0,0.0,D,6.0,9.0,3.0,6.0,16.0,10.0,11.0,2.0,1.0,5.0,0.0,1.0
187,G1,04/03/18,AEK,Panionios,1,0,H,1.0,0.0,H,16.0,0.0,11.0,0.0,21.0,18.0,6.0,1.0,3.0,4.0,0.0,0.0
188,G1,04/03/18,Asteras Tripolis,PAOK,3,2,H,1.0,1.0,D,13.0,12.0,8.0,6.0,22.0,14.0,3.0,5.0,3.0,4.0,0.0,0.0
189,G1,04/03/18,Levadeiakos,Larisa,2,1,H,0.0,1.0,A,22.0,12.0,13.0,5.0,17.0,19.0,6.0,1.0,1.0,2.0,0.0,0.0
190,G1,04/03/18,Olympiakos,Panathinaikos,1,1,D,0.0,0.0,D,8.0,8.0,4.0,4.0,23.0,15.0,5.0,6.0,1.0,3.0,0.0,1.0
191,G1,05/03/18,Apollon,Panetolikos,2,1,H,1.0,0.0,H,9.0,7.0,4.0,3.0,15.0,15.0,5.0,3.0,3.0,3.0,0.0,0.0
192,G1,10/03/18,Larisa,Kerkyra,0,0,D,0.0,0.0,D,9.0,6.0,3.0,3.0,24.0,18.0,8.0,4.0,3.0,2.0,0.0,1.0
193,G1,10/03/18,Panathinaikos,Asteras Tripolis,1,1,D,0.0,0.0,D,8.0,8.0,3.0,5.0,18.0,16.0,3.0,2.0,1.0,2.0,0.0,0.0
194,G1,10/03/18,Panionios,Atromitos,2,2,D,0.0,0.0,D,13.0,12.0,8.0,7.0,12.0,17.0,3.0,7.0,1.0,3.0,0.0,0.0
195,G1,11/03/18,Lamia,Levadeiakos,1,1,D,1.0,1.0,D,13.0,5.0,6.0,3.0,11.0,15.0,8.0,5.0,1.0,4.0,0.0,0.0
196,G1,11/03/18,PAOK,AEK,0,3,A,,,,,,,,,,,,,,,
197,G1,11/03/18,Platanias,Olympiakos,0,4,A,0.0,3.0,A,6.0,7.0,2.0,5.0,14.0,23.0,4.0,4.0,1.0,1.0,0.0,0.0
198,G1,11/03/18,Xanthi,Panetolikos,1,0,H,1.0,0.0,H,8.0,4.0,3.0,1.0,19.0,25.0,3.0,7.0,0.0,4.0,0.0,0.0
199,G1,31/03/18,Atromitos,PAOK,0,2,A,0.0,1.0,A,11.0,12.0,3.0,6.0,17.0,18.0,4.0,4.0,2.0,4.0,0.0,0.0
200,G1,31/03/18,Levadeiakos,Olympiakos,1,1,D,1.0,0.0,H,7.0,18.0,4.0,8.0,12.0,18.0,4.0,7.0,2.0,3.0,0.0,0.0
201,G1,31/03/18,Panetolikos,Giannina,1,0,H,1.0,0.0,H,3.0,8.0,3.0,2.0,20.0,18.0,0.0,6.0,2.0,2.0,0.0,1.0
202,G1,01/04/18,AEK,Panathinaikos,3,0,H,1.0,0.0,H,12.0,10.0,9.0,4.0,25.0,15.0,9.0,1.0,1.0,3.0,0.0,1.0
203,G1,01/04/18,Apollon,Larisa,3,0,H,1.0,0.0,H,11.0,7.0,6.0,4.0,19.0,18.0,3.0,4.0,3.0,4.0,0.0,0.0
204,G1,01/04/18,Kerkyra,Lamia,0,0,D,0.0,0.0,D,10.0,4.0,4.0,2.0,15.0,17.0,2.0,3.0,2.0,3.0,0.0,0.0
205,G1,01/04/18,Panionios,Xanthi,0,0,D,0.0,0.0,D,8.0,3.0,3.0,1.0,18.0,23.0,7.0,6.0,1.0,2.0,0.0,0.0
206,G1,02/04/18,Asteras Tripolis,Platanias,4,0,H,1.0,0.0,H,20.0,6.0,13.0,4.0,20.0,16.0,5.0,5.0,1.0,0.0,0.0,0.0
207,G1,04/04/18,Giannina,Apollon,0,1,A,0.0,1.0,A,13.0,10.0,5.0,5.0,17.0,19.0,8.0,4.0,1.0,5.0,0.0,0.0
208,G1,14/04/18,Lamia,Apollon,0,0,D,0.0,0.0,D,5.0,6.0,2.0,1.0,11.0,14.0,3.0,0.0,0.0,2.0,0.0,1.0
209,G1,14/04/18,Levadeiakos,Asteras Tripolis,1,0,H,0.0,0.0,D,11.0,17.0,4.0,9.0,14.0,17.0,1.0,4.0,1.0,2.0,0.0,1.0
210,G1,14/04/18,PAOK,Panionios,3,1,H,2.0,0.0,H,19.0,8.0,11.0,6.0,15.0,15.0,8.0,4.0,2.0,0.0,0.0,0.0
211,G1,15/04/18,Larisa,Panetolikos,4,2,H,3.0,1.0,H,20.0,6.0,16.0,4.0,31.0,12.0,6.0,0.0,3.0,2.0,0.0,1.0
212,G1,15/04/18,Panathinaikos,Atromitos,1,0,H,0.0,0.0,D,11.0,14.0,7.0,8.0,21.0,19.0,6.0,5.0,5.0,1.0,1.0,0.0
213,G1,15/04/18,Platanias,AEK,0,1,A,0.0,1.0,A,2.0,10.0,2.0,4.0,21.0,14.0,1.0,7.0,2.0,1.0,0.0,0.0
214,G1,15/04/18,Xanthi,Giannina,3,0,H,0.0,0.0,D,11.0,7.0,8.0,1.0,11.0,21.0,0.0,2.0,1.0,2.0,0.0,0.0
215,G1,16/04/18,Olympiakos,Kerkyra,5,1,H,2.0,1.0,H,21.0,13.0,14.0,7.0,12.0,17.0,6.0,2.0,2.0,4.0,0.0,0.0
216,G1,22/04/18,AEK,Levadeiakos,2,0,H,2.0,0.0,H,19.0,7.0,8.0,3.0,18.0,9.0,6.0,0.0,0.0,3.0,0.0,0.0
217,G1,22/04/18,Apollon,Olympiakos,1,0,H,1.0,0.0,H,9.0,17.0,4.0,6.0,8.0,14.0,2.0,8.0,2.0,3.0,0.0,0.0
218,G1,22/04/18,Atromitos,Platanias,4,1,H,2.0,0.0,H,19.0,2.0,12.0,2.0,21.0,16.0,4.0,2.0,0.0,2.0,0.0,1.0
219,G1,22/04/18,Giannina,Larisa,0,0,D,0.0,0.0,D,9.0,4.0,4.0,1.0,20.0,10.0,4.0,2.0,1.0,3.0,0.0,0.0
220,G1,22/04/18,Kerkyra,Asteras Tripolis,1,3,A,0.0,1.0,A,4.0,15.0,4.0,9.0,14.0,20.0,3.0,14.0,2.0,0.0,1.0,0.0
221,G1,22/04/18,Panetolikos,Lamia,1,0,H,0.0,0.0,D,11.0,3.0,9.0,1.0,14.0,18.0,9.0,4.0,0.0,5.0,0.0,1.0
222,G1,22/04/18,Panionios,Panathinaikos,0,3,A,0.0,2.0,A,10.0,13.0,6.0,10.0,12.0,21.0,6.0,2.0,3.0,2.0,0.0,0.0
223,G1,22/04/18,PAOK,Xanthi,2,1,H,0.0,1.0,A,16.0,8.0,9.0,4.0,17.0,18.0,12.0,2.0,3.0,3.0,0.0,0.0
224,G1,29/04/18,Asteras Tripolis,Apollon,2,1,H,0.0,0.0,D,12.0,9.0,9.0,7.0,17.0,18.0,9.0,3.0,5.0,1.0,0.0,0.0
225,G1,29/04/18,Kerkyra,AEK,0,0,D,0.0,0.0,D,1.0,10.0,1.0,6.0,20.0,20.0,2.0,6.0,2.0,2.0,0.0,0.0
226,G1,29/04/18,Lamia,Giannina,2,1,H,1.0,0.0,H,13.0,16.0,6.0,7.0,14.0,20.0,2.0,11.0,2.0,3.0,0.0,0.0
227,G1,29/04/18,Levadeiakos,Atromitos,0,1,A,0.0,0.0,D,14.0,14.0,9.0,5.0,18.0,12.0,4.0,5.0,2.0,4.0,0.0,0.0
228,G1,29/04/18,Olympiakos,Panetolikos,4,0,H,3.0,0.0,H,13.0,11.0,10.0,5.0,16.0,15.0,5.0,8.0,1.0,3.0,0.0,0.0
229,G1,29/04/18,Panathinaikos,PAOK,0,3,A,0.0,1.0,A,15.0,14.0,9.0,9.0,16.0,18.0,7.0,3.0,3.0,1.0,0.0,0.0
230,G1,29/04/18,Platanias,Panionios,1,2,A,0.0,0.0,D,9.0,12.0,3.0,7.0,17.0,12.0,2.0,4.0,2.0,1.0,0.0,0.0
231,G1,29/04/18,Xanthi,Larisa,1,0,H,0.0,0.0,D,11.0,7.0,5.0,3.0,13.0,18.0,4.0,4.0,0.0,4.0,0.0,1.0
232,G1,05/05/18,Apollon,AEK,0,1,A,0.0,1.0,A,5.0,16.0,2.0,10.0,14.0,17.0,1.0,5.0,3.0,2.0,1.0,0.0
233,G1,05/05/18,Atromitos,Kerkyra,4,0,H,2.0,0.0,H,21.0,11.0,11.0,5.0,14.0,12.0,4.0,6.0,0.0,1.0,0.0,0.0
234,G1,05/05/18,Larisa,Lamia,1,1,D,0.0,0.0,D,9.0,10.0,3.0,6.0,22.0,19.0,6.0,1.0,3.0,3.0,0.0,0.0
235,G1,05/05/18,PAOK,Platanias,3,0,H,2.0,0.0,H,21.0,2.0,13.0,1.0,11.0,7.0,9.0,0.0,1.0,0.0,0.0,0.0
236,G1,06/05/18,Giannina,Olympiakos,3,0,H,0.0,0.0,D,13.0,9.0,9.0,2.0,17.0,16.0,3.0,7.0,2.0,2.0,0.0,0.0
237,G1,06/05/18,Panetolikos,Asteras Tripolis,0,2,A,0.0,1.0,A,2.0,10.0,0.0,7.0,14.0,21.0,4.0,10.0,5.0,3.0,1.0,0.0
238,G1,06/05/18,Panionios,Levadeiakos,2,0,H,1.0,0.0,H,11.0,15.0,6.0,8.0,13.0,13.0,5.0,7.0,0.0,2.0,0.0,0.0
239,G1,07/05/18,Panathinaikos,Xanthi,1,2,A,1.0,1.0,D,12.0,10.0,6.0,4.0,18.0,22.0,3.0,3.0,1.0,1.0,0.0,0.0
